TVD,GR,T-TEMP
68.8848,47.6551,23.0965
69.0372,48.5358,23.1003
69.1896,47.8759,23.1041
69.342,48.8616,23.108
69.4944,48.9489,23.1142
69.6468,47.7636,23.1237
69.7992,47.4845,23.1333
69.9516,46.2566,23.1567
70.104,45.7061,23.1712
70.2564,46.4846,23.1712
70.4088,47.0768,23.1712
70.5612,48.2541,23.1712
70.7136,47.6173,23.1747
70.866,48.6993,23.1791
71.0184,49.6129,23.1834
71.1708,50.6602,23.189
71.3232,52.0456,23.1978
71.4756,50.762,23.2066
71.628,49.6376,23.2154
71.7804,47.5909,23.2133
71.9328,45.239,23.2088
72.0852,47.7823,23.2043
72.2376,49.1006,23.2055
72.39,49.9702,23.2145
72.5424,51.165,23.2234
72.6948,48.8295,23.2321
72.8472,46.9892,23.2277
72.9996,44.185,23.2232
73.152,43.4229,23.2187
73.3044,44.5017,23.3342
73.4568,45.3191,23.3696
73.6092,46.9906,23.3696
73.7616,47.5829,23.3696
73.914,46.3983,23.3696
74.0664,45.1632,23.3696
74.2188,43.2153,23.3696
74.3712,42.1142,23.3696
74.5236,43.4292,23.3751
74.676,43.5564,23.3841
74.8284,43.8371,23.3931
74.9808,45.2658,23.4011
75.1332,43.4857,23.4058
75.2856,42.8762,23.4105
75.438,42.0612,23.4153
75.5904,40.6467,23.4153
75.7428,41.0494,23.4153
75.8952,42.7215,23.4153
76.0476,42.5768,23.417
76.2,43.1082,23.4246
76.3524,43.7381,23.4322
76.5048,42.3822,23.4399
76.6572,42.589,23.4467
76.8096,41.1383,23.4507
76.962,40.2179,23.4547
77.1144,42.1823,23.4587
77.2668,42.7247,23.4611
77.4192,44.2089,23.4611
77.5716,45.1949,23.4611
77.724,44.4789,23.4611
77.8764,43.123,23.4611
78.0288,43.6598,23.4725
78.1812,43.3552,23.4863
78.3336,44.2899,23.5002
78.486,44.9569,23.5141
78.6384,44.0516,23.5221
78.7908,44.2113,23.5221
78.9432,43.2308,23.5221
79.0956,43.3639,23.5221
79.248,43.9367,23.5221
79.4004,43.3595,23.5221
79.5528,42.2714,23.5221
79.7052,43.2806,23.5221
79.8576,42.8934,23.5221
80.01,44.0336,23.5252
80.1624,47.5891,23.5324
80.3148,47.8748,23.5397
80.4672,48.2861,23.547
80.6196,48.2031,23.5526
80.772,47.7616,23.5526
80.9244,48.7177,23.5526
81.0768,49.1436,23.5526
81.2292,49.3591,23.5535
81.3816,49.4066,23.5575
81.534,47.8792,23.5615
81.6864,46.5201,23.5656
81.8388,46.2003,23.5715
81.9912,45.1787,23.5799
82.1436,44.2784,23.5884
82.296,44.028,23.5969
82.4484,43.5683,23.5775
82.6008,44.3353,23.5722
82.7532,44.8945,23.5791
82.9056,45.6258,23.5861
83.058,46.1566,23.593
83.2104,45.6293,23.5992
83.3628,44.5926,23.6028
83.5152,44.2909,23.6065
83.6676,44.4867,23.6101
83.82,44.9387,23.6137
83.9724,46.1405,23.6137
84.1248,49.8702,23.6137
84.2772,49.9192,23.6137
84.4296,49.8641,23.6172
84.582,50.0624,23.6257
84.7344,47.6048,23.6342
84.8868,44.9546,23.6427
85.0392,43.8423,23.6405
85.1916,43.117,23.636
85.344,42.6417,23.6315
85.4964,42.9242,23.6182
85.6488,43.4271,23.5928
85.8012,43.3982,23.3939
85.9536,43.1236,23.3592
86.106,44.2499,23.3348
86.2584,44.8638,23.3246
86.4108,45.8069,23.3144
86.5632,46.3648,23.3107
86.7156,46.2411,23.3158
86.868,46.5742,23.3208
87.0204,47.222,23.3238
87.1728,47.3302,23.3238
87.3252,47.5281,23.3238
87.4776,46.0265,23.3213
87.63,47.1013,23.3154
87.7824,46.6336,23.3096
87.9348,45.664,23.3258
88.0872,46.0815,23.3469
88.2396,45.1477,23.364
88.392,45.7006,23.3791
88.5444,48.4729,23.3805
88.6968,50.6908,23.3737
88.8492,51.1602,23.3776
89.0016,52.4648,23.3981
89.154,52.0893,23.4187
89.3064,52.5124,23.4306
89.4588,53.4628,23.4306
89.6112,53.5303,23.4306
89.7636,53.4741,23.4493
89.916,54.366,23.4784
90.0684,55.3416,23.5069
90.2208,54.8518,23.5069
90.3732,54.1783,23.5069
90.5256,52.4514,23.5071
90.678,51.118,23.5189
90.8304,52.6577,23.5307
90.9828,53.9294,23.5428
91.1352,54.0908,23.5555
91.2876,52.907,23.568
91.44,51.76,23.5744
91.5924,50.5958,23.5807
91.7448,50.7948,23.5861
91.8972,51.3543,23.5909
92.0496,51.9299,23.5957
92.202,52.3341,23.6028
92.3544,52.7383,23.6129
92.5068,51.5442,23.623
92.6592,50.5791,23.6346
92.8116,50.5437,23.6481
92.964,50.6869,23.6615
93.1164,51.2117,23.6749
93.2688,51.8437,23.6839
93.4212,52.077,23.693
93.5736,51.5975,23.702
93.726,52.2619,23.7139
93.8784,52.4317,23.7272
94.0308,51.6988,23.7406
94.1832,53.1276,23.752
94.3356,52.7642,23.7565
94.488,52.3661,23.761
94.6404,53.2325,23.7656
94.7928,51.9258,23.7663
94.9452,51.2028,23.7663
95.0976,50.5388,23.7663
95.25,49.5021,23.8008
95.4024,49.2776,23.883
95.5548,51.0777,23.9652
95.7072,51.3645,23.9681
95.8596,52.6763,23.9538
96.012,52.6721,23.9395
96.1644,52.0159,23.9341
96.3168,50.0178,23.9341
96.4692,48.9024,23.9341
96.6216,49.0837,23.9384
96.774,49.0377,23.9515
96.9264,49.5878,23.9645
97.0788,50.8576,23.9775
97.2312,51.3122,23.983
97.3836,51.7095,23.9868
97.536,52.6467,23.9906
97.6884,53.8063,23.9944
97.8408,52.6656,24.0014
97.9932,53.7432,24.009
98.1456,53.7955,24.0167
98.298,52.3373,24.0243
98.4504,52.252,24.0289
98.6028,52.1115,24.0328
98.7552,52.9626,24.0367
98.9076,55.0001,24.0407
99.06,59.6754,24.0519
99.2124,60.0038,24.0635
99.3648,60.9585,24.0752
99.5172,60.2907,24.0868
99.6696,58.5602,24.0944
99.822,57.2397,24.1021
99.9744,57.4892,24.1097
100.1268,57.2394,24.1173
100.2792,58.654,24.1249
100.4316,60.9658,24.1326
100.584,61.0399,24.1402
100.7364,60.5051,24.1478
100.8888,61.0363,24.1555
101.0412,60.6763,24.1631
101.1936,60.0473,24.1707
101.346,60.5214,24.1784
101.4984,59.6802,24.1899
101.6508,59.2544,24.2013
101.8032,57.5251,24.2128
101.9556,55.5743,24.2241
102.108,56.4587,24.23
102.2604,58.7759,24.2358
102.4128,60.3491,24.2428
102.5652,63.0715,24.2513
102.7176,64.5106,24.2598
102.87,64.4199,24.2682
103.0224,65.5286,24.2729
103.1748,66.9475,24.2767
103.3272,68.4654,24.2805
103.4796,68.2036,24.2843
103.632,68.1877,24.2883
103.7844,67.4215,24.2923
103.9368,67.2297,24.2963
104.0892,67.9222,24.3022
104.2416,67.9241,24.3709
104.394,68.0648,24.4399
104.5464,68.2529,24.528
104.6988,68.3116,24.5247
104.8512,68.7985,24.5214
105.0036,69.1201,24.5181
105.156,69.8131,24.5148
105.3084,69.9438,24.5112
105.4608,69.7388,24.5075
105.6132,69.8714,24.5037
105.7656,68.7858,24.5
105.918,69.219,24.4986
106.0704,67.3829,24.4986
106.2228,67.3636,24.4986
106.3752,69.1837,24.4986
106.5276,68.9698,24.5076
106.68,69.1077,24.5185
106.8324,69.12,24.5294
106.9848,68.8034,24.5403
107.1372,69.4027,24.5444
107.2896,69.8525,24.5444
107.442,70.1904,24.5444
107.5944,71.6509,24.5444
107.7468,70.7936,24.5503
107.8992,71.4906,24.5614
108.0516,72.9663,24.5726
108.204,71.5065,24.5837
108.3564,71.1507,24.5902
108.5088,71.5241,24.5902
108.6612,71.1033,24.5902
108.8136,70.7337,24.5902
108.966,70.7276,24.5999
109.1184,70.1135,24.6156
109.2708,70.0395,24.6313
109.4232,70.4158,24.647
109.5756,70.976,24.6539
109.728,71.5677,24.6575
109.8804,71.2486,24.6612
110.0328,73.1081,24.6648
110.1852,74.0734,24.6728
110.3376,73.2535,24.6845
110.49,73.0113,24.6962
110.6424,70.8185,24.7078
110.7948,68.4617,24.7147
110.9472,68.0158,24.7186
111.0996,69.0416,24.7225
111.252,68.2036,24.7265
111.4044,68.9923,24.7355
111.5568,68.7268,24.7464
111.7092,68.0358,24.7573
111.8616,68.5808,24.7682
112.014,71.0888,24.7753
112.1664,71.5657,24.779
112.3188,70.5141,24.7827
112.4712,71.4893,24.7864
112.6236,69.8637,24.7902
112.776,70.2856,24.794
112.9284,71.1961,24.7978
113.0808,72.0284,24.8016
113.2332,70.5131,24.8088
113.3856,69.4628,24.8205
113.538,68.9639,24.8323
113.6904,67.4518,24.8441
113.8428,68.8041,24.8585
113.9952,70.4544,24.8864
114.1476,70.4929,24.9211
114.3,70.5535,24.9558
114.4524,69.5194,24.9904
114.6048,68.436,25.0174
114.7572,69.1215,25.0174
114.9096,71.1538,25.0174
115.062,72.9329,25.0174
115.2144,72.7751,25.0174
115.3668,71.9049,25.0174
115.5192,69.9081,25.0174
115.6716,68.0486,25.0174
115.824,68.9037,25.0174
115.9764,70.1164,25.0244
116.1288,71.1283,25.0321
116.2812,70.8623,25.0397
116.4336,71.5657,25.0473
116.586,70.3576,25.0479
116.7384,67.2682,25.0479
116.8908,67.1221,25.0479
117.0432,67.2551,25.0479
117.1956,67.0085,25.0512
117.348,70.2332,25.0588
117.5004,72.8667,25.0664
117.6528,71.6231,25.0741
117.8052,71.6826,25.0819
117.9576,70.4754,25.0902
118.11,71.75,25.0984
118.2624,71.8217,25.1066
118.4148,71.994,25.1176
118.5672,71.9132,25.1296
118.7196,70.5429,25.1416
118.872,69.7759,25.1536
119.0244,70.2609,25.1615
119.1768,69.5778,25.169
119.3292,69.067,25.1765
119.4816,70.3241,25.1839
119.634,71.2909,25.2229
119.7864,71.6459,25.2467
119.9388,69.9411,25.2658
120.0912,68.9712,25.2786
120.2436,68.1143,25.2829
120.396,68.6481,25.2871
120.5484,70.133,25.2913
120.7008,71.2219,25.2991
120.8532,69.4294,25.3075
121.0056,69.2589,25.316
121.158,67.4904,25.3245
121.3104,66.3315,25.333
121.4628,68.8488,25.3414
121.6152,68.5052,25.3499
121.7676,68.933,25.3606
121.92,68.9825,25.3727
122.0724,70.6732,25.3847
122.2248,70.2194,25.3968
122.3772,68.6737,25.3989
122.5296,69.5329,25.3989
122.682,68.9979,25.4086
122.8344,68.7469,25.4315
122.9868,70.3478,25.4656
123.1392,69.6181,25.5152
123.2916,68.3162,25.5648
123.444,68.4514,25.6144
123.5964,67.9108,25.6404
123.7488,67.5224,25.6341
123.9012,66.6573,25.6278
124.0536,67.5034,25.6278
124.206,68.5423,25.6278
124.3584,69.3312,25.636
124.5108,70.4671,25.6486
124.6632,70.3015,25.6614
124.8156,68.9939,25.6753
124.968,68.3123,25.6893
125.1204,68.4729,25.7101
125.2728,68.9592,25.7309
125.4252,68.4764,25.7346
125.5776,68.4486,25.7346
125.73,69.5639,25.7346
125.8824,69.062,25.7346
126.0348,69.8681,25.7346
126.1872,68.9175,25.7346
126.3396,68.2652,25.7403
126.492,68.0105,25.7539
126.6444,67.8937,25.7674
126.7968,69.5186,25.7808
126.9492,69.301,25.7903
127.1016,69.8604,25.7997
127.254,69.4228,25.8092
127.4064,68.92,25.822
127.5588,68.3165,25.8354
127.7112,67.5784,25.8489
127.8636,69.3368,25.8567
128.016,68.782,25.8567
128.1684,69.6828,25.8567
128.3208,70.2629,25.8567
128.4732,68.7533,25.8706
128.6256,68.8007,25.8876
128.778,69.4581,25.9045
128.9304,70.3505,25.9186
129.0828,70.9973,25.9229
129.2352,70.6965,25.9271
129.3876,68.9113,25.9314
129.54,67.5995,25.9413
129.6924,66.3277,25.9548
129.8448,65.949,25.9683
129.9972,67.4605,25.9777
130.1496,67.775,25.9733
130.302,68.555,25.9688
130.4544,68.5042,25.9644
130.6068,68.265,25.9702
130.7592,69.0763,25.9788
130.9116,69.4033,25.9873
131.064,69.4445,25.994
131.2164,69.0902,25.994
131.3688,68.0243,25.994
131.5212,67.2084,25.994
131.6736,65.6103,26.0015
131.826,63.5992,26.0128
131.9784,62.0791,26.0241
132.1308,61.3643,26.0355
132.2832,62.3767,26.0453
132.4356,63.1008,26.0542
132.588,64.1448,26.0631
132.7404,64.2592,26.0815
132.8928,64.1418,26.1421
133.0452,62.8454,26.1733
133.1976,62.9543,26.1643
133.35,62.6911,26.1553
133.5024,62.6051,26.1465
133.6548,63.5616,26.1417
133.8072,62.5041,26.1369
133.9596,60.9084,26.1322
134.112,60.0973,26.1386
134.2644,61.4717,26.1474
134.4168,62.3933,26.1561
134.5692,63.316,26.1634
134.7216,64.6054,26.1677
134.874,63.0661,26.172
135.0264,62.1493,26.1763
135.1788,62.5649,26.1771
135.3312,63.7091,26.1771
135.4836,64.7009,26.1771
135.636,65.3403,26.1789
135.7884,64.4016,26.1833
135.9408,64.5912,26.1877
136.0932,64.3774,26.1921
136.2456,64.4953,26.1924
136.398,63.984,26.1924
136.5504,62.1211,26.1924
136.7028,60.8669,26.1941
136.8552,60.1641,26.1983
137.0076,60.5192,26.2024
137.16,60.1623,26.2066
137.3124,62.7711,26.2143
137.4648,64.0045,26.2232
137.6172,65.2493,26.2322
137.7696,65.3449,26.2411
137.922,61.9068,26.25
138.0744,61.3009,26.2507
138.2268,59.6955,26.2465
138.3792,59.2012,26.2423
138.5316,60.8515,26.2383
138.684,62.1182,26.2465
138.8364,62.8569,26.2547
138.9888,63.1919,26.2628
139.1412,63.5886,26.271
139.2936,62.9347,26.2792
139.446,63.017,26.2839
139.5984,63.3487,26.2839
139.7508,66.915,26.2839
139.9032,68.7482,26.2839
140.0556,70.054,26.2839
140.208,71.8469,26.2839
140.3604,72.8496,26.2862
140.5128,75.0426,26.289
140.6652,77.61,26.2918
140.8176,76.9437,26.2946
140.97,76.511,26.2974
141.1224,75.3975,26.3002
141.2748,74.3323,26.3033
141.4272,74.2639,26.3063
141.5796,73.4921,26.3094
141.732,72.936,26.3124
141.8844,70.9895,26.3214
142.0368,71.5213,26.3415
142.1892,71.6388,26.3616
142.3416,72.6474,26.3817
142.494,74.6812,26.4003
142.6464,75.1178,26.4176
142.7988,76.1415,26.4349
142.9512,76.9965,26.4522
143.1036,76.8078,26.4674
143.256,77.1531,26.4702
143.4084,75.488,26.4729
143.5608,75.4712,26.4757
143.7132,75.0889,26.4785
143.8656,73.3142,26.4812
144.018,74.1084,26.4857
144.1704,75.0597,26.4913
144.3228,74.3737,26.4969
144.4752,74.4054,26.5025
144.6276,74.8219,26.5081
144.78,74.9596,26.5132
144.9324,74.9715,26.5156
145.0848,75.6762,26.518
145.2372,76.4938,26.5204
145.3896,77.2865,26.5228
145.542,75.2145,26.5252
145.6944,74.8354,26.5276
145.8468,73.8621,26.5297
145.9992,72.6164,26.5317
146.1516,74.0395,26.5337
146.304,77.0779,26.5356
146.4564,76.1233,26.5376
146.6088,75.4288,26.5396
146.7612,75.2853,26.5416
146.9136,73.6308,26.5441
147.066,73.6919,26.5494
147.2184,77.0644,26.5547
147.3708,77.3042,26.5601
147.5232,76.7621,26.5654
147.6756,75.5209,26.5708
147.828,73.2275,26.5752
147.9804,72.6626,26.5785
148.1328,72.6068,26.5819
148.2852,71.9204,26.5852
148.4376,72.5726,26.5885
148.59,71.3094,26.5891
148.7424,70.4662,26.5891
148.8948,70.63,26.5891
149.0472,69.5652,26.5891
149.1996,69.7559,26.6017
149.352,69.7894,26.6169
149.5044,68.9394,26.6322
149.6568,70.2212,26.6474
149.8092,72.0274,26.647
149.9616,71.5743,26.6432
150.114,72.1014,26.6393
150.2664,71.2074,26.6355
150.4188,67.4292,26.6443
150.5712,64.4694,26.6557
150.7236,63.7061,26.6672
150.876,64.4262,26.6786
151.0284,66.016,26.6806
151.1808,66.9894,26.6806
151.3332,67.7768,26.6806
151.4856,67.7481,26.6843
151.638,68.2099,26.7004
151.7904,70.1753,26.8418
151.9428,69.2119,26.9467
152.0952,68.9016,26.9305
152.2476,69.8636,26.9248
152.4,70.3946,26.9751
152.5524,70.2347,26.9748
152.7048,71.5646,26.9858
152.8572,70.8946,27.0011
153.0096,70.1923,27.0163
153.162,70.8646,27.0038
153.3144,72.9901,27.0168
153.4668,74.787,27.0282
153.6192,75.0707,27.0249
153.7716,75.3432,27.0469
153.924,71.9416,27.0364
154.0764,70.9512,27.0629
154.2288,69.5564,27.0907
154.3812,69.6458,27.0705
154.5336,70.2743,27.0926
154.686,69.9504,27.0857
154.8384,69.1973,27.0707
154.9908,66.6296,27.0926
155.1432,64.625,27.1022
155.2956,66.2167,27.127
155.448,67.0337,27.1384
155.6004,67.4239,27.1374
155.7528,70.1879,27.1537
155.9052,69.6433,27.1411
156.0576,69.608,27.1384
156.21,70.4067,27.1507
156.3624,71.0189,27.1384
156.5148,70.979,27.1709
156.6672,71.0738,27.167
156.8196,71.5113,27.1834
156.972,70.8666,27.1546
157.1244,72.2114,27.1876
157.2768,73.3353,27.1541
157.4292,73.7096,27.2004
157.5816,73.5484,27.1989
157.734,74.2132,27.186
157.8864,72.4973,27.1939
158.0388,71.4104,27.1994
158.1912,71.3695,27.1961
158.3436,70.8563,27.2299
158.496,69.682,27.2462
158.6484,69.0044,27.2497
158.8008,68.4456,27.2494
158.9532,69.2398,27.2552
159.1056,70.2627,27.2609
159.258,71.6602,27.2667
159.4104,72.6141,27.2724
159.5628,73.5701,27.2719
159.7152,73.2186,27.2628
159.8676,72.7682,27.2538
160.02,71.8468,27.2448
160.1724,71.5287,27.2357
160.3248,71.0988,27.2288
160.4772,70.5282,27.2256
160.6296,68.8529,27.2223
160.782,68.8235,27.2191
160.9344,68.8554,27.2159
161.0868,70.7489,27.4184
161.2392,71.8358,27.3828
161.3916,73.5301,27.3905
161.544,74.7504,27.3973
161.6964,72.9873,27.3886
161.8488,73.4012,27.3979
162.0012,74.5848,27.4116
162.1536,74.3149,27.3907
162.306,74.4521,27.4153
162.4584,73.2314,27.4431
162.6108,72.3172,27.4265
162.7632,70.6631,27.4131
162.9156,68.9198,27.4252
163.068,67.1768,27.4247
163.2204,65.2036,27.4382
163.3728,65.2817,27.4298
163.5252,65.0701,27.4283
163.6776,65.9775,27.4205
163.83,66.7866,27.4444
163.9824,66.8829,27.4546
164.1348,67.4374,27.4264
164.2872,69.5013,27.4082
164.4396,69.8533,27.4124
164.592,70.7735,27.4463
164.7444,70.3933,27.4318
164.8968,69.9056,27.4621
165.0492,70.7639,27.4721
165.2016,71.1262,27.4636
165.354,70.3547,27.4588
165.5064,70.2408,27.4588
165.6588,67.8123,27.5038
165.8112,67.5839,27.4893
165.9636,67.8286,27.4752
166.116,67.6884,27.4741
166.2684,68.16,27.4807
166.4208,67.6154,27.4982
166.5732,66.3295,27.5189
166.7256,66.3766,27.5113
166.878,65.8633,27.5089
167.0304,66.5363,27.5247
167.1828,67.3245,27.5323
167.3352,67.2746,27.5621
167.4876,66.7982,27.5494
167.64,67.3143,27.5449
167.7924,67.7844,27.5404
167.9448,69.0698,27.5359
168.0972,69.9825,27.5314
168.2496,70.48,27.5269
168.402,67.3143,27.5224
168.5544,65.0634,27.5251
168.7068,64.8026,27.5372
168.8592,65.3528,27.5492
169.0116,66.4586,27.5613
169.164,67.0163,27.5631
169.3164,67.9156,27.5591
169.4688,70.8737,27.5551
169.6212,71.9579,27.551
169.7736,74.0621,27.5433
169.926,74.1453,27.5348
170.0784,71.9311,27.5263
170.2308,71.939,27.5231
170.3832,71.7793,27.5365
170.5356,70.5271,27.55
170.688,70.8131,27.5635
170.8404,71.4865,27.7822
170.9928,71.1582,27.764
171.1452,70.0375,27.7738
171.2976,69.7342,27.7737
171.45,70.1304,27.765
171.6024,69.5981,27.7823
171.7548,71.2448,27.7788
171.9072,71.32,27.7666
172.0596,70.9055,27.7775
172.212,71.0804,27.7793
172.3644,70.3511,27.7793
172.5168,71.3943,27.8065
172.6692,71.6579,27.8158
172.8216,69.7692,27.7982
172.974,69.2969,27.8066
173.1264,70.1024,27.8029
173.2788,69.6358,27.8069
173.4312,72.002,27.816
173.5836,73.5606,27.8102
173.736,73.3129,27.8204
173.8884,74.5635,27.8326
174.0408,73.8103,27.8417
174.1932,73.2922,27.8463
174.3456,73.4801,27.8403
174.498,71.7953,27.8517
174.6504,70.4623,27.8708
174.8028,69.2315,27.8866
174.9552,69.3449,27.8968
175.1076,71.4137,27.8747
175.26,72.2476,27.9066
175.4124,74.1899,27.8717
175.5648,75.1339,27.9055
175.7172,71.1929,27.9013
175.8696,66.5198,27.9159
176.022,65.2492,27.9018
176.1744,62.8783,27.912
176.3268,61.7042,27.9297
176.4792,63.5937,27.9392
176.6316,66.5178,27.9393
176.784,68.4205,27.9471
176.9364,69.9616,27.9471
177.0888,71.1057,27.9471
177.2412,72.4908,27.9457
177.3936,69.798,27.9551
177.546,67.6237,27.9624
177.6984,65.6423,27.9767
177.8508,63.1439,27.9923
178.0032,62.6722,27.9899
