DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,HVOL,AVOL,BIT
1734.7,50.086714,2475.585938,108.250182,0.275087,8.676101,0.034701,2.466675,3.217474,87.717985,-138.748767,4.81986,5.440318,5.453643,5.462545,5.473695,5.493824,5.507287,5.575178,0.134719,0.047038,8.5
1734.8,50.090963,2476.909023,111.463286,0.277184,8.677459,0.033886,2.465367,3.214973,88.316862,-138.774162,4.829685,5.216391,5.219717,5.221936,5.224715,5.229724,5.233071,5.249959,0.134769,0.047087,8.5
1734.9,50.076279,2486.013461,116.630899,0.278822,8.679291,0.033606,2.466374,3.204031,88.638339,-138.729728,4.784179,5.198431,5.189623,5.183763,5.176448,5.163317,5.154586,5.110459,0.134821,0.04714,8.5
1735.0,50.083495,2490.89663,120.129533,0.281855,8.680841,0.031925,2.46586,3.195542,88.73955,-138.688242,4.752151,5.362326,5.339279,5.323971,5.3049,5.270749,5.248108,5.133643,0.134784,0.047102,8.5
1735.1,50.060195,2495.117188,121.499426,0.285466,8.67686,0.029695,2.466065,3.207988,88.685463,-138.622199,4.662154,5.544569,5.509459,5.486176,5.457211,5.40546,5.371234,5.198167,0.134201,0.046519,8.5
1735.2,50.082753,2494.454221,120.715727,0.291516,8.643227,0.027717,2.467308,3.241561,88.547266,-138.600054,4.431729,5.675263,5.634543,5.607559,5.574009,5.514127,5.474562,5.274372,0.132193,0.044511,8.5
1735.3,50.099343,2490.234375,118.111547,0.299957,8.546543,0.027806,2.472218,3.286237,88.309085,-138.583814,4.074744,5.689523,5.64897,5.622096,5.588683,5.529039,5.489631,5.290006,0.128372,0.04069,8.5
1735.4,50.099296,2490.898053,114.859585,0.308876,8.392666,0.02842,2.475197,3.327725,87.98483,-138.63613,3.671076,5.55457,5.514705,5.488289,5.455447,5.396827,5.358098,5.161634,0.123774,0.036093,8.5
1735.5,50.095277,2493.125085,112.314343,0.313148,8.240549,0.0298,2.476352,3.356076,87.540559,-138.674318,3.311792,5.548304,5.500941,5.469593,5.430661,5.361288,5.315538,5.08341,0.120149,0.032467,8.5
1735.6,50.097139,2481.13314,112.299242,0.312263,8.147567,0.031271,2.475095,3.356055,86.987827,-138.718887,3.066214,5.651923,5.589702,5.548603,5.497656,5.407132,5.347616,5.046049,0.118435,0.030754,8.5
1735.7,50.133533,2485.351563,111.901548,0.306205,8.123434,0.032805,2.474642,3.329114,86.257746,-138.733438,2.982549,6.039584,5.962942,5.912388,5.849798,5.738802,5.665977,5.297344,0.118454,0.030773,8.5
1735.8,50.132497,2484.686461,111.44798,0.29741,8.148861,0.032984,2.474217,3.300271,85.438841,-138.723481,3.062471,6.422967,6.343871,6.291685,6.227059,6.11241,6.03716,5.656446,0.119792,0.03211,8.5
1735.9,50.142826,2479.803292,109.989399,0.286417,8.21492,0.031945,2.474048,3.277101,84.643544,-138.712403,3.227252,6.677743,6.614114,6.572037,6.519823,6.426899,6.3657,6.05572,0.122234,0.034553,8.5
1736.0,50.127489,2476.917565,108.097203,0.277066,8.314728,0.031022,2.475207,3.253071,84.076696,-138.730537,3.396274,6.944274,6.902244,6.87437,6.839692,6.777728,6.736742,6.52916,0.125499,0.037818,8.5
1736.1,50.093253,2485.351563,106.038814,0.269746,8.434159,0.030064,2.474848,3.223322,83.852141,-138.758762,3.508501,6.676106,6.656732,6.643848,6.62778,6.598957,6.579813,6.482796,0.128967,0.041286,8.5
1736.2,50.13473,2484.018511,104.018384,0.265905,8.544656,0.029104,2.471335,3.194743,84.031574,-138.740642,3.610185,6.295855,6.284944,6.27768,6.268612,6.252323,6.241487,6.186623,0.13177,0.044088,8.5
1736.3,50.102156,2475.585938,103.586976,0.263872,8.617806,0.029015,2.466026,3.169726,84.545089,-138.759878,3.704839,6.014078,5.999892,5.990455,5.978681,5.957549,5.943506,5.872436,0.133376,0.045695,8.5
1736.4,50.095497,2476.253175,104.407201,0.26652,8.649017,0.030826,2.462525,3.149168,85.293695,-138.76346,3.846788,5.751061,5.72718,5.711314,5.691545,5.656137,5.632656,5.513902,0.133888,0.046206,8.5
1736.5,50.131723,2480.46875,107.282143,0.272491,8.650924,0.033201,2.459861,3.133325,86.115857,-138.747546,4.017876,5.566551,5.534672,5.513522,5.487197,5.440132,5.408981,5.25135,0.133917,0.046236,8.5
1736.6,50.08003,2481.804649,109.456952,0.280039,8.650908,0.034625,2.456411,3.128683,86.89709,-138.716695,4.236511,5.518713,5.480361,5.454942,5.423334,5.366903,5.32961,5.140723,0.133947,0.046265,8.5
1736.7,50.138292,2490.234375,112.574432,0.285191,8.652833,0.035736,2.455388,3.137894,87.553413,-138.73855,4.41997,5.559082,5.513411,5.483173,5.445609,5.378644,5.334459,5.110539,0.134044,0.046362,8.5
1736.8,50.096854,2490.903036,114.228444,0.287822,8.657158,0.035029,2.453909,3.147389,88.068299,-138.735883,4.543709,5.482662,5.429982,5.395146,5.351916,5.274979,5.224307,4.967267,0.134159,0.046478,8.5
1736.9,50.12155,2494.44817,117.485306,0.288489,8.660303,0.032326,2.451689,3.157548,88.433323,-138.689298,4.596896,5.461562,5.398273,5.356489,5.304714,5.212777,5.152373,4.846454,0.134223,0.046541,8.5
1737.0,50.103866,2486.88751,118.938067,0.287785,8.661266,0.028279,2.448285,3.160765,88.679037,-138.706154,4.627487,5.467787,5.401004,5.356935,5.302355,5.205509,5.14193,4.819919,0.134224,0.046542,8.5
1737.1,50.188021,2465.820313,120.736242,0.286939,8.660353,0.026295,2.449263,3.17776,88.849427,-138.681972,4.648542,5.471045,5.408876,5.367826,5.316953,5.226603,5.167228,4.866695,0.134141,0.046459,8.5
1737.2,50.153321,2468.500652,120.033653,0.287343,8.655903,0.026029,2.450968,3.204487,88.99668,-138.686742,4.639157,5.555086,5.506382,5.474152,5.434134,5.362845,5.315845,5.077667,0.133778,0.046096,8.5
1737.3,50.079174,2486.022003,119.014901,0.288652,8.63691,0.028431,2.455255,3.231069,89.163235,-138.636294,4.57712,5.472474,5.439257,5.417227,5.389818,5.34084,5.308441,5.144372,0.132739,0.045057,8.5
1737.4,50.149019,2489.563578,115.671939,0.288807,8.588556,0.032535,2.461403,3.257598,89.328718,-138.641076,4.427962,5.402087,5.382677,5.369776,5.353694,5.324868,5.305737,5.208783,0.130999,0.043317,8.5
1737.5,50.120303,2484.68041,113.306897,0.288434,8.523624,0.037839,2.47181,3.284304,89.416708,-138.593555,4.215899,5.484024,5.467973,5.457298,5.443985,5.420104,5.404243,5.323861,0.129437,0.041756,8.5
1737.6,50.138556,2480.46875,111.293158,0.288904,8.48632,0.040486,2.480081,3.301683,89.293591,-138.625914,4.057241,5.546143,5.522432,5.506684,5.487065,5.451936,5.428648,5.310622,0.12917,0.041488,8.5
1737.7,50.128814,2480.46875,111.2097,0.290753,8.506055,0.040181,2.487145,3.312572,88.884345,-138.645406,4.015458,5.395697,5.356698,5.330859,5.29874,5.241425,5.203568,5.011756,0.130318,0.042636,8.5
1737.8,50.102725,2481.140971,110.592016,0.293127,8.561588,0.035401,2.487644,3.331651,88.194554,-138.743887,4.135916,5.387168,5.330913,5.293739,5.247638,5.165676,5.111752,4.83851,0.131862,0.04418,8.5
1737.9,50.133375,2485.351563,109.498125,0.295579,8.606917,0.029271,2.485864,3.361213,87.353532,-138.819684,4.385738,5.675856,5.601854,5.553056,5.492659,5.385597,5.315387,4.959575,0.132811,0.045129,8.5
1738.0,50.172655,2486.697427,108.405203,0.298309,8.623284,0.022623,2.478905,3.395287,86.582067,-138.938024,4.731168,6.126916,6.037877,5.979237,5.906738,5.778447,5.694472,5.268964,0.132998,0.045317,8.5
1738.1,50.137269,2495.117188,107.389088,0.301639,8.619083,0.019395,2.472981,3.418373,86.096238,-138.975077,5.025609,6.3316,6.239595,6.179002,6.104089,5.971525,5.884754,5.444634,0.13275,0.045069,8.5
1738.2,50.163936,2494.443543,107.063469,0.306269,8.607195,0.02028,2.4684,3.421748,86.011544,-138.993033,5.17867,6.198095,6.111788,6.05492,5.984579,5.860018,5.778422,5.36447,0.132372,0.044691,8.5
1738.3,50.158903,2489.560375,106.86184,0.310606,8.594543,0.025893,2.469063,3.407776,86.299329,-138.990823,5.1586,5.897793,5.821111,5.770544,5.707954,5.596996,5.524226,5.154827,0.132047,0.044365,8.5
1738.4,50.133826,2485.351563,107.98818,0.313522,8.586027,0.032563,2.470558,3.359424,86.855725,-138.99051,5.065717,5.744517,5.67302,5.625851,5.567441,5.463829,5.395828,5.051019,0.131889,0.044207,8.5
1738.5,50.169701,2486.026274,107.974934,0.312998,8.584262,0.03793,2.472002,3.308579,87.539212,-138.970035,4.951386,5.936719,5.868833,5.824007,5.768457,5.669798,5.604964,5.275983,0.131981,0.044299,8.5
1738.6,50.153518,2489.559307,108.052214,0.311428,8.592034,0.041206,2.47359,3.257586,88.204628,-138.955243,4.856859,6.027299,5.962203,5.919198,5.865878,5.771111,5.708787,5.392878,0.132367,0.044686,8.5
1738.7,50.161061,2486.70241,107.730205,0.308374,8.609376,0.043284,2.477429,3.233254,88.757184,-138.941812,4.808205,5.812388,5.75573,5.718266,5.671778,5.589051,5.534571,5.258125,0.132952,0.045271,8.5
1738.8,50.163264,2494.441408,108.52845,0.306611,8.630006,0.043475,2.480189,3.225088,89.123034,-138.921746,4.78733,5.601434,5.548286,5.513135,5.469509,5.39185,5.340691,5.081271,0.133506,0.045824,8.5
1738.9,50.102917,2490.910511,109.582169,0.305545,8.645223,0.043106,2.483546,3.241981,89.30228,-138.905351,4.786896,5.524229,5.471668,5.436905,5.393764,5.316972,5.266387,5.009625,0.133832,0.04615,8.5
1739.0,50.151084,2495.117188,111.344865,0.307414,8.651092,0.041872,2.48505,3.263261,89.292098,-138.865248,4.801193,5.58836,5.528612,5.489136,5.440187,5.353178,5.295946,5.005821,0.133902,0.046221,8.5
1739.1,50.166895,2494.44034,113.579821,0.309384,8.649779,0.040874,2.487073,3.287638,89.161395,-138.847647,4.825094,5.619287,5.554274,5.511351,5.458163,5.363716,5.301662,4.986973,0.133767,0.046085,8.5
1739.2,50.165733,2493.620392,115.643901,0.312432,8.642336,0.03764,2.482947,3.306888,88.966216,-138.876237,4.843188,5.646119,5.576852,5.531146,5.47454,5.374106,5.308175,4.974098,0.133299,0.045617,8.5
1739.3,50.180849,2510.583081,116.732203,0.316523,8.619481,0.034441,2.477475,3.320383,88.811352,-138.9247,4.842314,5.605718,5.538964,5.494905,5.440322,5.343438,5.27981,4.957267,0.132194,0.044512,8.5
1739.4,50.16896,2486.029478,116.101435,0.324203,8.570596,0.030968,2.4669,3.346066,88.73815,-138.934262,4.825189,5.510595,5.450395,5.410629,5.36133,5.273723,5.216118,4.924204,0.130491,0.042809,8.5
1739.5,50.167013,2489.556104,114.142932,0.332252,8.508351,0.030482,2.456997,3.36872,88.753843,-138.95109,4.799011,5.368019,5.318262,5.285348,5.244493,5.171751,5.123819,4.880808,0.128793,0.041111,8.5
1739.6,50.195477,2486.03019,111.561323,0.337737,8.459164,0.032119,2.44602,3.398915,88.809627,-138.991248,4.774367,5.268861,5.227777,5.200566,5.166752,5.106441,5.066626,4.86478,0.127708,0.040027,8.5
1739.7,50.201515,2490.234375,109.544531,0.338142,8.43681,0.035459,2.437562,3.41461,88.868613,-138.990566,4.75935,5.342178,5.305398,5.281019,5.250703,5.196573,5.160796,4.979533,0.127268,0.039586,8.5
1739.8,50.203345,2490.234375,109.020419,0.333457,8.429997,0.038168,2.430971,3.427484,88.902866,-138.944993,4.767747,5.459312,5.424834,5.401969,5.373524,5.3227,5.289085,5.118807,0.127053,0.039371,8.5
1739.9,50.199034,2490.234375,109.15441,0.32473,8.422562,0.039657,2.427381,3.428379,88.882906,-138.877664,4.802113,5.68441,5.649744,5.62675,5.59814,5.547008,5.513179,5.34189,0.126811,0.039129,8.5
1740.0,50.169196,2488.874273,109.025189,0.313906,8.41395,0.041487,2.430678,3.422107,88.77362,-138.786401,4.842737,5.847029,5.812095,5.788921,5.760085,5.708542,5.674436,5.501861,0.126576,0.038894,8.5
1740.1,50.155248,2483.190377,108.49345,0.304711,8.406933,0.043941,2.439323,3.411392,88.583853,-138.674244,4.833721,5.943352,5.911259,5.889961,5.863446,5.81602,5.784617,5.62572,0.126412,0.03873,8.5
1740.2,50.141241,2498.638475,108.106768,0.297507,8.403057,0.048204,2.452177,3.410789,88.330297,-138.548913,4.707217,5.833559,5.806941,5.789264,5.767244,5.727819,5.701687,5.569457,0.126344,0.038663,8.5
1740.3,50.146575,2490.915494,107.437156,0.29349,8.402437,0.054116,2.464395,3.426018,88.029994,-138.449494,4.544999,5.637484,5.616233,5.602111,5.584507,5.552961,5.53203,5.426134,0.126407,0.038725,8.5
1740.4,50.181097,2495.117188,106.468958,0.292077,8.407216,0.061713,2.475034,3.439645,87.683477,-138.41806,4.418495,5.572882,5.554942,5.543013,5.52814,5.501467,5.483757,5.394186,0.126696,0.039014,8.5
1740.5,50.139353,2495.117188,106.064567,0.295224,8.421629,0.069977,2.484956,3.451239,87.354471,-138.425288,4.397751,5.75146,5.734769,5.723668,5.709823,5.684985,5.668487,5.585004,0.127328,0.039646,8.5
1740.6,50.193627,2496.48156,105.362025,0.299208,8.449141,0.076032,2.491491,3.455752,87.09634,-138.474495,4.461762,6.026079,6.005909,5.992499,5.97578,5.945804,5.925905,5.825213,0.12834,0.040659,8.5
1740.7,50.185416,2504.882813,104.498064,0.302733,8.48855,0.078785,2.495222,3.453976,86.953928,-138.501594,4.622147,6.077368,6.050777,6.033115,6.011109,5.971703,5.945577,5.813409,0.129564,0.041883,8.5
1740.8,50.147965,2504.882813,103.587744,0.304033,8.52972,0.07695,2.494414,3.431124,86.947171,-138.486437,4.80193,5.802069,5.771109,5.75056,5.724978,5.679218,5.648915,5.495525,0.130656,0.042975,8.5
1740.9,50.162841,2504.882813,104.264921,0.305263,8.560148,0.07178,2.49221,3.401055,87.145907,-138.45338,4.913543,5.514099,5.478772,5.455346,5.426206,5.374147,5.339719,5.165384,0.131327,0.043645,8.5
1741.0,50.14344,2504.882813,105.889072,0.306417,8.573531,0.063043,2.485435,3.372557,87.598343,-138.419089,4.902459,5.456758,5.415734,5.388556,5.354777,5.294507,5.254706,5.053106,0.131494,0.043813,8.5
1741.1,50.159642,2504.882813,108.122503,0.308893,8.571062,0.054003,2.478429,3.350798,88.258147,-138.366794,4.835379,5.508854,5.461848,5.430735,5.392091,5.323226,5.277804,5.04776,0.131275,0.043593,8.5
1741.2,50.18791,2503.514168,110.349317,0.312659,8.559231,0.046359,2.4715,3.325874,89.03561,-138.347659,4.769751,5.482507,5.432911,5.400097,5.359358,5.286801,5.238977,4.996534,0.130884,0.043202,8.5
1741.3,50.171046,2495.801865,113.319616,0.31755,8.54551,0.041865,2.466818,3.299588,89.788767,-138.323719,4.706709,5.338766,5.286829,5.252486,5.20987,5.134031,5.084087,4.830973,0.130533,0.042851,8.5
1741.4,50.166688,2499.314966,116.696911,0.321085,8.536301,0.040009,2.462773,3.278457,90.418654,-138.301988,4.645685,5.149214,5.097141,5.062719,5.020018,4.944062,4.894063,4.640749,0.130362,0.04268,8.5
1741.5,50.206044,2493.746408,119.875218,0.321722,8.5343,0.040522,2.460371,3.272263,90.860373,-138.275498,4.576468,5.034879,4.985289,4.952501,4.91182,4.839434,4.791771,4.550284,0.130389,0.042708,8.5
1741.6,50.17474,2485.351563,122.015315,0.320628,8.538108,0.041683,2.457198,3.289421,91.140288,-138.229513,4.513974,5.189208,5.14237,5.111381,5.072907,5.004383,4.959216,4.730359,0.130628,0.042947,8.5
1741.7,50.179583,2486.037664,122.451127,0.321123,8.549927,0.044294,2.45608,3.335374,91.34653,-138.15495,4.45688,5.398593,5.355736,5.327354,5.292089,5.229201,5.187693,4.977456,0.131111,0.043429,8.5
1741.8,50.181329,2490.234375,120.31207,0.326405,8.56963,0.047894,2.455304,3.377758,91.494009,-138.153517,4.414307,5.551309,5.514755,5.490521,5.460379,5.406542,5.370948,5.190698,0.131731,0.04405,8.5
1741.9,50.175199,2490.921188,117.064886,0.334406,8.590395,0.053566,2.458606,3.397274,91.563976,-138.202197,4.396484,5.399135,5.370758,5.351923,5.328472,5.286519,5.258734,5.117898,0.132275,0.044593,8.5
1742.0,50.204989,2495.117188,113.71369,0.342936,8.604991,0.059134,2.463071,3.401211,91.399585,-138.267449,4.413742,5.234985,5.207677,5.189552,5.166984,5.126611,5.099872,4.964326,0.132621,0.044939,8.5
1742.1,50.188885,2495.117188,112.21919,0.347841,8.612898,0.063516,2.469556,3.40284,90.971921,-138.32998,4.461969,5.133333,5.099603,5.077242,5.04943,4.999758,4.966918,4.80045,0.132873,0.045191,8.5
1742.2,50.188106,2496.49295,112.069085,0.348769,8.62132,0.064818,2.476033,3.409131,90.249091,-138.431455,4.542505,5.31135,5.264443,5.233404,5.194865,5.126215,5.080958,4.851569,0.133169,0.045488,8.5
1742.3,50.229294,2501.441626,112.939692,0.343761,8.632118,0.062331,2.481521,3.408729,89.453172,-138.475061,4.637403,5.738083,5.6742,5.632009,5.579712,5.486803,5.42573,5.116115,0.133488,0.045807,8.5
1742.4,50.155588,2481.157343,113.034389,0.335758,8.64198,0.056726,2.485714,3.419683,88.707059,-138.467242,4.720941,5.947898,5.870205,5.818975,5.755566,5.643167,5.569458,5.195888,0.133722,0.046041,8.5
1742.5,50.188686,2484.662613,112.843026,0.326883,8.647251,0.048567,2.4855,3.417886,88.189959,-138.449405,4.763438,5.825998,5.744654,5.691057,5.624763,5.507375,5.43048,5.040787,0.133816,0.046135,8.5
1742.6,50.196189,2481.84736,111.454614,0.320205,8.648066,0.040879,2.484027,3.395879,87.908828,-138.429018,4.767698,5.576893,5.50105,5.451061,5.389215,5.279656,5.207857,4.843759,0.133797,0.046116,8.5
1742.7,50.186843,2489.544714,110.501888,0.315617,8.646019,0.03264,2.47502,3.337543,87.869247,-138.378548,4.743773,5.431301,5.36279,5.317597,5.261641,5.1624,5.097281,4.766753,0.13371,0.046028,8.5
1742.8,50.209377,2485.351563,109.931743,0.312749,8.642398,0.027837,2.467266,3.279466,88.006344,-138.336356,4.704047,5.382836,5.318115,5.275401,5.222491,5.128585,5.066921,4.75381,0.1336,0.045919,8.5
1742.9,50.236188,2486.041935,110.745916,0.310096,8.638947,0.025224,2.45717,3.232095,88.274956,-138.293329,4.657576,5.497255,5.429728,5.385172,5.329991,5.232087,5.16782,4.841503,0.133515,0.045834,8.5
1743.0,50.17148,2489.543646,112.324532,0.307037,8.636889,0.027151,2.451945,3.207602,88.697137,-138.235421,4.610909,5.748242,5.671899,5.621569,5.559284,5.448908,5.376545,5.009142,0.133479,0.045797,8.5
1743.1,50.245009,2486.733732,113.846704,0.303727,8.636611,0.030806,2.445821,3.198531,89.256612,-138.211958,4.558654,5.661938,5.578163,5.523004,5.454824,5.334216,5.255299,4.854598,0.133507,0.045825,8.5
1743.2,50.216445,2494.425747,114.247482,0.301972,8.638698,0.037427,2.445302,3.185788,89.882762,-138.181007,4.496288,5.489774,5.398544,5.338568,5.264536,5.133858,5.048549,4.615691,0.133625,0.045943,8.5
1743.3,50.195324,2490.234375,114.122825,0.30043,8.644236,0.043704,2.446493,3.178345,90.450985,-138.184932,4.428427,5.288107,5.193575,5.131494,5.054935,4.919997,4.832045,4.386317,0.133814,0.046132,8.5
1743.4,50.253167,2490.926527,113.210628,0.300096,8.650891,0.048323,2.450408,3.160792,90.885423,-138.19449,4.363381,5.157103,5.067763,5.009067,4.936654,4.808944,4.72565,4.303651,0.13399,0.046308,8.5
1743.5,50.254561,2493.732171,112.715827,0.29898,8.655634,0.049104,2.452241,3.163427,91.164958,-138.205804,4.315921,5.274744,5.19683,5.145533,5.08213,4.96998,4.896604,4.524673,0.134114,0.046432,8.5
1743.6,50.240598,2484.658698,112.522427,0.300178,8.658887,0.047443,2.453022,3.16337,91.286581,-138.210165,4.302474,5.344268,5.285455,5.246612,5.198467,5.112934,5.056708,4.771641,0.134245,0.046563,8.5
1743.7,50.201557,2480.46875,113.368937,0.300361,8.664107,0.044044,2.450928,3.197227,91.320925,-138.204941,4.326823,5.255989,5.219385,5.195128,5.164973,5.11115,5.075592,4.89543,0.134424,0.046742,8.5
1743.8,50.195416,2479.775174,113.986978,0.301336,8.670429,0.040291,2.447135,3.228606,91.287175,-138.207967,4.368346,5.063013,5.046707,5.035867,5.022354,4.998126,4.982044,4.900578,0.134574,0.046892,8.5
1743.9,50.197244,2475.585938,114.867312,0.301422,8.67375,0.037104,2.443424,3.267208,91.215048,-138.229274,4.404919,5.039972,5.034869,5.031469,5.027224,5.01959,5.014508,4.988777,0.134541,0.04686,8.5
1744.0,50.210125,2474.89165,114.598167,0.30315,8.668353,0.035591,2.443735,3.274382,91.042095,-138.250603,4.42429,5.118639,5.114586,5.111886,5.108513,5.102449,5.09841,5.077989,0.134185,0.046504,8.5
1744.1,50.222824,2472.092413,113.97578,0.304213,8.650767,0.034956,2.447941,3.278069,90.743307,-138.27234,4.42856,5.105533,5.096429,5.09037,5.082806,5.069221,5.060186,5.014506,0.133548,0.045866,8.5
1744.2,50.271918,2482.553749,112.168123,0.303734,8.627174,0.034589,2.455708,3.270627,90.266343,-138.295394,4.4295,5.151715,5.135044,5.123961,5.110143,5.085369,5.068924,4.985686,0.13289,0.045209,8.5
1744.3,50.258669,2492.335765,110.372542,0.300309,8.608189,0.033124,2.46293,3.276892,89.604579,-138.304973,4.468326,5.14559,5.117308,5.098542,5.075185,5.033421,5.005776,4.865762,0.132476,0.044794,8.5
1744.4,50.176378,2475.585938,107.45135,0.294434,8.600267,0.030963,2.468906,3.29725,88.803397,-138.282355,4.579128,5.396471,5.351889,5.322375,5.285713,5.220363,5.177249,4.95893,0.13236,0.044679,8.5
1744.5,50.219288,2475.585938,104.320614,0.288474,8.600696,0.028265,2.472391,3.346855,87.934047,-138.271059,4.766649,5.549452,5.491334,5.452928,5.405299,5.320617,5.264902,4.982604,0.132416,0.044735,8.5
1744.6,50.188123,2476.978785,102.249036,0.285291,8.603901,0.025371,2.473787,3.381879,87.159813,-138.264535,4.981606,5.914606,5.843685,5.796878,5.738897,5.635989,5.568412,5.225869,0.132529,0.044847,8.5
1744.7,50.220316,2485.351563,102.21331,0.287596,8.608005,0.021675,2.471375,3.393335,86.61929,-138.258003,5.168342,6.319798,6.23873,6.185263,6.119074,6.001713,5.924726,5.534595,0.132642,0.044961,8.5
1744.8,50.249408,2485.351563,103.188712,0.293537,8.611269,0.018845,2.468489,3.368974,86.464631,-138.263231,5.261243,6.443064,6.36215,6.308773,6.242682,6.125461,6.04854,5.658758,0.132717,0.045035,8.5
1744.9,50.243563,2485.351563,104.048427,0.301338,8.612853,0.017984,2.466056,3.342719,86.706655,-138.243223,5.239633,6.338257,6.267123,6.220146,6.161921,6.058492,5.990509,5.645923,0.132744,0.045062,8.5
1745.0,50.251759,2485.351563,105.732284,0.305751,8.613,0.019359,2.464055,3.296998,87.31938,-138.211894,5.116513,5.927904,5.872486,5.835829,5.790331,5.709328,5.655958,5.385251,0.132731,0.04505,8.5
1745.1,50.203844,2485.351563,107.244315,0.305281,8.612054,0.022466,2.462774,3.257015,88.163392,-138.170996,4.948564,5.667915,5.62244,5.592327,5.554913,5.488199,5.444169,5.22101,0.132702,0.04502,8.5
1745.2,50.232581,2484.653003,108.173404,0.299815,8.61107,0.027616,2.465936,3.226992,89.092503,-138.1001,4.783098,5.65507,5.615427,5.589152,5.556482,5.498156,5.459613,5.264175,0.132716,0.045035,8.5
1745.3,50.242418,2481.167665,108.156169,0.296652,8.613017,0.032392,2.46959,3.237377,89.954267,-138.015303,4.654313,5.652612,5.613128,5.58696,5.55442,5.496328,5.457937,5.263307,0.132846,0.045165,8.5
1745.4,50.181687,2485.351563,109.237415,0.298618,8.619487,0.034697,2.469878,3.244654,90.66882,-137.993565,4.565773,5.473284,5.430572,5.402283,5.367131,5.304435,5.263048,5.053179,0.133086,0.045404,8.5
1745.5,50.237562,2485.351563,109.218404,0.30781,8.628547,0.034417,2.467001,3.262409,91.180939,-138.002253,4.504207,5.202819,5.15386,5.121478,5.081288,5.00974,4.962605,4.723687,0.133388,0.045707,8.5
1745.6,50.254665,2481.851649,108.783746,0.31894,8.639083,0.032334,2.461122,3.280746,91.480445,-137.99444,4.403073,5.200803,5.143857,5.106241,5.059607,4.97674,4.922251,4.64604,0.133746,0.046064,8.5
1745.7,50.218959,2460.237161,106.844839,0.330147,8.651653,0.030072,2.453087,3.310867,91.585353,-138.012706,4.172892,5.335144,5.270623,5.228043,5.175301,5.081705,5.020249,4.708785,0.134213,0.046532,8.5
1745.8,50.271,2460.258855,106.398666,0.334448,8.669282,0.029704,2.446608,3.31807,91.560043,-138.030536,3.889269,5.354614,5.288226,5.244425,5.190184,5.093961,5.030805,4.710665,0.134768,0.047086,8.5
1745.9,50.283784,2483.949461,106.855845,0.332543,8.687408,0.032514,2.447037,3.316975,91.442925,-138.037896,3.678646,5.145571,5.084045,5.043437,4.993132,4.903846,4.845211,4.547766,0.13489,0.047208,8.5
1746.0,50.236162,2475.585938,109.084591,0.324593,8.677112,0.036222,2.451237,3.310586,91.29096,-137.999625,3.612364,5.014458,4.956659,4.918496,4.871206,4.787226,4.732046,4.451891,0.133896,0.046215,8.5
1746.1,50.269571,2474.884175,111.597237,0.316465,8.623268,0.038582,2.453165,3.326708,91.101086,-137.978809,3.681973,5.124095,5.062912,5.022531,4.972508,4.883722,4.825415,4.529209,0.131961,0.044279,8.5
1746.2,50.269704,2471.405243,114.031881,0.307793,8.551589,0.040981,2.454197,3.333886,90.906578,-138.011413,3.900208,5.164028,5.093623,5.047223,4.989819,4.88814,4.821514,4.482986,0.13009,0.042408,8.5
1746.3,50.260129,2475.585938,115.15321,0.302223,8.501148,0.044358,2.456211,3.339134,90.674212,-138.018789,4.226437,5.178044,5.092851,5.036841,4.967699,4.845641,4.765949,4.361034,0.129093,0.041412,8.5
1746.4,50.259019,2474.883107,115.368523,0.29999,8.48621,0.047321,2.456278,3.343422,90.438785,-138.016629,4.525507,5.427134,5.318708,5.247635,5.160132,5.0063,4.906311,4.39879,0.128841,0.04116,8.5
1746.5,50.21043,2470.703125,115.558305,0.303431,8.484543,0.049526,2.453906,3.353755,90.181895,-138.015732,4.680113,5.599056,5.469956,5.385547,5.281867,5.100252,4.98266,4.386607,0.128813,0.041131,8.5
1746.6,50.246072,2470.703125,116.629048,0.30948,8.484348,0.052441,2.454359,3.365484,89.948208,-137.984784,4.717271,5.763849,5.623051,5.531102,5.418277,5.220961,5.093426,4.447414,0.12881,0.041129,8.5
1746.7,50.282288,2471.407023,119.015138,0.317925,8.48436,0.05436,2.456121,3.36507,89.718766,-137.914756,4.659125,5.793084,5.656745,5.567642,5.458236,5.2667,5.142763,4.514404,0.128811,0.04113,8.5
1746.8,50.24774,2475.585938,122.000683,0.326738,8.484429,0.053658,2.455857,3.383886,89.508555,-137.842972,4.503495,5.880911,5.756275,5.674659,5.574269,5.398032,5.283655,4.703233,0.128813,0.041132,8.5
1746.9,50.297783,2475.585938,125.575332,0.334121,8.484478,0.051428,2.45283,3.396611,89.286402,-137.762524,4.280387,5.803208,5.697691,5.628418,5.543012,5.392545,5.294516,4.796528,0.128821,0.041139,8.5
1747.0,50.283795,2476.290903,127.745165,0.338113,8.484927,0.05131,2.452117,3.412649,89.07889,-137.705243,4.089536,5.637799,5.550244,5.492632,5.421459,5.295667,5.213434,4.795469,0.128871,0.041189,8.5
1747.1,50.252365,2481.879393,128.020012,0.338746,8.48779,0.053992,2.453863,3.396581,88.885951,-137.719112,3.976595,5.674153,5.594686,5.542327,5.477567,5.362901,5.287793,4.905995,0.129035,0.041354,8.5
