DEPT,GR,ROP
468.4776,71.1983,17.5362
468.63,70.7918,17.6378
468.7824,69.3333,16.5872
468.9348,69.8276,15.5796
469.0872,71.5648,15.7103
469.2396,71.89,15.6667
469.392,72.5859,14.6391
469.5444,73.918,14.4562
469.6968,72.678,14.5259
469.8492,70.0194,15.1242
470.0016,70.899,15.9014
470.154,68.9822,14.8499
470.3064,67.9483,16.0752
470.4588,68.2,16.6247
470.6112,67.2665,15.9193
470.7636,68.1049,16.2589
470.916,67.3999,15.7825
471.0684,66.945,15.0693
471.2208,68.7609,14.8229
471.3732,68.4821,15.3721
471.5256,68.8292,15.6916
471.678,68.6424,16.3437
471.8304,71.5,16.3437
471.9828,71.6854,16.3024
472.1352,72.0904,15.1703
472.2876,73.0494,14.5607
472.44,72.1241,14.3835
472.5924,71.7014,13.6428
472.7448,70.5601,13.7251
472.8972,70.7423,13.6582
473.0496,72.3371,13.3685
473.202,72.0646,13.7617
473.3544,72.163,13.4465
473.5068,72.3558,13.0037
473.6592,71.0977,14.0106
473.8116,71.0674,14.4069
473.964,71.7854,19.3949
474.1164,72.2554,22.9697
474.2688,74.3346,23.6281
474.4212,75.8759,25.5575
474.5736,75.9425,26.1701
474.726,76.6333,25.1551
474.8784,76.4568,25.2113
475.0308,74.9861,25.49
475.1832,74.9621,23.5092
475.3356,75.5107,23.9664
475.488,74.387,24.8534
475.6404,74.6299,25.6032
475.7928,75.2033,26.8285
475.9452,74.6045,27.8435
476.0976,75.0953,29.7271
476.25,73.9571,32.4743
476.4024,72.2512,31.5424
476.5548,72.0,29.9575
476.7072,72.9685,28.0155
476.8596,74.6764,23.8963
477.012,76.7472,23.0703
477.1644,78.3078,22.924
477.3168,79.2727,23.3995
477.4692,77.7977,24.0213
477.6216,77.4195,23.8658
477.774,76.5925,24.4511
477.9264,74.8892,25.1734
478.0788,74.0809,26.2067
478.2312,72.8822,26.0125
478.3836,71.8466,27.014
478.536,73.7093,26.4566
478.6884,75.5721,26.1693
478.8408,77.4348,27.4146
478.9932,78.4644,26.8572
479.1456,79.1311,27.5452
479.298,79.7977,26.8137
479.4504,80.0,26.9182
479.6028,80.0,27.1533
479.7552,80.6367,25.49
479.9076,81.518,29.4894
480.06,82.3993,30.9616
480.2124,81.9942,31.6931
480.3648,80.64,33.2019
480.5172,77.6181,32.2043
480.6696,74.9912,27.9458
480.822,73.8885,27.4668
480.9744,75.3492,26.9966
481.1268,76.3116,27.4494
481.2792,74.6667,27.8844
481.4316,74.1897,29.1068
481.584,73.1378,29.8961
481.7364,72.241,31.5131
481.8888,73.0222,33.1622
482.0412,73.9214,34.155
482.1936,76.5842,34.2508
482.346,76.6649,34.4859
482.4984,76.4013,34.3118
482.6508,76.2993,34.2421
482.8032,74.8213,35.3307
482.9556,76.4328,35.2262
483.108,76.5203,35.1652
483.2604,76.2705,34.3814
483.4128,75.6499,34.0679
483.5652,74.3966,33.6225
483.7176,74.7472,31.1902
483.87,74.8065,31.4939
484.0224,75.1,28.895
484.1748,75.4904,26.8559
484.3272,76.431,27.1028
484.4796,76.9625,25.8383
484.632,78.3563,24.8456
484.7844,78.1763,23.487
484.9368,77.8368,21.5798
485.0892,77.86,20.709
485.2416,77.0785,19.96
485.394,78.583,20.9615
485.5464,78.1061,22.6771
485.6988,78.7003,24.1489
485.8512,78.3075,25.6642
486.0036,78.5035,25.0911
486.156,80.2381,24.5516
486.3084,80.6853,24.5425
486.4608,82.9962,23.18
486.6132,83.1264,24.2011
486.7656,80.6613,25.0807
486.918,80.0548,25.8035
487.0704,79.906,27.3623
487.2228,80.3636,27.162
487.3752,81.4532,27.0924
487.5276,79.8764,26.1605
487.68,79.4587,24.7985
487.8324,78.0256,24.7528
487.9848,78.6966,25.0454
488.1372,78.6,23.7744
488.2896,79.0344,24.1053
488.442,78.8438,23.9224
488.5944,78.4822,23.8933
488.7468,77.1022,25.2567
488.8992,77.468,25.7668
489.0516,75.9292,24.5974
489.204,74.1249,24.7369
489.3564,73.6099,24.3505
489.5088,74.9829,24.0853
489.6612,76.3659,24.4236
489.8136,78.0,24.8442
489.966,77.6015,24.4419
490.1184,77.0006,23.7653
490.2708,76.8,23.2954
490.4232,77.0891,22.5117
490.5756,77.1981,21.0399
490.728,77.0,21.3795
490.8804,75.2724,20.857
491.0328,77.5385,21.3883
491.1852,76.2641,22.381
491.3376,77.2994,23.6002
491.49,79.4584,25.0728
491.6424,76.6758,25.7495
491.7948,75.3901,26.7279
491.9472,75.0774,27.7063
492.0996,75.6,27.8239
492.252,76.2536,27.6758
492.4044,77.1709,28.2332
492.5568,78.862,27.641
492.7092,78.0244,23.2171
492.8616,78.7554,21.9195
493.014,78.2439,20.6306
493.1664,76.6943,17.5391
493.3188,75.6721,19.1066
493.4712,75.6367,18.5806
493.6236,74.174,17.5748
493.776,76.0722,17.7609
493.9284,77.7375,17.9984
494.0808,78.8922,17.5302
494.2332,79.4,16.3504
494.3856,79.6941,15.1706
494.538,79.3034,14.4628
494.6904,80.591,30.0457
494.8428,79.2834,45.6286
494.9952,78.7785,61.2115
495.1476,78.3074,76.7944
495.3,79.2583,73.3868
495.4524,79.7528,69.9792
495.6048,80.1458,66.5716
495.7572,80.6446,62.8498
495.9096,78.3422,65.9495
496.062,79.598,71.7323
496.2144,78.3853,84.1417
496.3668,77.3633,76.083
496.5192,79.5,56.1977
496.6716,77.3546,41.3553
496.824,78.6333,31.0083
496.9764,80.0346,20.7294
497.1288,79.7695,19.0892
497.2812,81.0361,19.2982
497.4336,80.5173,15.81
497.586,79.6742,16.3495
497.7384,80.6987,17.3462
497.8908,80.2508,18.0594
498.0432,79.2,18.5754
498.1956,78.1437,19.0282
498.348,77.2621,19.0805
498.5004,77.8079,18.5405
498.6528,78.8276,18.3403
498.8052,78.6711,18.3925
498.9576,79.5448,18.9555
499.11,79.0896,19.2481
499.2624,81.2702,19.175
499.4148,83.8782,18.4252
499.5672,83.1384,17.4171
499.7196,82.7072,18.3403
499.872,82.8788,18.6886
500.0244,81.5863,18.915
500.1768,82.0,19.0805
500.3292,82.2365,19.1066
500.4816,81.7242,18.8092
500.634,82.3166,19.4859
500.7864,82.2544,19.3396
500.9388,82.8065,19.0104
501.0912,83.3385,19.2481
501.2436,81.4587,19.124
501.396,81.1886,19.4462
501.5484,79.235,19.8294
501.7008,77.5137,20.8396
501.8532,76.9326,21.7453
502.0056,76.5279,21.5276
502.158,76.7252,21.545
502.3104,78.2472,21.1183
502.4628,77.1802,20.4826
502.6152,77.5289,21.0486
502.7676,76.4915,21.4884
502.92,76.3006,20.6929
503.0724,77.9139,21.0861
503.2248,78.0805,21.0221
503.3772,79.8064,20.4734
503.5296,78.7106,20.648
503.682,78.3037,21.1967
503.8344,78.0862,20.8048
503.9868,77.1955,19.2285
504.1392,77.7095,17.5652
504.2916,77.7349,15.6754
504.444,78.0,16.2328
504.5964,77.0365,16.5115
504.7488,75.5363,18.0703
504.9012,74.6122,20.2823
505.0536,75.4077,21.9717
505.206,75.8436,20.9615
505.3584,76.5105,21.1357
505.5108,77.0,20.5784
505.6632,76.5012,18.0006
505.8156,78.0585,17.809
505.968,79.2808,17.1646
506.1204,81.25,16.3721
506.2728,80.9038,16.2123
506.4252,79.6275,15.8923
506.5776,77.8251,15.3894
506.73,75.9018,14.603
506.8824,74.3899,13.9424
507.0348,72.8564,17.5469
507.1872,73.2943,26.4531
507.3396,74.1279,33.2662
507.492,75.5556,33.5423
507.6444,76.6127,29.9466
507.7968,77.9807,21.4162
507.9492,77.9553,13.6871
508.1016,78.6748,13.1289
508.254,78.3449,14.3169
508.4064,77.7747,16.0477
508.5588,77.75,17.017
508.7112,79.2797,16.6787
508.8636,79.1241,15.7277
509.016,79.0575,14.2733
509.1684,79.7143,13.4983
509.3208,79.6035,13.2679
509.4732,80.0995,13.588
509.6256,80.289,14.2935
509.778,80.6632,13.408
509.9304,80.5071,13.8551
510.0828,80.75,14.4658
510.2352,81.7415,14.3561
510.3876,81.3528,15.9454
510.54,80.5069,16.076
510.6924,81.1016,16.8772
510.8448,80.5488,17.1559
510.9972,79.7332,16.9469
511.1496,81.518,16.7335
511.302,81.197,16.6878
511.4544,80.75,16.9164
511.6068,81.6983,15.9106
511.7592,82.7094,16.4157
511.9116,82.6699,16.7205
512.064,81.8349,16.4505
512.2164,80.4999,17.1733
512.3688,79.8525,17.3213
512.5212,80.3027,17.4171
512.6736,81.342,18.0529
512.826,81.5291,18.5928
512.9784,79.5843,18.9738
513.1308,79.3333,19.4767
513.2832,78.75,19.2664
513.4356,78.9827,18.8184
513.588,81.156,19.2547
513.7404,80.5,18.915
513.8928,80.5,18.8802
514.0452,80.4444,19.2111
514.1976,79.8746,18.9324
514.35,78.6293,18.7234
514.5024,78.4911,18.8715
514.6548,78.2605,18.767
514.8072,78.6667,19.0892
514.9596,78.25,18.8541
515.112,80.3729,19.2198
515.2644,79.6276,18.7496
515.4168,79.2528,18.7408
515.5692,78.7835,18.8018
515.7216,78.3184,18.3751
515.874,77.8775,18.3838
516.0264,79.4885,18.6973
516.1788,78.4637,18.5841
516.3312,78.3077,18.4617
516.4836,77.3363,18.7909
516.636,77.5317,18.1326
516.7884,77.7919,17.5931
516.9408,78.4653,17.7219
517.0932,79.9951,16.9991
517.2456,79.7417,17.0862
517.398,79.0414,17.3562
517.5504,78.5259,17.4868
517.7028,79.9167,17.4171
517.8552,81.125,17.7307
518.0076,80.8436,17.7394
518.16,79.8228,18.1487
518.3124,78.0879,18.1225
518.4648,78.0,18.0442
518.6172,77.7684,17.6087
518.7696,79.499,17.3004
518.922,81.6293,17.145
519.0744,80.4582,17.8125
519.2268,79.9076,17.7759
519.3792,79.5777,18.2183
519.5316,78.859,21.8176
519.684,79.4701,24.1859
519.8364,80.0812,25.1369
519.9888,80.6924,26.7096
520.1412,81.0,26.3696
520.2936,81.7851,25.5161
520.446,84.4321,24.8804
520.5984,87.0792,25.49
520.7508,89.7263,24.7846
520.9032,88.8305,23.6176
521.0556,87.5262,22.0269
521.208,86.2218,39.7535
521.3604,84.9175,39.9517
521.5128,83.1844,39.4792
521.6652,80.4344,38.8417
521.8176,77.6844,27.1359
521.97,74.9344,21.6669
522.1224,73.0,21.9456
522.2748,73.0,21.4492
522.4272,73.4025,21.6408
522.5796,74.7597,22.0762
522.732,76.1168,22.6249
522.8844,75.4486,23.905
523.0368,75.8852,24.7062
523.1892,76.8732,23.5219
523.3416,76.7117,22.5029
523.494,78.18,22.6954
523.6464,78.8091,23.2065
523.7988,78.0,25.7861
523.9512,79.1658,27.3261
524.1036,78.8716,27.1851
524.256,77.8182,28.7035
524.4084,78.9405,26.8468
524.5608,80.3686,28.4013
524.7132,82.1108,28.6448
524.8656,81.6364,27.5283
525.018,81.2903,27.8363
525.1704,81.2183,27.747
525.3228,80.9741,26.3636
525.4752,82.4976,26.1133
525.6276,81.9501,24.4968
525.78,81.0,24.7149
525.9324,80.1402,24.7323
526.0848,77.5796,25.0284
526.2372,77.6667,25.9341
526.3896,77.5,25.6581
526.542,77.95,26.3828
526.6944,79.3843,27.7978
526.8468,80.4286,25.9208
526.9992,81.038,26.0604
527.1516,81.6006,26.387
527.304,81.1825,25.1765
527.4564,80.3636,26.178
527.6088,80.7084,26.744
527.7612,79.881,26.9966
527.9136,79.0439,27.4407
528.066,78.5726,27.7194
528.2184,78.0991,25.2374
528.3708,79.1496,24.8368
528.5232,79.7666,24.3688
528.6756,80.6478,24.0396
528.828,81.7278,25.082
528.9804,80.6402,26.3713
529.1328,80.6517,25.2984
529.2852,80.5169,25.4203
529.4376,80.9649,24.4972
529.59,80.1207,24.3492
529.7424,79.4718,25.49
529.8948,78.7773,25.0807
530.0472,76.9441,26.7092
530.1996,77.729,26.1083
530.352,79.5932,25.9167
530.5044,79.1479,25.9864
530.6568,81.8627,26.2707
530.8092,80.6205,24.6522
530.9616,77.9177,24.6797
531.114,76.9179,23.2715
531.2664,72.7642,22.6405
531.4188,70.4335,23.5338
531.5712,66.5663,21.7916
531.7236,58.7182,20.1264
531.876,52.3175,18.4343
532.0284,47.6154,16.9817
532.1808,48.2143,15.4925
532.3332,48.4145,16.5898
532.4856,49.8564,19.2982
532.638,52.5825,19.6901
532.7904,60.5297,21.754
532.9428,67.8074,23.0516
533.0952,73.5216,22.8339
533.2476,75.6122,24.236
533.4,77.9168,24.4014
533.5524,79.6945,25.3419
533.7048,79.6667,24.654
533.8572,79.4268,24.2621
534.0096,73.7969,25.0023
534.162,70.2857,24.5756
534.3144,70.2857,24.6714
534.4668,69.9282,24.0966
534.6192,72.4677,24.3317
534.7716,74.2857,23.278
534.924,74.8571,22.6664
535.0764,72.9428,22.1285
535.2288,71.0773,44.547
535.3812,70.1455,72.0713
535.5336,70.5822,99.5957
535.686,73.6274,121.6152
535.8384,75.4146,128.9304
535.9908,77.4286,164.1897
536.1432,76.5714,201.8373
536.2956,75.6723,213.5033
536.448,75.3301,229.8116
536.6004,75.6523,240.0666
536.7528,74.5714,239.9203
536.9052,75.7778,240.3631
537.0576,75.8065,240.1672
537.21,76.25,230.4745
537.3624,76.7192,222.2724
537.5148,76.3297,210.8972
537.6672,75.8588,153.8021
537.8196,75.3826,133.5416
537.972,74.9064,135.1255
538.1244,74.3356,112.6667
538.2768,74.1986,83.5944
538.4292,74.4621,58.293
538.5816,74.2049,39.6049
538.734,75.7001,17.9704
538.8864,78.9928,15.256
539.0388,79.9311,13.1308
539.1912,79.8207,12.637
539.3436,79.6207,12.509
539.496,78.0,12.61
539.6484,77.6689,12.7581
539.8008,77.3835,12.3749
539.9532,78.0045,13.6812
540.1056,79.3609,14.1253
540.258,79.6701,14.6652
540.4104,79.0464,14.9526
540.5628,78.5205,16.2328
540.7152,79.544,16.5724
540.8676,78.1098,17.2081
541.02,77.9774,17.4559
541.1724,77.9055,15.4168
541.3248,77.2049,14.3378
541.4772,77.5837,14.9865
541.6296,78.5324,14.2464
541.782,78.4783,14.2921
541.9344,77.4407,14.0452
542.0868,77.6123,13.0028
542.2392,78.0799,12.317
542.3916,77.0423,12.2895
542.544,77.6357,16.0569
542.6964,77.9792,18.2445
542.8488,78.8716,22.1981
543.0012,77.6667,23.7483
543.1536,78.5188,24.7062
543.306,79.5261,23.3216
543.4584,80.3501,19.9339
543.6108,81.0358,18.5231
543.7632,82.4195,14.4475
543.9156,82.5588,12.5578
544.068,81.1999,15.0484
544.2204,82.065,16.7292
544.3728,79.7563,18.0964
544.5252,78.8285,20.0384
544.6776,78.6667,19.2198
544.83,78.9157,19.1066
544.9824,76.8888,19.664
545.1348,77.2161,19.4201
545.2872,76.513,20.0645
545.4396,79.0201,20.5696
545.592,79.13,20.439
545.7444,79.6256,20.6306
545.8968,79.8449,20.0558
546.0492,80.1675,19.3853
546.2016,80.6161,19.3069
546.354,81.4003,19.542
546.5064,82.8445,19.239
546.6588,82.6667,19.6962
546.8112,82.0,19.239
546.9636,81.5421,19.6505
547.116,78.5812,20.7003
547.2684,75.724,20.9354
547.4208,72.091,24.8107
547.5732,70.1724,32.8139
547.7256,69.3333,34.9649
547.878,68.658,36.6631
548.0304,70.6169,35.6616
548.1828,74.1197,31.5997
548.3352,75.0,32.5045
548.4876,75.7585,29.3859
548.64,75.8337,38.5572
548.7924,78.1998,36.5856
548.9448,76.7592,35.1611
549.0972,76.8571,36.345
549.2496,77.7836,33.5493
549.402,76.7586,31.927
549.5544,75.2001,32.6152
549.7068,73.718,32.1628
549.8592,74.0,31.5131
550.0116,72.0,30.4861
550.164,72.452,29.9923
550.3164,73.478,30.48
550.4688,73.8324,28.8776
550.6212,75.4294,27.7978
550.7736,77.3605,28.1287
550.926,78.0805,28.8341
551.0784,79.4951,29.6174
551.2308,80.1348,29.8186
551.3832,80.0156,28.8219
551.5356,79.3156,28.1635
551.688,77.187,29.1128
551.8404,75.8186,31.0809
551.9928,76.1703,32.0301
552.1452,74.4823,31.5163
552.2976,72.6318,33.339
552.45,71.3791,37.0091
552.6024,69.4471,36.5182
552.7548,67.548,42.225
552.9072,68.4604,48.7859
553.0596,68.4224,47.8902
553.212,67.6414,58.4513
553.3644,66.4327,69.3045
553.5168,65.907,66.3016
553.6692,63.7146,69.4803
553.8216,64.1827,68.8192
553.974,66.2993,68.0736
554.1264,63.3977,74.9527
554.2788,63.7948,71.3232
554.4312,63.5921,70.6222
554.5836,65.9152,62.5188
554.736,68.8745,55.4836
554.8884,70.671,46.6344
555.0408,72.5449,48.8061
555.1932,73.2322,52.3528
555.3456,73.0499,53.657
555.498,73.3494,62.6902
555.6504,72.3122,58.7045
555.8028,70.7794,54.2293
555.9552,72.4128,47.8279
556.1076,71.5169,38.0129
556.26,71.0678,28.9821
556.4124,69.3103,23.5393
556.5648,67.346,21.0225
556.7172,68.7759,21.7888
556.8696,70.0448,23.757
557.022,71.213,23.0342
557.1744,71.2844,23.548
557.3268,70.9574,23.0603
557.4792,69.1157,22.7729
557.6316,67.6206,23.4783
557.784,67.0,23.9312
557.9364,67.2449,26.117
558.0888,70.5462,29.9227
558.2412,70.6629,28.3921
558.3936,70.5333,26.7645
558.546,70.4208,27.0754
558.6984,69.7609,19.8333
558.8508,69.2307,19.5159
559.0032,67.9823,22.4302
559.1556,68.6667,30.9524
559.308,67.1667,35.6616
559.4604,67.0312,39.608
559.6128,71.2958,41.3217
559.7652,71.5748,35.241
559.9176,71.8693,36.1097
560.07,73.5433,34.2443
560.2224,75.1681,32.8635
560.3748,74.9314,29.9923
560.5272,77.1667,28.9408
560.6796,77.6559,28.4944
560.832,77.7015,26.953
560.9844,77.4581,28.956
561.1368,75.801,28.7818
561.2892,75.069,29.8181
561.4416,73.2114,31.9605
561.594,72.2959,30.2884
561.7464,73.8689,30.4952
561.8988,75.0279,29.4711
562.0512,73.8475,29.1694
562.2036,73.3248,26.4983
562.356,72.4424,27.9518
562.5084,72.3401,25.9141
562.6608,72.8622,24.6522
562.8132,74.8421,24.003
562.9656,75.3972,22.4257
563.118,74.5991,19.6047
563.2704,74.2037,19.3304
563.4228,73.5756,19.124
563.5752,73.2538,18.079
563.7276,74.0013,17.4259
563.88,75.3622,16.9208
564.0324,74.7563,17.0444
564.1848,76.6606,17.1267
564.3372,77.7034,16.8067
564.4896,76.6148,15.874
564.642,77.0925,14.6217
564.7944,73.9794,14.2385
564.9468,71.654,13.8815
565.0992,69.655,13.8031
565.2516,68.0065,13.8379
565.404,69.7678,13.716
565.5564,69.952,13.9511
565.7088,71.0544,13.9076
565.8612,72.8865,13.5592
566.0136,73.2906,12.7232
566.166,74.8506,12.3993
566.3184,76.5714,13.2039
566.4708,75.1429,14.9962
566.6232,74.442,21.1866
566.7756,75.023,21.5798
566.928,73.9013,20.7612
567.0804,75.3127,20.6219
567.2328,76.8971,13.6376
567.3852,76.6662,13.3589
567.5376,75.9482,12.2895
567.69,75.625,18.2514
567.8424,73.7291,28.1007
567.9948,69.862,31.8885
568.1472,66.1111,34.2467
568.2996,59.7635,38.1122
568.452,50.792,40.0964
568.6044,48.3,36.2015
568.7568,48.0431,38.1087
568.9092,50.0628,37.055
569.0616,52.3199,29.4088
569.214,54.9425,29.3479
569.3664,60.2335,28.7818
569.5188,64.0734,31.0025
569.6712,66.3572,24.9631
569.8236,68.7336,25.7678
569.976,72.3605,27.4869
570.1284,72.25,27.432
570.2808,71.7466,27.3314
570.4332,71.5756,26.1257
570.5856,70.9334,22.9906
570.738,71.3122,22.9384
570.8904,71.8193,22.9123
571.0428,72.0,23.1648
571.1952,72.0689,23.5828
571.3476,69.9239,22.921
571.5,68.2697,23.3904
571.6524,67.0732,24.7162
571.8048,66.0358,25.7668
571.9572,66.8063,27.432
572.1096,67.2528,28.8565
572.262,67.1356,28.8469
572.4144,66.0434,27.7429
572.5668,64.76,23.9747
572.7192,63.7329,20.082
572.8716,65.149,18.9063
573.024,68.0614,18.0267
573.1764,70.2376,20.1516
573.3288,72.25,22.1807
573.4812,71.539,22.8077
573.6336,71.1638,22.7555
573.786,71.75,21.0399
573.9384,71.3404,18.3403
574.0908,72.7501,16.0412
574.2432,74.9962,13.8989
574.3956,74.7191,14.2559
574.548,76.9767,14.6217
574.7004,77.6786,15.4991
574.8528,77.25,15.8557
575.0052,78.0,15.7002
575.1576,76.9654,15.5722
575.31,75.3838,15.1007
575.4624,76.1132,14.4736
575.6148,74.8571,14.178
575.7672,73.8295,13.9759
575.9196,74.1198,15.4036
576.072,73.4353,16.1608
576.2244,73.2746,16.0203
576.3768,74.3067,16.2937
576.5292,72.8789,17.3475
576.6816,72.6684,15.4229
576.834,72.1936,17.809
576.9864,70.7467,18.3141
577.1388,69.145,18.5841
577.2912,68.0,18.4186
577.4436,60.261,22.4681
577.596,51.6423,21.5624
577.7484,46.8182,21.9913
577.9008,44.4828,30.5318
578.0532,42.9029,31.0256
578.2056,41.8793,34.2991
578.358,41.8103,33.0839
578.5104,44.5426,29.0518
578.6628,47.2748,23.905
578.8152,49.8454,21.3708
578.9676,52.0,18.5898
579.12,52.625,23.322
579.2724,56.9988,30.1174
579.4248,63.4571,38.2016
579.5772,68.2825,45.2484
579.7296,68.8669,44.6502
579.882,68.2247,40.892
580.0344,68.6207,36.6674
580.1868,67.1456,32.7172
580.3392,65.6063,30.4678
580.4916,64.067,28.447
580.644,64.9179,28.1178
580.7964,66.1072,27.9806
580.9488,67.2308,28.7988
581.1012,68.0658,29.1068
581.2536,67.5459,29.2425
581.406,66.5913,29.8186
581.5584,64.9717,30.1491
581.7108,64.5,30.5323
581.8632,65.1552,30.9938
582.0156,65.6023,30.898
582.168,66.349,30.3494
582.3204,68.0887,29.6353
582.4728,68.1043,29.3566
582.6252,68.398,28.12
582.7776,65.5416,31.8298
582.93,62.1809,26.6569
583.0824,60.0,28.1896
583.2348,59.624,30.4452
583.3872,61.0594,27.6845
583.5396,62.1503,30.4365
583.692,61.4948,30.9677
583.8444,62.6302,29.9557
583.9968,63.6726,30.8701
584.1492,64.0,27.1485
584.3016,64.2799,23.6464
584.454,63.9001,21.8063
584.6064,63.3886,19.4637
584.7588,63.1005,21.0573
584.9112,64.3056,22.9297
585.0636,63.4694,23.4957
585.216,62.3636,23.4086
585.3684,61.5,23.6699
585.5208,58.6977,23.9137
585.6732,58.3497,24.175
585.8256,58.525,24.4537
585.978,58.4885,24.3962
586.1304,58.4195,24.3808
586.2828,59.5,24.2364
586.4352,59.9138,24.2942
586.5876,61.9405,24.323
586.74,63.5556,24.532
586.8924,62.7724,24.7498
587.0448,64.7846,24.7585
587.1972,63.9777,24.6453
587.3496,63.25,24.6365
587.502,62.6698,24.7933
587.6544,63.3258,24.9065
587.8068,63.1618,24.9849
587.9592,61.2258,25.0371
588.1116,61.2629,24.9413
588.264,60.0647,24.9762
588.4164,59.4545,25.1186
588.5688,59.5497,25.1551
588.7212,60.2953,25.274
588.8736,60.0795,25.2374
589.026,60.8807,25.1678
589.1784,60.2463,25.1939
589.3308,62.0,25.281
589.4832,63.7276,25.4029
589.6356,62.8276,24.2795
589.788,64.7415,23.548
589.9404,63.341,23.0777
590.0928,62.0603,22.2748
590.2452,62.5276,22.732
590.3976,62.1225,23.9847
590.55,62.0942,25.7586
590.7024,63.0615,26.6482
590.8548,63.0966,27.6671
591.0072,63.8057,29.4524
591.1596,65.0031,28.9125
591.312,65.6075,27.8239
591.4644,65.8523,27.3972
591.6168,66.1379,25.4116
591.7692,65.1356,24.9065
591.9216,63.6335,24.3666
592.074,63.7844,26.0735
592.2264,63.4159,26.8921
592.3788,63.3063,36.306
592.5312,63.1414,35.679
592.6836,63.0417,31.5337
592.836,61.9517,30.628
592.9884,61.2122,18.1225
593.1408,62.2396,19.9522
593.2932,62.14,27.6789
593.4456,62.0558,31.5697
593.598,64.0618,35.6135
593.7504,62.6171,36.2199
593.9028,62.8558,34.8021
594.0552,64.113,36.1462
594.2076,62.8469,33.3364
594.36,63.2457,31.4371
594.5124,63.2644,28.2184
594.6648,62.3793,24.3733
594.8172,62.4045,24.8717
594.9696,62.0465,25.6321
595.122,63.2033,24.6888
595.2744,64.0787,25.274
595.4268,63.8069,23.7287
595.5792,65.5524,23.2083
595.7316,63.455,25.5597
595.884,63.1446,29.226
596.0364,64.7488,27.8651
596.1888,64.8687,25.1219
596.3412,65.548,21.4066
596.4936,66.9362,14.7844
596.646,68.0752,13.4025
596.7984,69.8171,12.9845
596.9508,71.25,12.5926
597.1032,72.1454,12.8626
597.2556,71.364,12.9061
597.408,70.5646,12.8887
597.5604,71.5505,12.8626
597.7128,71.9859,14.5433
597.8652,72.8295,14.5433
598.0176,72.4735,17.6523
598.17,71.2585,19.1384
598.3224,69.8907,17.5382
598.4748,70.4752,17.7668
598.6272,70.6742,15.6911
598.7796,72.4444,17.2865
598.932,73.2345,18.1922
599.0844,71.8068,26.5002
599.2368,72.4512,27.4581
599.3892,70.8499,24.4537
599.5416,70.6745,23.8963
599.694,71.0,15.8061
599.8464,70.2742,13.6463
599.9988,71.202,16.1718
600.1512,71.4061,16.3199
600.3036,71.1449,15.719
600.456,71.5687,15.7103
600.6084,72.1091,14.0144
600.7608,73.1831,14.2261
600.9132,72.7531,21.0312
601.0656,73.7377,25.6321
601.218,75.1196,27.6057
601.3704,74.3116,28.9212
601.5228,74.4311,25.7251
601.6752,71.8659,25.2461
601.8276,70.3386,24.6017
601.98,70.6311,24.532
602.1324,70.279,24.2185
602.2848,72.7265,24.8168
602.4372,73.2636,24.6797
602.5896,72.7334,25.2832
602.742,72.1223,25.1123
602.8944,71.18,25.2009
603.0468,70.6712,25.2923
603.1992,70.1333,25.1186
603.3516,71.1798,28.0446
603.504,72.6307,24.762
603.6564,71.7016,22.8509
603.8088,73.4589,21.2324
603.9612,73.6006,18.0877
604.1136,73.7143,17.6388
604.266,73.5666,23.861
604.4184,73.4656,24.0343
604.5708,73.1724,24.7851
604.7232,73.1724,24.4236
604.8756,74.3715,22.7594
605.028,75.5714,19.9979
605.1804,75.2497,19.6047
605.3328,75.236,20.0254
605.4852,75.0722,20.0879
605.6376,73.6233,20.0528
605.79,71.9275,20.6792
605.9424,71.5172,20.4551
606.0948,70.9984,20.4277
606.2472,70.4468,20.9615
606.3996,71.128,20.6567
606.552,72.0,20.1429
606.7044,71.8246,22.9035
606.8568,72.3818,20.6741
607.0092,72.9261,18.5928
607.1616,72.9391,18.3054
607.314,74.7692,17.9919
607.4664,75.618,19.6465
607.6188,74.9886,22.712
607.7712,73.8514,21.9543
607.9236,73.0057,20.857
608.076,73.3756,20.3606
608.2284,73.2098,16.6334
608.3808,74.9125,21.3534
608.5332,75.0402,22.3027
608.6856,74.1508,21.7279
608.838,74.7805,28.5641
608.9904,73.6345,24.4014
609.1428,73.6884,22.3201
609.2952,76.4615,23.5044
609.4476,75.1667,15.24
609.6,75.6321,15.9019
609.7524,75.2959,18.2789
609.9048,71.3222,15.4991
610.0572,68.8333,15.938
610.2096,67.652,15.6637
610.362,67.5057,18.2606
610.5144,66.5257,20.0036
610.6668,67.961,20.4739
610.8192,68.2068,22.9035
610.9716,69.5978,22.6497
611.124,70.0,23.3263
611.2764,72.3354,23.2258
611.4288,72.6883,22.5034
611.5812,73.9463,22.4594
611.7336,74.7413,22.2199
611.886,73.6068,22.604
612.0384,73.0537,24.3962
612.1908,72.7301,24.7071
612.3432,70.2593,24.6801
612.4956,69.8927,24.4275
612.648,70.4,23.5393
612.8004,70.6667,23.1387
612.9528,68.5333,24.2795
613.1052,66.7299,22.6075
613.2576,63.8005,27.3797
613.41,58.9641,25.0023
613.5624,56.3339,26.5524
613.7148,55.8314,29.0505
613.8672,59.5958,28.0111
614.0196,63.9523,27.1953
614.172,68.6068,23.7988
614.3244,72.9437,21.3482
614.4768,76.6961,20.767
614.6292,80.2759,20.3189
614.7816,78.1681,20.6916
614.934,76.5425,20.857
