DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,DSLL,DDLL,SPDL,MRRS,HVOL,AVOL,NPOR,NPRS,NPRD,DPOR,DPRL,DPRS,DPRD,BIT
2150.0,48.391487,3310.546875,118.93885,0.365772,8.671864,0.074024,2.43523,3.339433,95.707565,4.193727,3.982447,93.695534,3.160134,0.134811,0.047129,0.349278,0.420495,0.333108,0.160684,0.160684,0.130163,0.232497,8.5
2150.1,48.428711,3261.71875,117.843948,0.359338,8.687596,0.055393,2.431665,3.371719,95.772095,4.193047,3.969691,93.883926,3.163557,0.135185,0.047504,0.3432,0.414926,0.327188,0.162769,0.162769,0.132324,0.234404,8.5
2150.2,48.248215,3281.25,115.754814,0.352979,8.695954,0.042462,2.429075,3.39133,95.80838,4.190743,3.973871,94.023705,3.164116,0.135196,0.047514,0.33715,0.409399,0.32134,0.164284,0.164284,0.133894,0.235789,8.5
2150.3,48.546589,3286.132813,114.452408,0.348181,8.68829,0.036482,2.426538,3.404644,95.801414,4.188886,3.987655,94.078407,3.153774,0.134746,0.047064,0.332521,0.405221,0.316929,0.165767,0.165767,0.135432,0.237145,8.5
2150.4,48.458786,3295.898438,115.432182,0.345718,8.666975,0.037295,2.427204,3.407537,95.726265,4.189305,4.001647,94.044975,3.139953,0.133985,0.046303,0.330037,0.403064,0.314666,0.165378,0.165378,0.135028,0.236789,8.5
2150.5,48.289345,3291.015625,117.144661,0.344667,8.639201,0.041145,2.429563,3.385693,95.548843,4.191827,4.016799,94.017624,3.116789,0.133166,0.045484,0.328854,0.40214,0.3137,0.163998,0.163998,0.133598,0.235528,8.5
2150.6,48.382484,3291.015625,118.850746,0.341546,8.613998,0.045084,2.433007,3.358513,95.317268,4.194171,4.022884,93.929504,3.105358,0.132482,0.044801,0.325687,0.399349,0.310834,0.161984,0.161984,0.131511,0.233686,8.5
2150.7,48.571445,3281.25,120.792809,0.336174,8.594874,0.046398,2.428907,3.346074,95.126472,4.194274,4.012517,93.880882,3.055574,0.131996,0.044314,0.320422,0.394518,0.305904,0.164382,0.164382,0.133996,0.235879,8.5
2150.8,48.255608,3286.132813,122.364372,0.329449,8.582363,0.052259,2.427144,3.320183,95.051048,4.191865,3.994804,93.902153,2.834128,0.131605,0.043923,0.313925,0.388483,0.29973,0.165413,0.165413,0.135064,0.236821,8.5
2150.9,48.322937,3281.25,123.017609,0.323859,8.569421,0.062081,2.421618,3.285608,95.078354,4.18636,3.969647,93.987236,2.438649,0.131734,0.044052,0.308567,0.383478,0.294599,0.168644,0.168644,0.138413,0.239776,8.5
2151.0,48.271969,3281.25,123.952385,0.320673,8.590792,0.074927,2.416883,3.261409,95.199493,4.179859,3.937251,94.072319,2.012793,0.132277,0.044595,0.305524,0.380648,0.291674,0.171414,0.171414,0.141283,0.242309,8.5
2151.1,48.3162,3276.367188,126.280144,0.320971,8.604734,0.085079,2.408319,3.272137,95.36924,4.180608,3.909013,94.20298,1.750399,0.132166,0.044484,0.30582,0.380937,0.291947,0.176422,0.176422,0.146473,0.246888,8.5
2151.2,48.40633,3261.71875,128.578537,0.326955,8.583576,0.095584,2.411479,3.280391,95.46418,4.197251,3.885743,94.318459,1.664557,0.131802,0.04412,0.311574,0.386294,0.29744,0.174574,0.174574,0.144558,0.245198,8.5
2151.3,48.388535,3281.25,130.003586,0.334988,8.581044,0.100612,2.41794,3.299787,95.435059,4.229193,3.862279,94.412659,1.791582,0.132076,0.044394,0.31933,0.393467,0.304816,0.170795,0.170795,0.140642,0.241743,8.5
2151.4,48.370861,3310.546875,130.136063,0.343656,8.601401,0.097746,2.426081,3.338983,95.292839,4.268898,3.874483,94.406578,2.094209,0.13338,0.045699,0.327744,0.401168,0.312776,0.166035,0.166035,0.135709,0.23739,8.5
2151.5,48.487339,3310.546875,129.14006,0.348545,8.665672,0.087525,2.431176,3.394624,95.245377,4.311491,3.941786,94.385307,2.557812,0.134643,0.046962,0.332598,0.405492,0.317266,0.163055,0.163055,0.13262,0.234665,8.5
2151.6,48.451481,3310.546875,128.303146,0.351806,8.682992,0.076561,2.434003,3.432739,95.22747,4.352376,4.019104,94.263763,2.944576,0.135044,0.047362,0.335933,0.408373,0.320262,0.161402,0.161402,0.130907,0.233153,8.5
2151.7,48.250183,3315.429688,126.955292,0.350857,8.691476,0.071385,2.435637,3.438758,95.324539,4.383042,4.093445,94.1726,3.142465,0.135368,0.047687,0.335228,0.40755,0.31939,0.160446,0.160446,0.129917,0.23228,8.5
2151.8,48.405674,3310.546875,125.827248,0.346862,8.703843,0.072638,2.435336,3.42887,95.371841,4.400837,4.175719,94.054092,3.150849,0.135797,0.048115,0.331576,0.404022,0.315719,0.160622,0.160622,0.130099,0.232441,8.5
2151.9,48.338524,3320.3125,125.308502,0.33936,8.718965,0.076995,2.435377,3.395968,95.476662,4.41332,4.22878,94.008522,3.119332,0.136208,0.048527,0.324531,0.397384,0.308829,0.160598,0.160598,0.130075,0.232419,8.5
2152.0,48.488113,3315.429688,127.04258,0.332868,8.730244,0.078805,2.433597,3.365798,95.438721,4.426547,4.233037,94.035873,3.014935,0.136385,0.048703,0.318428,0.391622,0.302867,0.161639,0.161639,0.131154,0.233371,8.5
2152.1,48.342697,3295.898438,129.562149,0.328404,8.730252,0.076856,2.433843,3.341573,95.328041,4.448143,4.243955,93.981163,2.881522,0.136468,0.048786,0.314239,0.387664,0.298768,0.161495,0.161495,0.131004,0.233239,8.5
2152.2,48.418549,3305.664063,130.707169,0.326403,8.73556,0.0699,2.435425,3.346728,95.111343,4.484845,4.285356,94.011551,2.790567,0.136717,0.049035,0.312383,0.385889,0.29693,0.16057,0.16057,0.130045,0.232393,8.5
2152.3,48.542538,3300.78125,131.147736,0.327318,8.746188,0.058069,2.43613,3.367177,94.975243,4.529274,4.334231,94.041939,2.793552,0.136921,0.049239,0.313278,0.38671,0.297771,0.160158,0.160158,0.129618,0.232016,8.5
2152.4,48.412735,3295.898438,131.374115,0.332856,8.748578,0.046293,2.437129,3.382316,94.914894,4.573276,4.374447,93.932541,2.874385,0.136835,0.049153,0.318555,0.391602,0.302858,0.159574,0.159574,0.129013,0.231482,8.5
2152.5,48.385494,3271.484375,130.767014,0.342006,8.740687,0.041849,2.44457,3.378368,94.949936,4.61242,4.402611,93.914314,3.025587,0.136494,0.048813,0.327257,0.399651,0.311266,0.155222,0.155222,0.124503,0.227503,8.5
2152.6,48.412796,3271.484375,128.496246,0.352799,8.726832,0.042992,2.452672,3.370169,95.059166,4.635056,4.423909,93.953812,3.22428,0.136263,0.048581,0.337508,0.409082,0.321189,0.150484,0.150484,0.119593,0.22317,8.5
2152.7,48.275875,3271.484375,127.212128,0.362366,8.725873,0.0452,2.458203,3.383745,95.179688,4.634911,4.425808,93.899124,3.388235,0.136242,0.04856,0.346574,0.417429,0.329985,0.14725,0.14725,0.116241,0.220212,8.5
2152.8,48.2593,3276.367188,127.355019,0.371235,8.725474,0.046473,2.461117,3.424816,95.304222,4.61969,4.411493,93.874809,3.435441,0.136211,0.048529,0.354955,0.425149,0.33814,0.145545,0.145545,0.114474,0.218654,8.5
2152.9,48.402126,3300.78125,127.64782,0.376,8.723873,0.049242,2.468076,3.44682,95.470383,4.595297,4.410985,93.929504,3.404851,0.136061,0.048379,0.359408,0.429311,0.342521,0.141476,0.141476,0.110257,0.214933,8.5
2153.0,48.505756,3300.78125,126.752083,0.374345,8.715869,0.049778,2.466413,3.448892,95.724701,4.565049,4.419088,93.789726,3.370839,0.135536,0.047854,0.357729,0.427849,0.341001,0.142448,0.142448,0.111265,0.215822,8.5
2153.1,48.380341,3271.484375,125.853378,0.364831,8.690205,0.052416,2.461641,3.404477,96.068329,4.534011,4.406714,93.686417,3.3586,0.134775,0.047093,0.348575,0.419507,0.332255,0.145239,0.145239,0.114157,0.218374,8.5
2153.2,48.290447,3276.367188,126.758308,0.350597,8.666923,0.057028,2.449651,3.352961,96.390358,4.502108,4.38274,93.671211,3.356075,0.134482,0.0468,0.334975,0.406916,0.319177,0.152251,0.152251,0.121424,0.224786,8.5
2153.3,48.470379,3266.601563,127.336723,0.335732,8.671331,0.066911,2.443489,3.279187,96.66935,4.471721,4.362233,93.643875,3.348736,0.134986,0.047304,0.32084,0.393769,0.305518,0.155854,0.155854,0.125158,0.228081,8.5
2153.4,48.453896,3271.484375,126.494743,0.324736,8.699367,0.076337,2.436934,3.258583,96.72213,4.446518,4.334678,93.604362,3.319587,0.135919,0.048238,0.310446,0.384047,0.295414,0.159688,0.159688,0.129131,0.231586,8.5
2153.5,48.37989,3271.484375,123.567802,0.323315,8.731304,0.087127,2.443049,3.274658,96.516068,4.422244,4.300645,93.567902,3.27727,0.136561,0.048879,0.309204,0.382794,0.29411,0.156112,0.156112,0.125425,0.228316,8.5
2153.6,48.661308,3271.484375,121.480377,0.332734,8.740444,0.093881,2.454435,3.352783,96.10157,4.394715,4.254278,93.531425,3.219114,0.136718,0.049036,0.318271,0.391016,0.302774,0.149453,0.149453,0.118524,0.222227,8.5
2153.7,48.590523,3271.484375,120.459274,0.349097,8.741371,0.096062,2.472764,3.417061,95.685265,4.365884,4.197331,93.519272,3.148094,0.136665,0.048983,0.333903,0.405407,0.317816,0.138734,0.138734,0.107416,0.212426,8.5
2153.8,48.363647,3271.484375,120.880409,0.36204,8.737063,0.090431,2.485335,3.470252,95.307442,4.338479,4.154467,93.507126,2.951692,0.136455,0.048773,0.346228,0.416843,0.329712,0.131383,0.131383,0.099797,0.205703,8.5
2153.9,48.466534,3271.484375,120.723244,0.366859,8.727921,0.082299,2.496027,3.494539,95.097794,4.310382,4.119575,93.504097,2.569482,0.136137,0.048455,0.350894,0.421156,0.334138,0.12513,0.12513,0.093317,0.199985,8.5
2154.0,48.379356,3232.421875,123.930649,0.363882,8.716702,0.071015,2.491821,3.499121,95.065102,4.279843,4.084202,93.516251,2.027254,0.13598,0.048299,0.348371,0.418581,0.331398,0.12759,0.12759,0.095866,0.202235,8.5
2154.1,48.455299,3232.421875,125.377823,0.355142,8.717878,0.064353,2.48029,3.488851,95.277122,4.249179,4.073346,93.628677,1.482328,0.138525,0.050844,0.340683,0.411009,0.323356,0.134333,0.134333,0.102854,0.208401,8.5
2154.2,48.36499,3232.421875,126.955124,0.345035,8.878864,0.067825,2.459997,3.465323,95.538429,4.221153,4.084826,93.680328,1.054837,0.144476,0.056795,0.331939,0.402264,0.314056,0.1462,0.1462,0.115153,0.219253,8.5
2154.3,48.389072,3266.601563,126.848244,0.335297,9.091708,0.088326,2.443645,3.415988,95.804924,4.195487,4.086775,93.728951,0.762013,0.150191,0.06251,0.323636,0.393745,0.305101,0.155763,0.155763,0.125064,0.227997,8.5
2154.4,48.585304,3271.484375,128.573624,0.330762,9.23109,0.116392,2.426278,3.347473,95.855583,4.174293,4.084314,93.7715,0.602362,0.153109,0.065427,0.320153,0.389723,0.300934,0.165919,0.165919,0.135589,0.237285,8.5
2154.5,48.53294,3266.601563,129.037857,0.327524,9.269001,0.138604,2.40847,3.288218,95.679131,4.168729,4.0923,93.804916,0.544596,0.153285,0.065604,0.317488,0.386828,0.297962,0.176333,0.176333,0.146382,0.246807,8.5
2154.6,48.361382,3266.601563,129.25235,0.326688,9.241739,0.14874,2.400268,3.255724,95.150932,4.18751,4.104043,93.780602,0.602273,0.151723,0.064041,0.316524,0.386102,0.297194,0.18113,0.18113,0.151353,0.251193,8.5
2154.7,48.407223,3247.070313,127.936066,0.325794,9.174401,0.143369,2.401128,3.23876,94.490463,4.224975,4.114051,93.710724,0.772805,0.147498,0.059816,0.314975,0.385322,0.296372,0.180627,0.180627,0.150832,0.250734,8.5
2154.8,48.662323,3242.1875,125.241463,0.327373,8.98321,0.123698,2.407797,3.247632,93.821915,4.271318,4.122918,93.610451,1.11502,0.141411,0.053729,0.315532,0.386751,0.297821,0.176727,0.176727,0.146789,0.247167,8.5
2154.9,48.662113,3237.304688,121.249786,0.327872,8.795795,0.096052,2.414274,3.275869,93.368698,4.321802,4.148651,93.507126,1.623952,0.137122,0.049441,0.315038,0.387211,0.298279,0.172939,0.172939,0.142865,0.243704,8.5
2155.0,48.639221,3237.304688,117.519547,0.327506,8.711783,0.074934,2.427517,3.317969,93.141449,4.366575,4.19081,93.44635,2.297759,0.135623,0.047942,0.313898,0.386892,0.297942,0.165195,0.165195,0.134838,0.236622,8.5
2155.1,48.454998,3237.304688,115.970894,0.325815,8.699894,0.06226,2.435868,3.317064,93.131592,4.393458,4.231594,93.412933,2.869048,0.135471,0.047789,0.311778,0.385372,0.29639,0.160311,0.160311,0.129777,0.232156,8.5
2155.2,48.409428,3271.484375,117.293228,0.325486,8.702008,0.055526,2.440156,3.304179,93.227875,4.404056,4.28666,93.425087,3.16789,0.135512,0.04783,0.311262,0.385065,0.296089,0.157803,0.157803,0.127178,0.229863,8.5
2155.3,48.328239,3276.367188,119.156624,0.329232,8.702529,0.048355,2.436268,3.300443,93.289543,4.41185,4.35915,93.425079,3.212881,0.135627,0.047946,0.314828,0.388369,0.29953,0.160077,0.160077,0.129535,0.231942,8.5
2155.4,48.400696,3276.367188,121.965073,0.337577,8.709419,0.044501,2.437409,3.334342,93.151833,4.4303,4.416882,93.437233,3.211938,0.135996,0.048314,0.322857,0.395717,0.307198,0.15941,0.15941,0.128843,0.231332,8.5
2155.5,48.431095,3276.367188,123.702278,0.348813,8.726177,0.043092,2.441354,3.334953,92.813217,4.46741,4.455828,93.440277,3.234911,0.136568,0.048887,0.333653,0.405601,0.317523,0.157103,0.157103,0.126452,0.229222,8.5
2155.6,48.399502,3281.25,125.638718,0.356629,8.746066,0.042826,2.447185,3.342554,92.281059,4.523939,4.492761,93.388626,3.273818,0.1371,0.049419,0.341192,0.412464,0.324707,0.153693,0.153693,0.122918,0.226104,8.5
2155.7,48.456551,3271.484375,124.738213,0.357332,8.760179,0.04364,2.456121,3.335606,91.713409,4.592673,4.520863,93.300499,3.351823,0.137389,0.049708,0.341943,0.413013,0.325356,0.148467,0.148467,0.117503,0.221326,8.5
2155.8,48.669773,3276.367188,122.64296,0.349425,8.764501,0.043858,2.462831,3.365652,91.162117,4.660031,4.545652,93.236679,3.442981,0.13747,0.049788,0.334473,0.405922,0.318097,0.144543,0.144543,0.113436,0.217738,8.5
2155.9,48.558929,3276.367188,121.386909,0.3368,8.765304,0.042568,2.463738,3.357627,90.832222,4.712013,4.575784,93.218452,3.523019,0.137482,0.0498,0.32248,0.394671,0.306502,0.144013,0.144013,0.112886,0.217252,8.5
2156.0,48.403168,3276.367188,119.955734,0.32349,8.765298,0.04099,2.46076,3.371065,90.731789,4.738199,4.605338,93.303528,3.554721,0.137489,0.049807,0.309823,0.382889,0.294273,0.145755,0.145755,0.114691,0.218845,8.5
2156.1,48.50996,3281.25,118.625252,0.314972,8.765751,0.04218,2.460255,3.383684,90.892525,4.733811,4.628032,93.379501,3.563142,0.137521,0.04984,0.301731,0.375391,0.286446,0.14605,0.14605,0.114997,0.219115,8.5
2156.2,48.472404,3281.25,115.451141,0.313077,8.767348,0.045324,2.460382,3.419292,91.186745,4.70509,4.628911,93.464584,3.535388,0.137564,0.049883,0.29995,0.373784,0.284702,0.145975,0.145975,0.11492,0.219047,8.5
2156.3,48.441589,3256.835938,116.150963,0.317595,8.768505,0.050224,2.464191,3.420197,91.588715,4.663795,4.599573,93.546623,3.491406,0.137613,0.049931,0.30429,0.377894,0.288848,0.143748,0.143748,0.112611,0.21701,8.5
2156.4,48.384304,3261.71875,115.913345,0.321887,8.770424,0.05483,2.470378,3.413096,91.991043,4.616697,4.545412,93.619553,3.43973,0.137752,0.050071,0.308425,0.381796,0.292786,0.14013,0.14013,0.108862,0.213702,8.5
2156.5,48.624142,3261.71875,117.751785,0.324981,8.777392,0.059881,2.482783,3.395157,92.390884,4.566346,4.479825,93.586136,3.412424,0.138027,0.050346,0.311453,0.384597,0.295625,0.132876,0.132876,0.101344,0.207068,8.5
2156.6,48.302727,3271.484375,117.466164,0.32532,8.787942,0.060522,2.488536,3.383873,92.740318,4.515658,4.415534,93.628677,3.391237,0.138444,0.050763,0.311882,0.384896,0.295937,0.129511,0.129511,0.097857,0.203991,8.5
2156.7,48.593113,3251.953125,120.173164,0.328802,8.803886,0.058302,2.490471,3.387696,93.07592,4.468548,4.355692,93.589172,3.378411,0.139073,0.051392,0.315341,0.387965,0.299135,0.128379,0.128379,0.096684,0.202957,8.5
2156.8,48.419949,3256.835938,120.551361,0.331945,8.827862,0.053794,2.486983,3.400041,93.355614,4.426072,4.301863,93.546631,3.361424,0.139824,0.052142,0.318478,0.390728,0.302024,0.130419,0.130419,0.098798,0.204822,8.5
2156.9,48.507782,3256.835938,122.659676,0.339296,8.851388,0.050106,2.483007,3.401532,93.612823,4.388405,4.261866,93.470657,3.347751,0.140369,0.052688,0.325608,0.397234,0.308777,0.132745,0.132745,0.101208,0.206948,8.5
2157.0,48.564026,3276.367188,121.643906,0.345149,8.862331,0.045095,2.471788,3.407809,93.806137,4.35865,4.232294,93.400772,3.333357,0.140495,0.052814,0.331269,0.402436,0.314151,0.139305,0.139305,0.108007,0.212948,8.5
2157.1,48.555382,3276.367188,120.812485,0.353462,8.859348,0.041464,2.461236,3.405495,93.980499,4.339516,4.214378,93.25795,3.323564,0.140395,0.052713,0.339249,0.409787,0.321788,0.145476,0.145476,0.114403,0.218591,8.5
2157.2,48.709831,3295.898438,116.486908,0.356703,8.856002,0.040176,2.454717,3.378936,94.095474,4.328905,4.220493,93.245789,3.3178,0.140396,0.052714,0.342369,0.412645,0.324766,0.149288,0.149288,0.118354,0.222077,8.5
2157.3,48.649445,3295.898438,114.195068,0.358799,8.859375,0.041037,2.452054,3.341981,94.19239,4.322137,4.242539,93.230606,3.315616,0.140575,0.052893,0.344372,0.414489,0.326691,0.150845,0.150845,0.119967,0.2235,8.5
2157.4,48.423645,3295.898438,111.771004,0.35461,8.867293,0.04223,2.447957,3.324927,94.24836,4.316152,4.256312,93.209335,3.31205,0.140634,0.052952,0.340341,0.410798,0.322842,0.153241,0.153241,0.12245,0.225691,8.5
2157.5,48.437057,3305.664063,113.944046,0.349647,8.863095,0.044502,2.442955,3.326096,94.282745,4.310475,4.251853,93.166794,3.306788,0.14015,0.052468,0.335505,0.406404,0.318284,0.156167,0.156167,0.125482,0.228366,8.5
2157.6,48.457535,3295.898438,116.356674,0.340901,8.836782,0.04871,2.439614,3.312004,94.301781,4.305414,4.234552,93.160706,3.296319,0.139096,0.051414,0.326979,0.398675,0.31025,0.158121,0.158121,0.127507,0.230153,8.5
2157.7,48.486294,3310.546875,121.402168,0.334042,8.796397,0.052779,2.437007,3.291869,94.319839,4.301082,4.205664,93.112091,3.28033,0.137792,0.05011,0.320168,0.392621,0.303949,0.159645,0.159645,0.129087,0.231547,8.5
2157.8,48.50692,3300.78125,124.798706,0.328519,8.753934,0.054953,2.436195,3.27511,94.34523,4.300031,4.171327,93.102974,3.254707,0.136548,0.048866,0.314574,0.387754,0.298874,0.16012,0.16012,0.129579,0.231981,8.5
2157.9,48.454613,3295.898438,127.428513,0.328933,8.716969,0.054586,2.43804,3.290944,94.340141,4.304469,4.152542,93.127289,3.237155,0.135403,0.047721,0.314634,0.388144,0.299253,0.159041,0.159041,0.128461,0.230995,8.5
2158.0,48.380695,3310.546875,128.354706,0.332897,8.680562,0.052784,2.444254,3.294663,94.280464,4.317042,4.160276,93.209335,3.223213,0.134444,0.046762,0.31812,0.391667,0.302893,0.155407,0.155407,0.124694,0.227672,8.5
2158.1,48.573296,3320.3125,128.511673,0.337908,8.655236,0.049253,2.45053,3.320388,94.130302,4.340604,4.178932,93.312653,3.221423,0.133897,0.046216,0.322674,0.396129,0.307494,0.151737,0.151737,0.120891,0.224315,8.5
2158.2,48.564293,3325.195313,128.090225,0.341324,8.645311,0.044875,2.45337,3.333119,93.911758,4.370981,4.198924,93.418991,3.235749,0.133743,0.046061,0.325785,0.399166,0.310631,0.150076,0.150076,0.11917,0.222797,8.5
2158.3,48.556576,3325.195313,127.487534,0.342326,8.645256,0.042674,2.455512,3.359393,93.642677,4.401557,4.223324,93.476738,3.268664,0.133784,0.046103,0.32667,0.400066,0.311551,0.148823,0.148823,0.117871,0.221651,8.5
2158.4,48.614037,3320.3125,127.189987,0.340233,8.64799,0.041312,2.452697,3.348955,93.399155,4.428842,4.246253,93.586136,3.304572,0.133889,0.046207,0.324664,0.398196,0.309629,0.15047,0.15047,0.119578,0.223157,8.5
2158.5,48.520241,3295.898438,126.572983,0.333563,8.652017,0.041268,2.450334,3.339494,93.235313,4.448236,4.268391,93.643867,3.324064,0.134011,0.046329,0.318334,0.392226,0.303506,0.151852,0.151852,0.12101,0.224421,8.5
2158.6,48.556576,3295.898438,126.529427,0.326002,8.655867,0.04084,2.448171,3.338012,93.179497,4.454705,4.297268,93.649948,3.330042,0.134135,0.046453,0.31117,0.385444,0.296565,0.153116,0.153116,0.122321,0.225577,8.5
2158.7,48.60006,3300.78125,125.421478,0.319789,8.660005,0.04051,2.448839,3.36729,93.221695,4.450159,4.328142,93.671211,3.319134,0.134288,0.046606,0.305292,0.379868,0.290862,0.152726,0.152726,0.121916,0.22522,8.5
2158.8,48.628551,3295.898438,125.563698,0.317472,8.665753,0.038897,2.44781,3.392758,93.297935,4.439348,4.349549,93.783646,3.298529,0.134473,0.046791,0.303126,0.377788,0.288735,0.153327,0.153327,0.122539,0.22577,8.5
2158.9,48.618271,3305.664063,125.219345,0.31681,8.671929,0.037355,2.446889,3.411028,93.413361,4.424929,4.35923,93.765419,3.274661,0.134628,0.046946,0.302533,0.377207,0.288127,0.153866,0.153866,0.123097,0.226262,8.5
2159.0,48.621758,3295.898438,122.899796,0.319223,8.675752,0.036374,2.446269,3.429948,93.505959,4.410047,4.359985,93.765419,3.271833,0.134715,0.047033,0.304866,0.379403,0.290341,0.154228,0.154228,0.123473,0.226594,8.5
2159.1,48.570313,3300.78125,119.417778,0.322473,8.677525,0.035959,2.446301,3.414842,93.613724,4.398679,4.352085,93.747177,3.282659,0.134763,0.047082,0.307989,0.382359,0.293323,0.15421,0.15421,0.123454,0.226577,8.5
2159.2,48.671471,3295.898438,117.726547,0.324005,8.678885,0.035818,2.446749,3.405091,93.673187,4.393269,4.338739,93.741104,3.30023,0.1348,0.047118,0.309468,0.383759,0.294729,0.153948,0.153948,0.123182,0.226337,8.5
2159.3,48.59845,3295.898438,117.944382,0.32089,8.679862,0.036988,2.450463,3.384324,93.745377,4.392913,4.329381,93.656021,3.314191,0.13482,0.047138,0.30651,0.380926,0.29187,0.151776,0.151776,0.120932,0.224352,8.5
2159.4,48.568405,3300.78125,118.172928,0.315514,8.680163,0.038748,2.456432,3.378655,93.754234,4.395945,4.328497,93.698563,3.324688,0.134833,0.047151,0.301398,0.376031,0.286938,0.148285,0.148285,0.117314,0.221159,8.5
2159.5,48.639015,3300.78125,117.995583,0.310282,8.680728,0.038845,2.459851,3.349904,93.749535,4.400793,4.329013,93.689453,3.327456,0.134874,0.047192,0.296425,0.371266,0.282137,0.146286,0.146286,0.115242,0.219331,8.5
2159.6,48.630817,3300.78125,120.16861,0.30764,8.682767,0.037061,2.459781,3.338796,93.686279,4.405521,4.327029,93.738068,3.3193,0.134952,0.047271,0.293922,0.368861,0.279712,0.146327,0.146327,0.115284,0.219369,8.5
2159.7,48.586586,3300.78125,122.821205,0.30679,8.685802,0.033566,2.454443,3.346359,93.646561,4.409049,4.324466,93.71376,3.307997,0.135029,0.047347,0.293124,0.368096,0.278933,0.149449,0.149449,0.11852,0.222223,8.5
2159.8,48.605602,3271.484375,122.448593,0.308141,8.68768,0.030292,2.446984,3.369792,93.640785,4.411743,4.322221,93.646904,3.299127,0.135041,0.04736,0.29441,0.369338,0.280172,0.153811,0.153811,0.12304,0.226212,8.5
2159.9,48.562057,3271.484375,121.2015,0.309242,8.686603,0.029326,2.442008,3.402571,93.690376,4.414157,4.319719,93.458511,3.294453,0.134918,0.047236,0.295439,0.370349,0.281182,0.156721,0.156721,0.126056,0.228873,8.5
2160.0,48.5406,3271.484375,120.876236,0.309716,8.67974,0.03116,2.440604,3.431586,93.764046,4.415627,4.315948,93.434189,3.288004,0.134641,0.046959,0.295847,0.370788,0.281617,0.157542,0.157542,0.126907,0.229624,8.5
2160.1,48.544086,3295.898438,122.013725,0.30875,8.668781,0.035864,2.443867,3.461939,93.819008,4.415317,4.311732,93.437241,3.283093,0.134325,0.046643,0.294869,0.369906,0.280731,0.155633,0.155633,0.124929,0.227878,8.5
2160.2,48.624352,3305.664063,120.51432,0.308646,8.659362,0.041222,2.448266,3.476505,93.825935,4.413997,4.30866,93.440277,3.282193,0.13411,0.046428,0.294717,0.36981,0.280635,0.153061,0.153061,0.122263,0.225526,8.5
2160.3,48.590374,3300.78125,119.231277,0.310854,8.654914,0.045729,2.452329,3.504607,93.753052,4.412739,4.307576,93.449394,3.288728,0.134079,0.046398,0.296791,0.3718,0.282662,0.150685,0.150685,0.119801,0.223354,8.5
2160.4,48.635883,3291.015625,119.327728,0.31609,8.657387,0.04847,2.455259,3.505623,93.638062,4.410468,4.308689,93.564865,3.291603,0.134231,0.046549,0.301785,0.376545,0.287467,0.148971,0.148971,0.118025,0.221787,8.5
2160.5,48.621429,3300.78125,121.342339,0.322577,8.664689,0.049512,2.457663,3.497718,93.533905,4.405927,4.304652,93.53447,3.294704,0.134478,0.046797,0.308003,0.382416,0.29342,0.147565,0.147565,0.116568,0.220501,8.5
2160.6,48.539227,3305.664063,121.473228,0.328304,8.673347,0.049338,2.45973,3.473337,93.507278,4.399997,4.285173,93.479774,3.297691,0.134742,0.047061,0.313517,0.387601,0.298675,0.146357,0.146357,0.115315,0.219396,8.5
2160.7,48.665333,3305.664063,120.851616,0.333208,8.681685,0.048902,2.462392,3.442516,93.573906,4.392635,4.251761,93.482811,3.301614,0.134977,0.047295,0.318249,0.392,0.303176,0.1448,0.1448,0.113702,0.217972,8.5
2160.8,48.54641,3281.25,121.223923,0.337131,8.688439,0.048479,2.465101,3.397507,93.708694,4.382417,4.210678,93.488892,3.299599,0.135142,0.047461,0.322028,0.395495,0.306779,0.143216,0.143216,0.11206,0.216524,8.5
2160.9,48.617851,3305.664063,120.855904,0.340025,8.692353,0.047765,2.466186,3.362446,93.884415,4.370962,4.165873,93.400772,3.286153,0.135183,0.047501,0.324802,0.398059,0.309436,0.142582,0.142582,0.111403,0.215944,8.5
2161.0,48.657375,3305.664063,120.194542,0.341111,8.691056,0.04735,2.466074,3.360052,94.037476,4.361797,4.127388,93.33696,3.268132,0.135049,0.047367,0.32582,0.399017,0.310433,0.142647,0.142647,0.11147,0.216003,8.5
2161.1,48.585365,3310.546875,118.70623,0.340129,8.683728,0.047269,2.464477,3.371039,94.137741,4.35575,4.108764,93.309616,3.247807,0.134776,0.047094,0.324839,0.398133,0.309532,0.143581,0.143581,0.112438,0.216857,8.5
2161.2,48.534756,3320.3125,120.504082,0.337338,8.673481,0.048154,2.464686,3.352799,94.167244,4.35294,4.113486,93.185028,3.231628,0.134465,0.046784,0.322119,0.395644,0.30697,0.143458,0.143458,0.112311,0.216745,8.5
2161.3,48.683392,3310.546875,121.964027,0.333531,8.663718,0.047877,2.463769,3.333878,94.152702,4.354235,4.136462,93.145523,3.225266,0.134216,0.046534,0.31844,0.392259,0.303474,0.143994,0.143994,0.112867,0.217236,8.5
2161.4,48.714451,3291.015625,124.52243,0.334548,8.657391,0.046474,2.463478,3.302276,94.098907,4.358799,4.170826,93.142479,3.232474,0.134148,0.046466,0.319379,0.393087,0.304415,0.144165,0.144165,0.113044,0.217391,8.5
