DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDPT,HDP4,HDP5,HDP6,HVOL,AVOL,BIT
-7.6,,,,,,,,,,,,,,,,,,,,,
-7.5,,,,,,,,,,,,,,,,,,,,,
-7.4,,,,,,,,,,,,,,,,,,,,,
-7.3,,,,,,,,,,,,,,,,,,,,,
-7.2,,,,,,,,,,,,,,,,,,,,,
-7.1,,,,,,,,,,,,,,,,,,,,,
-7.0,,,,,,,,,,,,,,,,,,,,,
-6.9,,,,,,,,,,,,,,,,,,,,,
-6.8,,,,,,,,,,,,,,,,,,,,,
-6.7,,,,,,,,,,,,,,,,,,,,,
-6.6,,,,,,,,,,,,,,,,,,,,,
-6.5,,,,,,,,,,,,,,,,,,,,,
-6.4,,,,,,,,,,,,,,,,,,,,,
-6.3,,,,,,,,,,,,,,,,,,,,,
-6.2,,,,,,,,,,,,,,,,,,,,,
-6.1,,,,,,,,,,,,,,,,,,,,,
-6.0,,,,,,,,,,,,,,,,,,,,,
-5.9,,,,,,,,,,,,,,,,,,,,,
-5.8,,,,,,,,,,,,,,,,,,,,,
-5.7,,,,,,,,,,,,,,,,,,,,,
-5.6,,,,,,,,,,,,,,,,,,,,,
-5.5,,,,,,,,,,,,,,,,,,,,,
-5.4,,,,,,,,,,,,,,,,,,,,,
-5.3,,,,,,,,,,,,,,,,,,,,,
-5.2,,,,,,,,,,,,,,,,,,,,,
-5.1,,,,,,,,,,,,,,,,,,,,,
-5.0,,,,,,,,,,,,,,,,,,,,,
-4.9,,,,,,,,,,,,,,,,,,,,,
-4.8,,,,,,,,,,,,,,,,,,,,,
-4.7,,,,,,,,,,,,,,,,,,,,,
-4.6,,,,,,,,,,,,,,,,,,,,,
-4.5,,,,,,,,,,,,,,,,,,,,,
-4.4,,,,,,,,,,,,,,,,,,,,,
-4.3,,,,,,,,,,,,,,,,,,,,,
-4.2,,,,,,,,,,,,,,,,,,,,,
-4.1,,,,,,,,,,,,,,,,,,,,,
-4.0,,,,,,,,,,,,,,,,,,,,,
-3.9,,,,,,,,,,,,,,,,,,,,,
-3.8,,,,,,,,,,,,,,,,,,,,,
-3.7,,,,,,,,,,,,,,,,,,,,,
-3.6,,,,,,,,,,,,,,,,,,,,,
-3.5,,,,,,,,,,,,,,,,,,,,,
-3.4,,,,,,,,,,,,,,,,,,,,,
-3.3,,,,,,,,,,,,,,,,,,,,,
-3.2,,,,,,,,,,,,,,,,,,,,,
-3.1,,,,,,,,,,,,,,,,,,,,,
-3.0,,,,,,,,,,,,,,,,,,,,,
-2.9,,,,,,,,,,,,,,,,,,,,,
-2.8,,,,,,,,,,,,,,,,,,,,,
-2.7,,,,,,,,,,,,,,,,,,,,,
-2.6,,,,,,,,,,,,,,,,,,,,,
-2.5,,,,,,,,,,,,,,,,,,,,,
-2.4,,,,,,,,,,,,,,,,,,,,,
-2.3,,,,,,,,,,,,,,,,,,,,,
-2.2,,,,,,,,,,,,,,,,,,,,,
-2.1,,,,,,,,,,,,,,,,,,,,,
-2.0,,,,,,,,,,,,,,,,,,,,,
-1.9,,,,,,,,,,,,,,,,,,,,,
-1.8,,,,,,,,,,,,,,,,,,,,,
-1.7,,,,,,,,,,,,,,,,,,,,,
-1.6,,,,,,,,,,,,,,,,,,,,,
-1.5,,,,,,,,,,,,,,,,,,,,,
-1.4,,,,,,,,,,,,,,,,,,,,,
-1.3,,,,,,,,,,,,,,,,,,,,,
-1.2,,,,,,,,,,,,,,,,,,,,,
-1.1,,,,,,,,,,,,,,,,,,,,,
-1.0,,,,,,,,,,,,,,,,,,,,,
-0.9,,,,,,,,,,,,,,,,,,,,,
-0.8,,,,,,,,,,,,,,,,,,,,,
-0.7,,,,,,,,,,,,,,,,,,,,,
-0.6,,,,,,,,,,,,,,,,,,,,,
-0.5,,,,,,,,,,,,,,,,,,,,,
-0.4,,,,,,,,,,,,,,,,,,,,,
-0.3,,,,,,,,,,,,,,,,,,,,,
-0.2,,,,,,,,,,,,,,,,,,,,,
-0.1,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,
0.1,,,,,,,,,,,,,,,,,,,,,12.25
0.2,,,,,,,,,,,,,,,,,,,,,12.25
0.3,,,,,,,,,,,,,,,,,,,,,12.25
0.4,,,,,,,,,,190.334819,,,,,,,,,,,12.25
0.5,,,,,,,,,,185.199336,,,,,,,,,,,12.25
0.6,,,,,,,,,,171.499638,,,,,,,,,,,12.25
0.7,,,,,,,,,,154.764317,,,,,,,,,,,12.25
0.8,,,,,,,,,,138.582273,,,,,,,,,,,12.25
0.9,,,,,,,,,,121.02682,,,,,,,,,,,12.25
1.0,,,,,,,,,,99.567706,,,,,,,,,,,12.25
1.1,,,,,,,,,,86.429971,,,,,,,,,,,12.25
1.2,,,,,,,,,,76.057416,,,,,,,,,,,12.25
1.3,,,,,,,,,,74.326556,,,,,,,,,,,12.25
1.4,,,,,,,,,,72.788672,,,,,,,,,,,12.25
1.5,,,,,,,,,,70.641298,,,,,,,,,,,12.25
1.6,,,,,,,,,,67.789077,,,,,,,,,,,12.25
1.7,,,,,,,,,,64.620212,,,,,,,,,,,12.25
1.8,,,,,,,,,,61.114076,,,,,,,,,,,12.25
1.9,,,,,,,,,,57.904717,,,,,,,,,,,12.25
2.0,,,,,,,,,,56.664805,,,,,,,,,,,12.25
2.1,,,,,,,,,,58.285945,,,,,,,,,,,12.25
2.2,,,,,,,,,,62.545058,,,,,,,,,,,12.25
2.3,,,,,,,,,,69.229411,,,,,,,,,,,12.25
2.4,,,,,,,,,,76.852051,,,,,,,,,,,12.25
2.5,,,,,,,,,,83.78445,,,,,,,,,,,12.25
2.6,,,,,,,,,,89.204867,,,,,,,,,,,12.25
2.7,,,,,,,,,,92.702424,,,,,,,,,,,12.25
2.8,,,,,,,,,,94.767974,,,,,,,,,,,12.25
2.9,,,,,,,,,,96.266946,,,,,,,,,,,12.25
3.0,,,,,,,,,,97.243196,,,,,,,,,,,12.25
3.1,,,,,,,,,,97.733196,,,,,,,,,,,12.25
3.2,,,,,,,,,,97.858364,,,,,,,,,,,12.25
3.3,,,,,,,,,,97.761466,,,,,,,,,,,12.25
3.4,,,,,,,,,,97.46702,,,,,,,,,,,12.25
3.5,,,,,,,,,,97.305762,,,,,,,,,,,12.25
3.6,,,,,,,,,,97.111341,,,,,,,,,,,12.25
3.7,,,,,,,,,,97.308241,,,,,,,,,,,12.25
3.8,,,,,,,,,,97.642289,,,,,,,,,,,12.25
3.9,,,,,,,,,,98.374004,,,,,,,,,,,12.25
4.0,,,,,,,,,,99.609982,,,,,,,,,,,12.25
4.1,,,,,,,,,,101.72356,,,,,,,,,,,12.25
4.2,,,,,,,,,,104.375532,,,,,,,,,,,12.25
4.3,,,,,,,,,,107.717046,,,,,,,,,,,12.25
4.4,,,,,,,,,,111.630027,,,,,,,,,,,12.25
4.5,,,,,,,,,,116.047553,,,,,,,,,,,12.25
4.6,,,,,,,,,,120.826881,,,,,,,,,,,12.25
4.7,,,,,,,,,,125.88289,,,,,,,,,,,12.25
4.8,,,20.434045,,,,,,,131.358018,,,,,,,,,,,12.25
4.9,,,20.072865,,,,,,,136.912661,,,,,,,,,,,12.25
5.0,,,19.63702,,,,,,,142.48563,,,,,,,,,,,12.25
5.1,,,19.724706,,,,,,,148.544081,,,,,,,,,,,12.25
5.2,,,20.132064,,,,,,,155.006818,,,,,,,,,,,12.25
5.3,,,21.174117,,,,,,,161.254734,,,,,,,,,,,12.25
5.4,,,22.00299,,,,,,,167.120028,,,,,,,,,,,12.25
5.5,,,22.852955,,,,,,,172.499285,,,,,,,,,,,12.25
5.6,,,22.935476,,,,,,,176.682343,,,,,,,,,,,12.25
5.7,29.129626,,23.21914,,,,,,,179.935153,,,,,,,,,,,12.25
5.8,29.13583,,23.844976,,,,,,,182.55851,,,,,,,,,,,12.25
5.9,29.120632,,25.333216,,,,,,,184.892674,,,,,,,,,,,12.25
6.0,29.12311,,27.615365,,,,,,,186.841086,,,,,,,,,,,12.25
6.1,29.118411,,30.581711,,,,,,,188.546165,,,,,,,,,,,12.25
6.2,29.107006,,33.514915,,,,,,,189.959598,,,,,,,,,,,12.25
6.3,29.159336,,36.534432,,,,,,,191.038834,,,,,,,,,,,12.25
6.4,29.118583,,38.373965,,,,,,,191.874829,,,,,,,,,,,12.25
6.5,29.167509,,38.710115,,,,,,,192.595186,,,,,,,,,,,12.25
6.6,29.164814,,37.345202,,,,,,,193.145443,,,,,,,,,,,12.25
6.7,29.133084,,35.079352,,,,,,,193.665097,,,,,,,,,,,12.25
6.8,29.167055,,31.783166,0.975495,,,,,,194.212039,,,,,,,,,,,12.25
6.9,29.182551,,29.285726,0.839061,,,,,,194.725625,,,,,,,,,,,12.25
7.0,29.126117,,27.910032,0.72004,,,,,,195.072276,,,,,,,,,,,12.25
7.1,29.157015,,28.102199,0.632844,,,,,,195.458144,,,,,,,,,,,12.25
7.2,29.165513,,28.304459,0.603239,,,,,,195.774272,,,,,,,,,,,12.25
7.3,29.163263,,28.893998,0.61108,,,,,,195.996228,,,,,,,,,,,12.25
7.4,29.160671,,29.129801,0.641158,,,,,,196.230189,,,,,,,,,,,12.25
7.5,29.180667,,29.392545,0.653927,,,,,,196.579478,,,,,,,,,,,12.25
7.6,29.173672,,28.79171,0.647258,,,,,,196.889473,,,,,,,,,,,12.25
7.7,29.171072,,28.873777,0.632932,,,,,,197.159978,,,,,,,,,,,12.25
7.8,29.158241,,28.286564,0.630911,,,,,,197.451681,,,,,,,,,,,12.25
7.9,29.187837,,27.483637,0.639254,,,,,,197.840488,,,,,,,,,,,12.25
8.0,29.174456,,25.749014,0.648298,,,,,,198.214275,,,,,,,,,,,12.25
8.1,29.165062,,24.732544,0.652168,,,,,,198.521287,,,,,,,,,,,12.25
8.2,29.176179,,24.083112,0.641475,,,,,,199.004174,,,,,,,,,,,12.25
8.3,29.148279,,23.948489,0.607737,,,,,,199.520713,,,,,,,,,,,12.25
8.4,29.162196,,24.233543,0.559292,,,,,,199.870395,,,,,,,,,,,12.25
8.5,29.220402,,24.780074,0.519071,,,,,,200.274478,,,,,,,,,,,12.25
8.6,29.15977,,25.442902,0.503799,,,,,,200.748424,,,,,,,,,,,12.25
8.7,29.178255,,25.243947,0.508746,,,,,,201.173909,,,,,,,,,,,12.25
8.8,29.181169,,25.324173,0.533247,,,,,,201.608422,,,,,,,,,,,12.25
8.9,29.224239,,25.532657,0.570644,1.564866,,,,,202.097573,,,,,,,,,0.004382,0.0,12.25
9.0,29.156649,,26.242606,0.621287,1.564866,,,,,202.686955,,,,,,,,,0.004382,0.0,12.25
9.1,29.142297,,26.400632,0.666159,1.564866,,,,,203.282529,,,,,,,,,0.004382,0.0,12.25
9.2,29.193826,,26.50115,0.718473,1.564864,,,,,203.960043,,,,,,,,,0.004382,0.0,12.25
9.3,29.161547,,26.174401,0.76086,1.564843,,,,,204.774229,,,,,,,,,0.004382,0.0,12.25
9.4,29.186294,,25.803115,0.794561,1.564817,,,,,205.703924,,,,,,,,,0.004382,0.0,12.25
9.5,29.22267,,25.401968,0.790022,1.564812,,,,,206.554867,,,,,,,,,0.004382,0.0,12.25
9.6,29.150545,,25.198092,0.761704,1.564811,-1.224842,1.825475,13.127094,,207.481567,,,,,,,,,0.004382,0.0,12.25
9.7,29.22259,,24.835887,0.718554,1.564836,-1.221933,1.8342,13.13423,,208.423565,,,,,,,,,0.004382,0.0,12.25
9.8,29.20144,,24.733009,0.696495,1.564837,-1.221009,1.836973,13.135631,,209.144046,,,,,,,,,0.004382,0.0,12.25
9.9,29.189266,,24.847289,0.703014,1.564852,-1.220851,1.837446,13.164878,,209.791381,,,,,,,,,0.004382,0.0,12.25
10.0,29.22068,,25.265158,0.734793,1.564847,-1.222713,1.831861,13.230664,,210.426486,,,,,,,,,0.004382,0.0,12.25
10.1,29.219444,,25.696545,0.777325,1.564843,-1.225497,1.823509,13.276939,,211.037315,,,,,,,,,0.004382,0.0,12.25
10.2,29.173667,,26.13847,0.813168,1.564828,-1.215052,1.854843,13.311609,,211.541874,,,,,,,,,0.004382,0.0,12.25
10.3,29.22176,,26.069394,0.83567,1.564814,-1.176848,1.969457,13.186976,,212.009882,,,,,,,,,0.004382,0.0,12.25
10.4,29.179681,,25.263044,0.831918,1.564831,-1.137826,2.086523,12.933857,,212.332197,,,,,,,,,0.004382,0.0,12.25
10.5,29.165932,,23.790507,0.822749,1.564857,-1.112998,2.161007,12.688345,,212.378157,,,,,,,,,0.004382,0.0,12.25
10.6,29.178503,,22.996358,0.81057,1.564855,-0.619853,3.64044,12.559103,,212.387317,,,,,,,,,0.004382,0.0,12.25
10.7,29.189979,,23.294,0.797748,1.564821,-0.446761,4.159719,12.534816,,212.259895,,,,,,,,,0.004382,0.0,12.25
10.8,29.192644,,25.242569,0.758218,1.564815,-0.378379,4.364863,12.658418,,212.171706,,,,,,,,,0.004382,0.0,12.25
10.9,29.248127,,27.577813,0.695564,1.56484,-0.479226,4.062324,13.008703,,212.007716,,,,,,,,,0.004382,0.0,12.25
11.0,29.205314,,29.825634,0.611743,1.56486,-0.679947,3.46016,13.400149,,211.907363,,,,,,,,,0.004382,0.0,12.25
11.1,29.213261,,31.815276,0.521844,1.564862,-0.951382,2.645855,13.631564,,211.794922,,,,,,,,,0.004382,0.0,12.25
11.2,29.209314,,33.021068,0.423487,1.564819,-1.169326,1.992022,13.679997,,211.667333,,,,,,,,,0.004382,0.0,12.25
11.3,29.158322,,33.111783,0.32923,1.564814,-1.319191,1.542427,13.619145,,211.47295,,,,,,,,,0.004382,0.0,12.25
11.4,29.22692,,32.650227,0.249576,1.564804,-1.392263,1.323212,13.406511,,211.348267,,,,,,,,,0.004382,0.0,12.25
11.5,29.170281,,32.441939,0.194655,1.564827,-1.439003,1.182991,13.126304,,211.238841,,,,,,,,,0.004382,0.0,12.25
11.6,29.216606,,31.913273,0.170446,1.564814,-1.463317,1.11005,12.979466,,211.16587,,,,,,,,,0.004382,0.0,12.25
11.7,29.234024,,30.435635,0.206498,1.56482,-1.467898,1.096306,13.041343,,211.117207,,,,,,,,,0.004382,0.0,12.25
11.8,29.219729,,28.344839,0.317468,1.56483,-1.457292,1.128123,13.266735,,211.229433,,,,,,,,,0.004382,0.0,12.25
11.9,29.227746,,26.548049,0.491025,1.564834,-1.435339,1.193982,13.476886,,211.326698,,,,,,,,,0.004382,0.0,12.25
12.0,29.225913,,24.862578,0.664103,1.56482,-1.4106,1.2682,13.581772,,211.499799,,,,,,,,,0.004382,0.0,12.25
12.1,29.233143,,23.247013,0.802148,1.564805,-1.39208,1.323761,13.516337,,211.727631,,,,,,,,,0.004382,0.0,12.25
12.2,29.237587,,22.137125,0.878493,1.564804,-1.384057,1.347829,13.379406,,212.149751,,,,,,,,,0.004382,0.0,12.25
12.3,29.24685,,21.640413,0.903482,1.564803,-1.382441,1.352676,13.155565,,212.465934,,,,,,,,,0.004382,0.0,12.25
12.4,29.242398,,21.514813,0.890619,1.564803,-1.383278,1.350166,13.019564,,212.957934,,,,,,,,,0.004382,0.0,12.25
12.5,29.241708,,21.377819,0.865035,1.564801,-1.383736,1.348791,12.970772,,213.46844,,,,,,,,,0.004382,0.0,12.25
12.6,29.212416,,21.657335,0.844013,1.56481,-1.385334,1.343999,13.038913,,213.930389,,,,,,,,,0.004382,0.0,12.25
12.7,29.228988,,22.167175,0.825839,1.564808,-1.387331,1.338008,13.031406,,214.270883,,,,,,,,,0.004382,0.0,12.25
12.8,29.233772,,22.777813,0.801971,1.5648,-1.389156,1.332533,13.108351,,214.668863,,,,,,,,,0.004382,0.0,12.25
12.9,29.258632,,22.606422,0.779037,1.564793,-1.389861,1.330416,13.17425,,214.957705,,,,,,,,,0.004382,0.0,12.25
13.0,29.245478,,22.289837,0.763681,1.564809,-1.389072,1.332783,13.330242,,215.282777,,,,,,,,,0.004382,0.0,12.25
13.1,29.203491,,21.706287,0.787594,1.564817,-1.386909,1.339272,13.414633,,215.63525,,,,,,,,,0.004382,0.0,12.25
13.2,29.275767,,22.03484,0.818541,1.564832,-1.384612,1.346165,13.505754,,215.993825,,,,,,,,,0.004382,0.0,12.25
13.3,29.284495,,22.029804,0.864634,1.564836,-1.383768,1.348696,13.456944,,216.334181,,,,,,,,,0.004382,0.0,12.25
13.4,29.304716,,22.450332,0.876729,1.564852,-1.383647,1.349059,13.407896,,216.735196,,,,,,,,,0.004382,0.0,12.25
13.5,29.25679,,23.142163,0.893555,1.564839,-1.384407,1.34678,13.323142,,217.096851,,,,,,,,,0.004382,0.0,12.25
13.6,29.254584,,24.107545,0.878636,1.564829,-1.386132,1.341605,13.434288,,217.355286,,,,,,,,,0.004382,0.0,12.25
13.7,29.228029,,24.216211,0.877224,1.564813,-1.389812,1.330565,13.534354,,217.677287,,,,,,,,,0.004382,0.0,12.25
13.8,29.248832,,24.022271,0.857429,1.564788,-1.394506,1.316483,13.747195,,218.023677,,,,,,,,,0.004382,0.0,12.25
13.9,29.25642,,23.843349,0.880042,1.564789,-1.399408,1.301776,13.902343,,218.360985,,,,,,,,,0.004382,0.0,12.25
14.0,29.282207,,23.8427,0.922025,1.564798,-1.403384,1.289847,14.012946,,218.755962,,,,,,,,,0.004382,0.0,12.25
14.1,29.266673,,23.141867,1.001746,1.564815,-1.405735,1.282795,13.901333,,219.27541,,,,,,,,,0.004382,0.0,12.25
14.2,29.248257,,22.866005,1.045414,1.564811,-1.404935,1.285196,13.687763,,219.716141,,,,,,,,,0.004382,0.0,12.25
14.3,29.294847,,23.38559,1.063382,1.564817,-1.401283,1.296152,13.474579,,220.205307,,,,,,,,,0.004382,0.0,12.25
14.4,29.32009,,24.219305,1.025348,1.564816,-1.396653,1.310041,13.34021,,220.649016,,,,,,,,,0.004382,0.0,12.25
14.5,29.292499,,24.40705,0.967942,1.564811,-1.392115,1.323655,13.245054,,221.138201,,,,,,,,,0.004382,0.0,12.25
14.6,29.289337,,23.983829,0.861793,1.564805,-1.385367,1.3439,13.29461,,221.58796,,,,,,,,,0.004382,0.0,12.25
14.7,29.295703,,23.347611,0.767606,1.564807,-1.376096,1.371713,13.434712,,222.10143,,,,,,,,,0.004382,0.0,12.25
14.8,29.311399,,22.644738,0.69167,1.564819,-1.36292,1.411241,13.607119,,222.663519,,,,,,,,,0.004382,0.0,12.25
14.9,29.33675,,21.987797,0.671377,1.564825,-1.346239,1.461282,13.618919,,223.301562,,,,,,,,,0.004382,0.0,12.25
15.0,29.302402,,21.598417,0.672615,1.564825,-1.325178,1.524467,13.590502,,223.848645,,,,,,,,,0.004382,0.0,12.25
15.1,29.322601,,22.016633,0.702406,1.564812,-1.301176,1.596473,13.413552,,224.42594,,,,,,,,,0.004382,0.0,12.25
15.2,29.339294,,22.525124,0.731618,1.564807,-1.271022,1.686934,13.284653,,225.000256,,,,,,,,,0.004382,0.0,12.25
15.3,29.370334,,22.945939,0.753533,1.564803,-1.240988,1.777037,13.152591,,225.492639,,,,,,,,,0.004382,0.0,12.25
15.4,29.299676,,23.076153,0.738487,1.56479,-1.213871,1.858387,13.159779,,225.930315,,,,,,,,,0.004381,0.0,12.25
15.5,29.317418,,23.176259,0.709576,1.564779,-1.199467,1.901601,13.221206,,226.416431,,,,,,,,,0.004381,0.0,12.25
15.6,29.331878,,23.213304,0.676922,1.564773,-1.196512,1.910464,13.349402,55.250303,226.945112,,,,,,,,,0.004381,0.0,12.25
15.7,29.313648,,23.194051,0.671369,1.564798,-1.208464,1.874609,13.455056,55.264368,227.458682,,,,,,,,,0.004382,0.0,12.25
15.8,29.345595,,23.726297,0.669716,1.564811,-1.225979,1.822063,13.499458,55.29357,227.890258,,,,,,,,,0.004382,0.0,12.25
15.9,29.370849,,24.784979,0.671406,1.564813,-1.245654,1.763039,13.512609,55.338438,228.449229,,,,,,,,,0.004382,0.0,12.25
16.0,29.311402,,26.486515,0.654368,1.564799,-1.257068,1.728796,13.523502,55.40265,228.993179,,,,,,,,,0.004381,0.0,12.25
16.1,29.324308,,27.636577,0.632551,1.564773,-1.264617,1.70615,13.584745,55.46018,229.479458,,,,,,,,,0.004381,0.0,12.25
16.2,29.352516,,28.101871,0.597078,1.564755,-1.264877,1.705368,13.654992,55.520483,229.971731,,,,,,,,,0.004381,0.0,12.25
16.3,29.364725,,27.778255,0.566588,1.564752,-1.265965,1.702106,13.717114,55.573376,230.509518,,,,,,,,,0.004381,0.0,12.25
16.4,29.352445,,27.122485,0.539037,1.564757,-1.266033,1.7019,13.746019,55.613286,230.925958,,,,,,,,,0.004381,0.0,12.25
16.5,29.349156,,25.852579,0.515329,1.564789,-1.268091,1.695727,13.741175,55.634446,231.290662,,,,,,,,,0.004381,0.0,12.25
16.6,29.37892,,25.221388,0.481675,1.564775,-1.268522,1.694434,13.749261,55.642995,231.5946,,,,,,,,,0.004381,0.0,12.25
16.7,29.386012,,25.377588,0.45035,1.564786,-1.271659,1.685022,13.751909,55.657754,231.798336,,,,,,,,,0.004382,0.0,12.25
16.8,29.384234,,25.752783,0.4404,1.564792,-1.274786,1.675642,13.732135,55.667008,232.047458,,,,,,,,,0.004382,0.0,12.25
16.9,29.390036,,25.834353,0.470768,1.564802,-1.277837,1.66649,13.696323,55.695575,232.241998,,,,,,,,,0.004382,0.0,12.25
17.0,29.365485,,26.625136,0.534506,1.564775,-1.280438,1.658686,13.694494,55.712771,232.430406,,,,,,,,,0.004381,0.0,12.25
17.1,29.388168,,27.08836,0.617793,1.564741,-1.283279,1.650162,13.650853,55.746408,232.600594,,,,,,,,,0.004381,0.0,12.25
17.2,29.427134,,27.254866,0.689599,1.564732,-1.28768,1.636959,13.611705,55.762215,232.792006,,,,,,,,,0.004381,0.0,12.25
17.3,29.424025,,26.319799,0.732384,1.564723,-1.290333,1.629,13.592373,55.785925,232.877217,,,,,,,,,0.004381,0.0,12.25
17.4,29.386661,,26.190341,0.73812,1.564723,-1.292007,1.62398,13.588777,55.801087,232.983561,,,,,,,,,0.004381,0.0,12.25
17.5,29.393373,,25.893595,0.730225,1.564718,-1.291204,1.626389,13.520148,55.810677,233.032214,,,,,,,,,0.004381,0.0,12.25
17.6,29.385344,,26.192077,0.708504,1.564733,-1.291904,1.624288,13.413979,55.83172,233.147613,,,,,,,,,0.004381,0.0,12.25
17.7,29.402988,,26.787329,0.682568,1.564735,-1.293293,1.620122,13.382406,55.839076,233.175093,,,,,,,,,0.004381,0.0,12.25
17.8,29.370292,,27.920105,0.6453,1.564729,-1.295787,1.612639,13.420094,55.866594,233.202436,,,,,,,,,0.004381,0.0,12.25
17.9,29.381775,,28.878065,0.612857,1.564729,-1.296558,1.610325,13.465567,55.879924,233.257092,,,,,,,,,0.004381,0.0,12.25
18.0,29.418762,,29.111419,0.584209,1.564737,-1.295399,1.613802,13.502124,55.914323,233.433217,,,,,,,,,0.004381,0.0,12.25
18.1,29.402342,,29.077107,0.572919,1.564734,-1.289631,1.631106,13.584361,55.937305,233.554819,,,,,,,,,0.004381,0.0,12.25
18.2,29.405331,,28.670137,0.579534,1.564728,-1.282273,1.65318,13.692435,55.972329,233.694568,,,,,,,,,0.004381,0.0,12.25
18.3,29.433465,,29.033698,0.600629,1.564707,-1.275338,1.673985,13.758541,55.998024,233.925418,,,,,,,,,0.004381,0.0,12.25
18.4,29.40894,,28.94599,0.615954,1.564698,-1.273986,1.678041,13.854144,56.028273,234.138133,,,,,,,,,0.004381,0.0,12.25
18.5,29.402778,,28.831913,0.619219,1.564682,-1.276851,1.669448,13.869592,56.05122,234.199071,,,,,,,,,0.004381,0.0,12.25
18.6,29.432392,,28.525,0.61539,1.564699,-1.28311,1.650671,13.905833,56.071029,234.299321,,,,,,,,,0.004381,0.0,12.25
18.7,29.423764,,28.667661,0.619924,1.564714,-1.287229,1.638313,13.821181,56.082178,234.408686,,,,,,,,,0.004381,0.0,12.25
18.8,29.430749,,29.078155,0.630232,1.56475,-1.289071,1.632787,13.73667,56.098366,234.436156,,,,,,,,,0.004381,0.0,12.25
18.9,29.44469,,29.211081,0.63721,1.564734,-1.287193,1.63842,13.681643,56.100199,234.427058,,,,,,,,,0.004381,0.0,12.25
19.0,29.450273,,29.167767,0.621386,1.564738,-1.287287,1.638139,13.781332,56.113708,234.496867,,,,,,,,,0.004381,0.0,12.25
19.1,29.46043,,28.895788,0.595363,1.564713,-1.285489,1.643533,13.897565,56.111449,234.572819,,,,,,,,,0.004381,0.0,12.25
19.2,29.434692,,28.599424,0.565841,1.564713,-1.28412,1.647639,13.979017,56.135924,234.673072,,,,,,,,,0.004381,0.0,12.25
19.3,29.489588,,28.037188,0.556971,1.564707,-1.280954,1.657138,13.964054,56.141191,234.785485,,,,,,,,,0.004381,0.0,12.25
19.4,29.473188,,27.756435,0.564151,1.564704,-1.278832,1.663504,13.863871,56.168605,234.949519,,,,,,,,,0.004381,0.0,12.25
19.5,29.432711,,27.936029,0.586379,1.564682,-1.274658,1.676027,13.696261,56.180075,235.080219,,,,,,,,,0.004381,0.0,12.25
19.6,29.488246,,28.429686,0.596756,1.564672,-1.270592,1.688223,13.483244,56.185609,235.174484,,,,,,,,,0.004381,0.0,12.25
19.7,29.469793,,28.778107,0.579886,1.564679,-1.268153,1.695542,13.377718,56.167261,235.268661,,,,,,,,,0.004381,0.0,12.25
19.8,29.454439,,28.924669,0.537702,1.564698,-1.268159,1.695523,13.419798,56.129544,235.335572,,,,,,,,,0.004381,0.0,12.25
19.9,29.503543,,28.896301,0.485837,1.564697,-1.268385,1.694844,13.543654,56.070418,235.432751,,,,,,,,,0.004381,0.0,12.25
20.0,29.482878,,28.927922,0.445192,1.564684,-1.268757,1.693728,13.729939,55.991438,235.502683,,,,,,,,,0.004381,0.0,12.25
20.1,29.479075,,28.88648,0.419765,1.564699,-1.270741,1.687776,13.87297,55.91282,235.581667,,,,,,,,,0.004381,0.0,12.25
20.2,29.51027,,28.721395,0.41802,1.564704,-1.274111,1.677666,14.02957,55.865669,235.642479,,,,,,,,,0.004381,0.0,12.25
20.3,29.470948,,28.932742,0.437942,1.564708,-1.277762,1.666715,14.049185,55.839377,235.739667,,,,,,,,,0.004381,0.0,12.25
20.4,29.51309,,28.846874,0.481374,1.564697,-1.282351,1.652947,14.008998,55.851259,235.794418,,,,,,,,,0.004381,0.0,12.25
20.5,29.501318,,28.710533,0.531417,1.564694,-1.28689,1.639331,13.827627,55.881066,235.821793,,,,,,,,,0.004381,0.0,12.25
20.6,29.521906,,27.837088,0.577588,1.564696,-1.291585,1.625244,13.711696,55.937117,235.99785,,,,,,,,,0.004381,0.0,12.25
20.7,29.485459,,27.305847,0.613214,1.564681,-1.293849,1.618454,13.529583,56.111858,236.158955,,,,,,,,,0.004381,0.0,12.25
20.8,29.515071,,26.742763,0.635679,1.564682,-1.296603,1.61019,13.442603,56.320302,236.356424,,,,,,,,,0.004381,0.0,12.25
20.9,29.511056,,26.597584,0.649209,1.564676,-1.298438,1.604685,13.400983,56.579486,236.60251,,,,,,,,,0.004381,0.0,12.25
21.0,29.507003,,25.97726,0.653088,1.564693,-1.300509,1.598472,13.452093,56.697799,237.039876,,,,,,,,,0.004381,0.0,12.25
21.1,29.528969,,26.506274,0.66962,1.564696,-1.300361,1.598917,13.480435,56.707688,237.310493,,,,,,,,,0.004381,0.0,12.25
21.2,29.547183,,26.909387,0.688323,1.564699,-1.300618,1.598145,13.478499,56.473121,237.7661,,,,,,,,,0.004381,0.0,12.25
21.3,29.49409,,27.369787,0.703305,1.564687,-1.300407,1.59878,13.526568,56.151945,238.240111,,,,,,,,,0.004381,0.0,12.25
21.4,29.531278,,27.238586,0.690807,1.564677,-1.300784,1.597648,13.58155,55.785676,238.808261,,,,,,,,,0.004381,0.0,12.25
