DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDPT,HDP4,HDP5,HDP6,HVOL,AVOL,BIT
1156.6,40.869845,2193.980185,106.699873,0.395594,8.470467,0.072156,2.281191,2.94925,109.23756,108.564534,1.092518,13.699032,15.529995,16.884658,37.56787,18.745346,22.626411,25.650576,0.128584,0.040902,8.5
1156.7,40.87546,2214.783955,107.652209,0.392792,8.489482,0.074505,2.283024,2.913594,109.319917,108.666661,1.113533,13.405612,15.183726,16.498314,36.549971,18.302738,22.062459,24.988828,0.129202,0.04152,8.5
1156.8,40.901145,2241.210938,109.70752,0.384336,8.514377,0.072428,2.281668,2.871868,109.373405,108.676158,1.12704,14.368214,16.259987,17.657607,38.925846,19.574756,23.565281,26.667984,0.130062,0.04238,8.5
1156.9,40.870395,2247.061883,111.83436,0.376177,8.550274,0.065084,2.271904,2.855854,109.36977,108.670191,1.137668,14.140831,16.029597,17.426941,38.748512,19.346149,23.348928,26.467657,0.131295,0.043614,8.5
1157.0,40.846155,2224.520482,113.844198,0.375363,8.598109,0.059856,2.265758,2.86017,109.30387,108.816634,1.15054,12.713568,14.448517,15.734776,35.421224,17.504802,21.207596,24.101701,0.132754,0.045072,8.5
1157.1,40.851653,2218.941042,115.087473,0.371327,8.638121,0.06001,2.26752,2.876819,109.115492,108.977173,1.124274,13.572164,15.455755,16.854572,38.323696,18.782445,22.825186,25.992968,0.133686,0.046004,8.5
1157.2,40.801021,2226.5625,114.176916,0.357457,8.650712,0.064117,2.27978,2.890076,108.83613,108.759552,1.088656,14.405251,16.401078,17.882992,40.633327,19.925077,24.206276,27.560062,0.13391,0.046229,8.5
1157.3,40.891221,2226.5625,112.282371,0.34185,8.651119,0.066824,2.289201,2.893816,108.676593,108.17907,1.059092,14.316694,16.239441,17.662705,39.43016,19.618491,23.700775,26.884081,0.13395,0.046268,8.5
1157.4,40.809468,2230.230807,109.675094,0.337683,8.653022,0.06769,2.287601,2.890281,108.800635,107.67747,1.079179,14.327678,16.150544,17.492903,37.869454,19.328846,23.132725,26.076053,0.133864,0.046182,8.5
1157.5,40.86481,2218.609091,110.074972,0.350772,8.632571,0.067967,2.275137,2.886677,109.070667,107.531879,1.140515,14.013062,15.703425,16.942176,35.604182,18.628948,22.09961,24.765671,0.13276,0.045078,8.5
1157.6,40.881986,2197.265625,111.300542,0.367644,8.568535,0.068211,2.262007,2.891368,109.09879,107.775228,1.166953,14.047034,15.70659,16.920509,35.164215,18.570682,21.957045,24.551117,0.130362,0.04268,8.5
1157.7,40.866785,2197.265625,112.901049,0.386204,8.464236,0.067231,2.258726,2.909748,108.639796,108.090054,1.138901,13.694164,15.346991,16.558288,34.813469,18.207742,21.601823,24.209217,0.127195,0.039513,8.5
1157.8,40.905862,2197.265625,114.307592,0.407424,8.3701,0.063367,2.261883,2.926631,108.011262,108.387885,1.071618,14.298495,16.109402,17.44239,37.667356,19.264811,23.038388,25.956418,0.124898,0.037216,8.5
1157.9,40.807746,2200.414992,112.459928,0.42065,8.335898,0.060676,2.269043,2.920051,107.794005,108.482453,1.044804,14.695426,16.649865,18.095216,40.169248,20.079637,24.21608,27.437046,0.12438,0.036699,8.5
1158.0,40.86047,2221.484635,112.068857,0.421043,8.343131,0.062121,2.273428,2.917816,108.223854,108.263875,1.084021,13.667337,15.543555,16.935371,38.270588,18.851686,22.863896,26.002615,0.124767,0.037085,8.5
1158.1,40.839032,2205.116284,110.782079,0.407606,8.364259,0.06558,2.27059,2.921611,108.955786,107.859397,1.146261,13.221599,15.052527,16.411933,37.265459,18.285114,22.211909,25.287818,0.125349,0.037667,8.5
1158.2,40.853627,2207.03125,107.312596,0.389929,8.378377,0.067441,2.266352,2.945848,109.273236,107.551442,1.168604,12.742933,14.496669,15.797954,35.738406,17.590032,21.343479,24.280877,0.125653,0.037972,8.5
1158.3,40.863795,2203.817465,105.243365,0.373186,8.382559,0.065162,2.262771,2.980851,108.816316,107.448126,1.120542,12.622794,14.336249,15.605905,35.033286,17.35225,21.002758,23.853756,0.125799,0.038118,8.5
1158.4,40.856687,2207.03125,105.450991,0.35626,8.38916,0.065878,2.269104,3.005648,108.029598,107.39027,1.078889,13.796304,15.626548,16.979706,37.63622,18.837113,22.707358,25.719866,0.126011,0.038329,8.5
1158.5,40.870326,2190.82815,107.344012,0.343371,8.395606,0.072958,2.281152,3.008154,107.71427,107.432434,1.112566,14.664314,16.532376,17.908187,38.809942,19.790092,23.689893,26.708007,0.126116,0.038434,8.5
1158.6,40.864511,2195.627971,108.178064,0.336102,8.392607,0.080642,2.283669,2.951985,108.285865,107.45121,1.20097,14.756694,16.539866,17.846833,37.57449,19.626747,23.289868,26.104427,0.125937,0.038255,8.5
1158.7,40.871268,2228.233451,107.908199,0.336691,8.382569,0.084358,2.274117,2.872603,109.43322,107.553193,1.292105,13.656518,15.228303,16.375435,33.559015,17.931633,21.114917,23.545239,0.12568,0.037999,8.5
1158.8,40.890181,2235.495365,106.153121,0.345359,8.378062,0.081621,2.257152,2.833463,110.399128,107.68608,1.290744,13.538747,15.09077,16.223086,33.192112,17.758702,20.898326,23.294062,0.125626,0.037944,8.5
1158.9,40.888152,2201.893264,105.796835,0.356824,8.380822,0.07923,2.252118,2.835546,110.755662,107.800514,1.168646,15.077967,16.849818,18.14528,37.642215,19.905556,23.515486,26.278911,0.12572,0.038039,8.5
1159.0,40.859254,2195.785441,106.433068,0.358632,8.384253,0.078487,2.256845,2.822807,110.651274,107.85722,1.034757,16.411461,18.372882,19.809065,41.50665,21.76318,25.779085,28.860086,0.125824,0.038143,8.5
1159.1,40.85623,2195.415696,106.158486,0.345016,8.388108,0.074243,2.256368,2.782613,110.420007,107.912892,0.981872,14.776924,16.492098,17.744809,36.625299,19.445382,22.92769,25.589276,0.12595,0.038269,8.5
1159.2,40.812429,2191.517827,105.331834,0.330522,8.392816,0.065876,2.248081,2.7687,110.18599,107.925277,0.997052,14.580131,16.124006,17.24311,33.891887,18.751924,21.808481,24.11842,0.126106,0.038424,8.5
1159.3,40.885048,2207.373308,102.975339,0.333235,8.400124,0.060113,2.242589,2.810281,109.947306,108.051859,1.020074,15.793656,17.314085,18.408221,34.474295,19.873681,22.811896,25.008395,0.126406,0.038724,8.5
1159.4,40.831854,2207.906997,102.243191,0.353329,8.41477,0.063354,2.247264,2.878669,109.801297,108.111301,1.009178,16.059974,17.574938,18.663519,34.594608,20.119573,23.03274,25.205647,0.126864,0.039183,8.5
1159.5,40.804709,2208.592864,104.257014,0.376342,8.430367,0.071969,2.256044,2.924571,109.736275,107.99857,0.997118,14.675706,16.179111,17.266092,33.351037,18.728193,21.679352,23.901125,0.127384,0.039702,8.5
1159.6,40.884515,2231.445313,107.340523,0.388215,8.45379,0.077053,2.263719,2.909346,109.475141,107.71204,1.019286,14.399431,16.062178,17.276103,35.529506,18.923422,22.294761,24.870014,0.128289,0.040607,8.5
1159.7,40.91186,2214.812223,108.427601,0.383693,8.495267,0.074303,2.271904,2.86088,108.881906,107.15539,1.053161,14.212959,16.014886,17.341442,37.519938,19.155304,22.911929,25.817499,0.129502,0.04182,8.5
1159.8,40.938826,2210.140888,106.853205,0.367985,8.527085,0.067064,2.279589,2.810351,108.267145,106.603485,1.057122,16.286275,18.451533,20.052705,44.530401,22.250955,26.832749,30.400191,0.130214,0.042533,8.5
1159.9,40.851979,2208.805397,103.486199,0.350264,8.533965,0.059416,2.278388,2.764233,108.147902,106.082582,1.056891,15.125607,17.145013,18.638939,41.486387,20.690712,24.969697,28.303398,0.130312,0.04263,8.5
1160.0,40.879034,2207.03125,99.722174,0.33858,8.533708,0.053677,2.267803,2.750278,108.65224,105.822183,1.084567,13.774806,15.555507,16.868787,36.863574,18.66741,22.401971,25.298158,0.130389,0.042708,8.5
1160.1,40.902036,2207.03125,97.552634,0.338696,8.54421,0.051632,2.258553,2.780936,109.261388,105.800188,1.100368,13.513831,15.16879,16.383252,34.735651,18.039003,21.452481,24.079979,0.130878,0.043196,8.5
1160.2,40.91414,2203.031641,97.323695,0.347639,8.569715,0.052681,2.256888,2.823301,109.370321,105.90815,1.080442,14.368597,16.048498,17.276181,35.699953,18.943691,22.361197,24.975576,0.131716,0.044034,8.5
1160.3,40.913453,2210.352795,98.1839,0.355976,8.596427,0.054674,2.259028,2.866147,108.932846,106.246523,1.038727,15.05053,16.803089,18.083427,37.296339,19.821901,23.383078,26.10594,0.132386,0.044704,8.5
1160.4,40.941353,2205.278877,102.432226,0.359697,8.609814,0.056455,2.257711,2.882283,108.581324,106.623493,1.033572,15.140448,16.955674,18.285185,38.3455,20.094627,23.814712,26.66997,0.132768,0.045087,8.5
1160.5,40.856323,2200.578379,107.521772,0.359153,8.624405,0.060021,2.254435,2.883404,108.736113,107.031715,1.089067,14.66708,16.469331,17.792252,37.823588,19.596334,23.317083,26.18228,0.133303,0.045622,8.5
1160.6,40.905407,2197.265625,110.440751,0.353359,8.639933,0.065066,2.25371,2.891251,109.225453,107.314581,1.15477,14.18841,15.931971,17.211821,36.593084,18.957172,22.556826,25.328793,0.13331,0.045628,8.5
1160.7,40.87356,2200.566045,113.179322,0.342661,8.600023,0.068478,2.254751,2.893489,109.839196,107.552563,1.181812,14.513256,16.242884,17.509046,36.580307,19.231454,22.769991,25.483809,0.131527,0.043845,8.5
1160.8,40.909411,2200.445401,113.706294,0.331862,8.520148,0.068018,2.250064,2.876076,110.41931,107.820442,1.172765,16.098391,17.974306,19.344846,39.921322,21.205898,25.018495,27.933856,0.129278,0.041596,8.5
1160.9,40.900042,2198.951902,111.768937,0.329556,8.469119,0.065941,2.240272,2.841753,110.988959,108.136827,1.151788,16.067957,17.955097,19.334782,40.075476,21.209421,25.053609,27.996142,0.128099,0.040418,8.5
1161.0,40.83762,2201.194132,108.434974,0.33682,8.445578,0.065696,2.233878,2.820178,111.361351,108.423242,1.129116,14.271464,15.993524,17.255521,36.298375,18.97397,22.509873,25.226096,0.127425,0.039744,8.5
1161.1,40.918986,2172.851563,104.394733,0.347642,8.424704,0.066722,2.234399,2.823871,111.141668,108.624907,1.068392,14.798208,16.631785,17.978722,38.369377,19.816814,23.611804,26.537477,0.126866,0.039185,8.5
1161.2,40.936783,2197.265625,106.018537,0.357865,8.413789,0.0691,2.242155,2.829812,110.471431,108.695602,0.997708,16.129302,18.170985,19.673752,42.46569,21.728177,25.981773,29.270679,0.126742,0.03906,8.5
1161.3,40.879044,2197.265625,110.726503,0.361936,8.422544,0.074041,2.25215,2.820849,109.766217,108.642018,0.960664,17.001899,19.209883,20.838979,45.652468,23.070992,27.708213,31.306684,0.127075,0.039394,8.5
1161.4,40.897766,2197.265625,110.772228,0.35977,8.435449,0.078272,2.258302,2.808705,109.382055,108.437143,0.976681,14.773001,16.707522,18.135976,39.913633,20.094493,24.168074,27.33288,0.127409,0.039727,8.5
1161.5,40.87889,2213.344163,107.629321,0.355309,8.441952,0.075122,2.258164,2.79922,109.416146,108.229501,1.026817,15.526496,17.527176,19.002227,41.467058,21.021829,25.213322,28.462323,0.127588,0.039906,8.5
1161.6,40.915611,2223.523542,105.129512,0.351005,8.449385,0.064027,2.254348,2.798729,109.77865,108.100541,1.04787,16.709048,18.759869,20.265125,43.037074,22.317699,26.550451,29.809534,0.127933,0.040251,8.5
1161.7,40.907488,2200.659845,105.34026,0.351607,8.470669,0.050356,2.245269,2.756829,110.519486,108.045598,1.049827,18.193305,20.295648,21.830541,44.877483,23.913452,28.176329,31.432631,0.128742,0.041061,8.5
1161.8,40.871084,2192.382813,107.141197,0.356954,8.50556,0.041911,2.233864,2.706562,111.497022,107.954456,1.04743,16.872652,18.722731,20.067504,40.139408,21.885117,25.58172,28.38688,0.129771,0.042089,8.5
1161.9,40.926439,2189.230639,106.789265,0.366509,8.533053,0.040309,2.225247,2.697967,112.182553,107.705337,1.038045,16.406916,18.126521,19.371942,37.859295,21.049757,24.444514,27.006724,0.13041,0.042729,8.5
1162.0,40.892861,2220.987005,105.794999,0.375253,8.543184,0.040739,2.226994,2.729874,111.417898,107.219349,0.999463,16.138201,17.788737,18.98185,36.669476,20.586398,23.824067,26.260705,0.130718,0.043037,8.5
1162.1,40.924432,2219.911998,105.556989,0.373992,8.558075,0.042018,2.249855,2.795671,108.408756,106.775829,0.934356,16.821503,18.513265,19.734608,37.798053,21.375211,24.679582,27.161646,0.131366,0.043684,8.5
1162.2,40.937211,2222.987433,104.357837,0.36366,8.590262,0.04271,2.279844,2.836735,104.24535,106.275961,0.899144,18.491795,20.340034,21.673718,41.39396,23.464461,27.068828,29.774334,0.13248,0.044799,8.5
1162.3,40.915238,2222.221645,100.896204,0.355941,8.632586,0.04388,2.304484,2.843551,100.844741,105.821185,0.948657,18.337689,20.145731,21.449087,40.707719,23.197501,26.711607,29.345371,0.133764,0.046083,8.5
1162.4,40.89757,2192.382813,95.055458,0.35695,8.671036,0.045036,2.313245,2.822961,99.43413,105.408131,1.077072,19.339487,21.180048,22.503418,41.985762,24.274525,27.821178,30.469073,0.134798,0.047116,8.5
1162.5,40.88688,2189.352338,89.941473,0.354842,8.692613,0.046166,2.308216,2.811935,99.345367,104.955095,1.244163,16.576432,18.077075,19.152256,34.873489,20.586622,23.44464,25.567213,0.135344,0.047662,8.5
1162.6,40.941474,2221.113977,87.108009,0.338775,8.704951,0.050723,2.313404,2.841492,97.708616,104.657302,1.361784,15.163444,16.494215,17.445665,31.297345,18.712524,21.229175,23.09229,0.135739,0.048057,8.5
1162.7,40.938278,2198.898662,86.462258,0.306337,8.721154,0.057972,2.335835,2.918381,90.963518,104.31178,1.333059,17.783795,19.378705,20.520685,37.185777,22.043272,25.074277,27.32314,0.136438,0.048757,8.5
1162.8,40.913492,2191.865375,85.436186,0.266138,8.756784,0.066263,2.383581,3.040516,79.951499,104.046479,1.272553,12.883127,14.114293,14.999781,28.010332,16.185187,18.560021,20.333875,0.137777,0.050095,8.5
1162.9,40.926061,2187.5,82.751564,0.22753,8.811808,0.067528,2.452296,3.135119,68.845319,103.695644,1.30299,9.882526,10.944583,11.7154,23.187379,12.75583,14.86734,16.466123,0.139502,0.051821,8.5
1163.0,40.886752,2189.844564,80.562428,0.19575,8.861242,0.063393,2.522789,3.179315,62.354719,103.320354,1.436103,30.018138,33.696992,36.396966,77.238641,40.078417,47.669441,53.513753,0.140621,0.05294,8.5
1163.1,40.905268,2214.800048,79.385609,0.176056,8.854278,0.061263,2.5766,3.141473,62.817473,102.99739,2.269496,30.655427,34.818805,37.9042,85.252638,42.148488,51.022318,57.954152,0.139471,0.051789,8.5
1163.2,40.918311,2213.594861,78.766876,0.169465,8.769068,0.063388,2.599374,3.098635,66.567992,102.759791,5.261757,12.750499,14.576494,15.936894,36.959712,17.817303,21.778652,24.897575,0.136609,0.048928,8.5
1163.3,40.925087,2234.282491,76.067409,0.171905,8.694772,0.072455,2.60288,3.108344,69.487516,102.719614,12.483992,19.686287,22.421911,24.45377,55.727045,27.25449,33.128841,37.732872,0.135416,0.047734,8.5
1163.4,40.902393,2225.448605,71.917739,0.175088,8.72094,0.081471,2.606679,3.135193,70.377253,102.739369,17.153288,33.569353,37.881133,41.059167,89.252894,45.409289,54.433787,61.426007,0.136973,0.049291,8.5
1163.5,40.978528,2209.125879,70.340459,0.178962,8.800169,0.086365,2.604769,3.171824,71.55284,102.846759,11.138063,44.476708,49.803643,53.704972,112.405125,59.014317,69.929105,78.305823,0.139094,0.051412,8.5
1163.6,40.972266,2197.910043,73.972532,0.189305,8.841812,0.084879,2.570844,3.158036,75.81841,103.100991,6.847471,26.447308,29.524617,31.772613,65.637713,34.824823,41.076571,45.856189,0.139724,0.052042,8.5
1163.7,40.942473,2209.77025,82.003484,0.212372,8.809003,0.078815,2.499506,3.105322,84.089689,103.436053,8.543427,15.133794,16.800134,18.011804,36.152948,19.65007,22.983711,25.514877,0.137992,0.05031,8.5
1163.8,40.91469,2216.251012,89.033697,0.241952,8.723962,0.073973,2.424732,3.045679,93.223737,103.7686,11.215043,16.379855,17.986919,19.145028,36.272981,20.698158,23.818391,26.155883,0.135598,0.047917,8.5
1163.9,40.926246,2220.479394,92.304138,0.271536,8.689683,0.071237,2.370496,2.968982,100.214094,104.280259,8.730822,21.041173,22.73298,23.936232,41.347738,25.53081,28.675245,30.985223,0.135532,0.04785,8.5
1164.0,40.926967,2230.551446,93.097735,0.299563,8.737518,0.06986,2.336842,2.875325,104.562745,104.975389,4.299165,19.646809,20.903987,21.786499,34.227201,22.942236,25.179295,26.790623,0.13748,0.049799,8.5
1164.1,40.913021,2209.273993,90.758445,0.325897,8.822887,0.062838,2.306214,2.786662,106.55729,105.979978,2.276511,15.266576,16.143346,16.755659,25.300419,17.553817,19.087532,20.183761,0.140256,0.052575,8.5
1164.2,40.965757,2206.857436,88.793852,0.346127,8.913056,0.053558,2.277466,2.722612,107.671637,107.049486,1.72318,16.476539,17.48326,18.188362,28.113096,19.109875,20.887877,22.164222,0.142836,0.055155,8.5
1164.3,40.914547,2199.558114,87.560863,0.352361,8.960553,0.049588,2.26602,2.717831,108.564807,107.702738,1.477386,17.713537,18.939973,19.804505,32.129933,20.940979,23.153813,24.757718,0.143527,0.055845,8.5
1164.4,40.946995,2202.644334,86.095767,0.348856,8.937916,0.050119,2.266571,2.738641,109.788164,108.166345,1.24826,16.715538,18.011767,18.931293,32.214851,20.146997,22.535356,24.282902,0.142294,0.054613,8.5
1164.5,40.930714,2221.679688,86.637313,0.340883,8.880249,0.054672,2.267487,2.745398,111.521653,108.41324,1.108668,21.120976,22.77691,23.952395,40.946145,25.507443,28.56539,30.805119,0.140631,0.052949,8.5
1164.6,40.954803,2216.796875,86.608089,0.338406,8.836388,0.057922,2.257829,2.739006,113.441081,108.799171,1.084634,19.598922,21.047599,22.072396,36.748352,23.423842,26.068362,27.99524,0.139257,0.051575,8.5
1164.7,40.970839,2216.796875,86.958584,0.34165,8.797665,0.058209,2.240414,2.71559,114.874941,109.238564,1.081204,18.770057,20.124536,21.081399,34.747871,22.341707,24.803149,26.592988,0.1385,0.050819,8.5
1164.8,40.94359,2221.679688,86.309644,0.34317,8.806939,0.058442,2.227124,2.707706,115.490869,109.744382,1.036153,20.611018,22.144045,23.2289,38.751392,24.660013,27.46185,29.504449,0.139637,0.051956,8.5
1164.9,40.946302,2211.919839,83.907844,0.348268,8.891915,0.059715,2.227999,2.721112,115.321063,110.160678,0.964027,19.717295,21.364873,22.539206,39.579222,24.098491,27.182627,29.455461,0.142422,0.05474,8.5
1165.0,40.973622,2207.004582,81.167142,0.354809,8.977544,0.059666,2.23393,2.726782,114.713559,110.495326,0.897545,19.772056,21.634909,22.973332,42.677241,24.763394,28.344282,31.014809,0.14481,0.057129,8.5
1165.1,40.935212,2228.951968,79.587149,0.358737,9.02102,0.05437,2.23108,2.711906,113.82146,110.739566,0.876173,20.674002,22.762475,24.270766,46.628236,26.297492,30.381709,33.451253,0.145432,0.05775,8.5
1165.2,41.002145,2231.445313,81.841588,0.361456,8.990421,0.048516,2.224881,2.690887,112.903877,110.995025,0.862206,19.631203,21.688772,23.178945,45.363826,25.186456,29.248205,32.313751,0.143133,0.055452,8.5
1165.3,40.962985,2215.073805,87.299386,0.358023,8.834955,0.047737,2.223327,2.681205,112.201275,111.320039,0.866988,20.430179,22.558697,24.099533,46.997413,26.174415,30.369674,33.533768,0.137831,0.05015,8.5
1165.4,40.944591,2206.77519,90.628792,0.352721,8.663681,0.050928,2.225063,2.675335,111.882781,111.639565,0.896119,20.799241,22.922805,24.457646,47.206798,26.521512,30.685191,33.818101,0.133402,0.04572,8.5
1165.5,40.952837,2213.588034,89.394564,0.351656,8.593839,0.05434,2.226861,2.676874,111.871361,111.902081,0.933047,20.784958,22.847399,24.334855,46.309367,26.331101,30.346056,33.357356,0.131992,0.044311,8.5
1165.6,41.025291,2226.5625,87.547257,0.350144,8.583255,0.053482,2.225923,2.669042,111.891794,112.137382,0.954706,19.955306,21.882406,23.269455,43.696388,25.12755,28.853952,31.64041,0.131863,0.044181,8.5
1165.7,40.973225,2226.153419,87.738553,0.349131,8.587918,0.047713,2.222813,2.642997,111.855896,112.356567,0.942011,20.51611,22.475802,23.885187,44.591719,25.771842,29.551243,32.373971,0.132059,0.044378,8.5
1165.8,41.001975,2236.097988,89.126816,0.349653,8.596281,0.044145,2.224005,2.627208,111.863629,112.480403,0.908123,22.00206,24.158492,25.712296,48.597821,27.795834,31.980835,35.115318,0.132203,0.044521,8.5
1165.9,40.972535,2233.630938,90.134477,0.347256,8.588365,0.046682,2.226846,2.629036,112.103787,112.584601,0.878522,20.816439,22.985257,24.555304,47.885343,26.669568,30.944629,34.169053,0.131763,0.044082,8.5
1166.0,40.945956,2231.726783,89.910039,0.339675,8.56573,0.054358,2.230961,2.6386,112.414805,112.602866,0.863783,19.460483,21.591473,23.140255,46.273857,25.233393,29.489647,32.718935,0.131128,0.043447,8.5
1166.1,40.950326,2211.914063,88.812919,0.325223,8.553514,0.062005,2.235132,2.646463,112.500759,112.657782,0.873715,19.710819,21.962138,23.604154,48.247128,25.83041,30.38016,33.850394,0.130929,0.043247,8.5
1166.2,41.001469,2211.914063,85.740667,0.309713,8.556221,0.063349,2.23531,2.643928,112.246082,112.726442,0.899718,19.878785,22.219476,23.931129,49.695195,26.257291,31.028888,34.682505,0.131212,0.04353,8.5
1166.3,41.0019,2213.996651,82.308907,0.306569,8.58298,0.057204,2.231354,2.621628,111.674556,112.658608,0.919485,20.118554,22.536056,24.30704,51.031785,26.717747,31.67539,35.481631,0.132332,0.044651,8.5
1166.4,40.99887,2216.796875,80.552962,0.319557,8.635723,0.047162,2.222542,2.584376,111.158465,112.391195,0.914179,20.121803,22.570841,24.366975,51.535377,26.814457,31.855933,35.733146,0.134047,0.046366,8.5
1166.5,41.006834,2216.796875,80.440705,0.335377,8.686554,0.040247,2.216049,2.575892,110.959338,112.034576,0.886005,19.776386,22.163366,23.912683,50.328996,26.29475,31.196262,34.96163,0.135194,0.047512,8.5
1166.6,40.955291,2216.796875,83.100421,0.342105,8.695515,0.04028,2.217328,2.598146,110.891806,111.588059,0.860305,19.651984,21.97266,23.670107,49.250687,25.977495,30.712289,34.339104,0.134963,0.047281,8.5
1166.7,41.002921,2214.818066,88.566398,0.337804,8.662327,0.045525,2.227091,2.642657,110.578586,111.30164,0.854534,18.861317,20.986259,22.534339,45.744442,24.631074,28.909208,32.166756,0.13399,0.046308,8.5
1166.8,41.001758,2207.519908,93.78939,0.32594,8.638679,0.050157,2.24097,2.696066,109.865841,111.077231,0.867896,18.116868,20.022627,21.40327,41.930776,23.263737,27.029605,29.873143,0.133595,0.045913,8.5
1166.9,41.006185,2216.796875,95.994085,0.314431,8.650633,0.050232,2.254298,2.719815,108.955306,110.826008,0.890874,19.518437,21.445779,22.835293,43.305201,24.69948,28.446893,31.256,0.134288,0.046606,8.5
1167.0,40.97648,2216.796875,95.317457,0.304795,8.690695,0.04699,2.265562,2.740892,108.333935,110.546083,0.926854,18.859601,20.703707,22.032232,41.590849,23.813407,27.390183,30.068417,0.135658,0.047977,8.5
1167.1,40.998151,2218.671163,93.344214,0.298496,8.73532,0.044521,2.272437,2.747587,108.180188,110.194268,0.978624,19.391504,21.354899,22.773078,43.780552,24.678984,28.520554,31.408383,0.136786,0.049104,8.5
1167.2,41.01251,2225.969136,93.561024,0.303182,8.753271,0.047216,2.282135,2.763031,108.111279,109.73344,1.04424,16.582749,18.305522,19.552364,38.085348,21.231012,24.624051,27.182254,0.137006,0.049324,8.5
1167.3,41.002146,2235.671253,94.399015,0.31471,8.740741,0.054246,2.299196,2.842028,107.971403,109.216506,1.085275,15.645379,17.263498,18.434191,35.829679,20.009828,23.193085,25.591885,0.13646,0.048779,8.5
1167.4,41.000023,2225.555651,97.784716,0.323613,8.71489,0.061549,2.314549,2.896547,108.06439,108.948248,1.101602,19.124772,21.036759,22.416478,42.817525,24.269075,27.998083,30.797258,0.135487,0.047806,8.5
1167.5,40.949147,2219.486388,101.073498,0.327149,8.67108,0.06189,2.308772,2.864188,108.911345,108.959684,1.151474,19.095376,20.940173,22.268024,41.816107,24.04687,27.614494,30.282353,0.134013,0.046331,8.5
1167.6,40.988488,2211.215254,99.180391,0.326977,8.622135,0.055131,2.280812,2.784427,110.346324,109.248398,1.21768,17.135666,18.752842,19.914889,36.97603,21.469228,24.579103,26.89878,0.132841,0.04516,8.5
1167.7,41.029552,2207.03125,91.990868,0.331341,8.614451,0.047828,2.247109,2.695319,111.59564,109.731127,1.250221,18.067785,19.770515,20.993914,38.949771,22.630166,25.903453,28.344648,0.133146,0.045464,8.5
1167.8,40.977503,2207.03125,84.577427,0.33878,8.655014,0.043042,2.224418,2.648718,112.155941,110.199856,1.174144,18.711999,20.525843,21.83174,41.059972,23.58157,27.092251,29.718512,0.134693,0.047012,8.5
1167.9,41.024019,2215.346396,82.77441,0.340025,8.716801,0.04205,2.219573,2.64285,112.074056,110.67669,1.031425,19.10346,21.064653,22.482804,43.485856,24.390585,28.242005,31.142066,0.136493,0.048812,8.5
1168.0,40.978949,2235.523133,82.413764,0.33561,8.762165,0.041892,2.219518,2.640302,111.800698,110.980983,0.929935,19.526877,21.700272,23.282044,46.943627,25.422434,29.783314,33.098818,0.137522,0.04984,8.5
1168.1,41.031818,2236.328125,82.649058,0.328204,8.768514,0.039733,2.215534,2.666724,111.555934,110.869043,0.881725,19.680848,22.040829,23.769404,49.867455,26.122051,30.959253,34.672201,0.137318,0.049637,8.5
1168.2,41.026162,2212.181409,84.1206,0.327579,8.736731,0.036705,2.207177,2.700027,111.33721,110.28361,0.873525,19.447248,21.903629,23.711288,51.158382,26.182098,31.29641,35.249709,0.135979,0.048298,8.5
1168.3,41.014017,2213.470356,85.123473,0.336326,8.679832,0.036115,2.202469,2.717852,111.042763,109.896047,0.884855,19.418665,21.952651,23.823134,52.310395,26.38694,31.716984,35.855924,0.134385,0.046703,8.5
1168.4,41.041141,2212.825974,83.622916,0.346014,8.644873,0.037696,2.204283,2.730119,110.618514,109.199536,0.907476,18.927985,21.46041,23.334255,51.977085,25.908304,31.27811,35.462976,0.133678,0.045997,8.5
1168.5,41.025586,2220.177038,81.303764,0.354,8.64134,0.042832,2.218071,2.733251,109.356144,108.822654,0.929327,18.330226,20.806742,22.640968,50.664701,25.162782,30.430805,34.542206,0.133619,0.045937,8.5
1168.6,41.014612,2220.71404,80.761942,0.352258,8.641068,0.048013,2.240381,2.747152,106.477308,108.324161,0.943399,16.131717,18.341494,19.9804,45.040786,22.236482,26.958624,30.651538,0.133546,0.045864,8.5
1168.7,41.005459,2218.245697,83.181406,0.336531,8.629992,0.051923,2.274673,2.818315,101.68267,108.041753,0.962315,13.991827,15.966975,17.436329,39.999689,19.46462,23.728502,27.078248,0.132878,0.045196,8.5
1168.8,41.019907,2221.679688,84.452718,0.309716,8.584677,0.057673,2.323652,2.931761,95.505531,108.220739,0.986742,19.937933,22.874755,25.069246,59.020079,28.110785,34.545533,39.634422,0.131101,0.043419,8.5
1168.9,41.000618,2227.957311,81.892729,0.279909,8.510797,0.060837,2.371677,3.079833,90.028796,108.240069,1.099923,16.763494,19.268762,21.143655,50.241314,23.745865,29.263255,33.636638,0.129073,0.041391,8.5
1169.0,41.006499,2231.445313,79.551429,0.263061,8.466589,0.057964,2.399718,3.190798,87.483536,108.036062,1.34253,17.497297,19.979335,21.826767,50.300343,24.378208,29.746048,33.966547,0.128263,0.040581,8.5
1169.1,40.984328,2231.445313,80.514343,0.262632,8.470139,0.050266,2.391226,3.185307,89.096271,107.89437,1.632315,20.829496,23.504957,25.477149,55.511878,28.177002,33.779017,38.12043,0.128593,0.040912,8.5
