DEPT,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
441.198,12.25,,57.916,,,,,,,
441.35,12.25,,58.055,,,,,,,
441.503,12.25,,57.484,,,,,,,
441.655,12.25,,60.099,,,,,,,
441.808,12.25,,59.54,,,,,,,
441.96,12.25,,62.757,,,,,,,
442.112,12.25,,60.84,,,,,,,
442.265,12.25,,61.12,,,,,,,
442.417,12.25,,59.162,,,,,,,
442.57,12.25,,60.278,,,,,,,
442.722,12.25,,60.169,,,,,,,
442.874,12.25,,58.77,,,,,,,
443.027,12.25,,57.146,,,,,,,
443.179,12.25,,54.127,,,,,,,
443.332,12.25,,52.422,,,,,,,
443.484,12.25,,52.169,,,,,,,
443.636,12.25,,54.127,,,,,,,
443.789,12.25,,54.686,,,,,,,
443.941,12.25,,52.841,,,,,,,
444.094,12.25,,51.19,,,,,,,
444.246,12.25,,50.045,,,,,,,
444.398,12.25,,49.248,,,,,,,
444.551,12.25,,48.575,,,,,,,
444.703,12.25,,53.582,,,,,,,
444.856,12.25,,57.484,,,,,,,
445.008,12.25,,56.239,,,,,,,
445.16,12.25,,54.98,,,,,,,
445.313,12.25,,53.694,,,,,,,
445.465,12.25,,56.925,,,,,,,
445.618,12.25,,51.889,,,,,,,
445.77,12.25,,49.092,,,,,,,
445.922,12.25,,50.505,,,,,,,
446.075,12.25,,51.204,,,,,,,
446.227,12.25,,48.522,,,,,,,
446.38,12.25,,44.593,,,,,,,
446.532,12.25,,45.176,,,,,,,
446.684,12.25,,49.372,,,,,,,
446.837,12.25,,54.127,,,,,,,
446.989,12.25,,56.365,,,,,,,
447.142,12.25,,55.316,,,,,,,
447.294,12.25,,51.54,,,,,,,
447.446,12.25,,53.191,,,,,,,
447.599,12.25,,53.008,,,,,,,
447.751,12.25,,54.882,,,,,,,
447.904,12.25,,55.861,,,,,,,
448.056,12.25,,54.155,,,,,,,
448.208,12.25,,57.204,,,,,,,
448.361,12.25,,56.895,,,,,,,
448.513,12.25,,61.508,,,,,,,
448.666,12.25,,57.134,,,,,,,
448.818,12.25,,54.617,,,,,,,
448.97,12.25,,51.68,,,,,,,
449.123,12.25,,52.757,,,,,,,
449.275,12.25,,52.45,,,,,,,
449.428,12.25,,54.435,,,,,,,
449.58,12.25,,54.127,,,,,,,
449.732,12.25,,52.981,,,,,,,
449.885,12.25,,53.707,,,,,,,
450.037,12.25,,52.309,,,,,,,
450.19,12.25,,54.407,,,,,,,
450.342,12.25,,50.938,,,,,,,
450.494,12.25,,49.4,,,,,,,
450.647,12.25,,49.512,,,,,,,
450.799,12.25,,47.693,,,,,,,
450.952,12.25,,43.637,,,,,,,
451.104,12.25,,36.756,,,,,,,
451.256,12.25,,33.539,,,,,,,
451.409,12.25,,31.302,,,,,,,
451.561,12.25,,31.749,,,,,,,
451.714,12.25,,31.064,,,,,,,
451.866,12.25,,31.483,,,,,,,
452.018,12.25,,28.951,,,,,,,
452.171,12.25,,30.211,,,,,,,
452.323,12.25,,29.945,,,,,,,
452.476,12.25,,29.774,,,,,,,
452.628,12.25,,31.203,,,,,,,
452.78,12.25,,32.448,,,,,,,
452.933,12.25,,34.043,,,,,,,
453.085,12.25,,34.322,,,,,,,
453.238,12.25,,38.798,,,,,,,
453.39,12.25,,45.875,,,,,,,
453.542,12.25,,50.631,,,,,,,
453.695,12.25,,52.449,,,,,,,
453.847,12.25,,49.232,,,,,,,
454.0,12.25,,49.246,,,,,,,
454.152,12.25,,50.453,,,,,,,
454.304,12.25,,52.463,,,,,,,
454.457,12.25,,53.288,,,,,,,
454.609,12.25,,52.589,,,,,,,
454.762,12.25,,53.148,,,,,,,
454.914,12.25,,52.296,,,,,,,
455.066,12.25,,52.043,,,,,,,
455.219,12.25,,52.322,,,,,,,
455.371,12.25,,49.486,,,,,,,
455.524,12.25,,48.228,,,,,,,
455.676,12.25,,51.442,,,,,,,
455.828,12.25,,56.757,,,,,,,
455.981,12.25,,57.316,,,,,,,
456.133,12.25,,53.777,,,,,,,
456.286,12.25,,53.078,,,,,,,
456.438,12.25,,51.679,,,,,,,
456.59,12.25,,52.029,,,,,,,
456.743,12.25,,50.071,,,,,,,
456.895,12.25,,50.071,,,,,,,
457.048,12.25,,51.568,,,,,,,
457.2,12.25,,51.568,,,,,,,
457.352,12.25,,54.197,,,,,,,
457.505,12.25,,49.766,,,,,,,
457.657,12.25,,49.931,,,,,,,
457.81,12.25,,49.931,,,,,,,
457.962,12.25,,51.61,,,,,,,
458.114,12.25,,50.91,,,,,,,
458.267,12.25,,47.134,,,,,,,
458.419,12.25,,44.477,,,,,,,
458.572,12.25,,42.574,,,,,,,
458.724,12.25,,41.409,,,,,,,
458.876,12.25,,44.975,,,,,,,
459.029,12.25,,47.437,,,,,,,
459.181,12.25,,50.395,,,,,,,
459.334,12.25,,48.672,,,,,,,
459.486,12.25,,50.672,,,,,,,
459.638,12.25,,51.512,,,,,,,
459.791,12.25,,52.071,,,,,,,
459.943,12.25,,51.47,,,,,,,
460.096,12.25,,51.47,,,,,,,
460.248,12.25,,51.889,,,,,,,
460.4,12.25,,50.604,,,,,,,
460.553,12.25,,51.749,,,,,,,
460.705,12.25,,49.651,,,,,,,
460.858,12.25,,48.532,,,,,,,
461.01,12.25,,46.574,,,,,,,
461.162,12.25,,48.113,,,,,,,
461.315,12.25,,49.092,,,,,,,
461.467,12.25,,49.372,,,,,,,
461.62,12.25,,48.085,,,,,,,
461.772,12.25,,45.148,,,,,,,
461.924,12.25,,41.512,,,,,,,
462.077,12.25,,40.141,,,,,,,
462.229,12.25,,39.861,,,,,,,
462.382,12.25,,42.952,,,,,,,
462.534,12.25,,44.211,,,,,,,
462.686,12.25,,44.504,,,,,,,
462.839,12.25,,45.609,,,,,,,
462.991,12.25,,48.798,,,,,,,
463.144,12.25,,53.093,,,,,,,
463.296,12.25,,53.554,,,,,,,
463.448,12.25,,51.038,,,,,,,
463.601,12.25,,49.973,,,,,,,
463.753,12.25,,52.757,,,,,,,
463.906,12.25,,55.092,,,,,,,
464.058,12.25,,57.023,,,,,,,
464.21,12.25,,53.806,,,,,,,
464.363,12.25,,52.589,,,,,,,
464.515,12.25,,49.889,,,,,,,
464.668,12.25,,52.127,,,,,,,
464.82,12.25,,55.036,,,,,,,
464.972,12.25,,58.435,,,,,,,
465.125,12.25,,57.596,,,,,,,
465.277,12.25,,56.98,,,,,,,
465.43,12.25,,58.519,,,,,,,
465.582,12.25,,60.337,,,,,,,
465.734,12.25,,61.106,,,,,,,
465.887,12.25,,57.47,,,,,,,
466.039,12.25,,57.887,,,,,,,
466.192,12.25,,59.33,,,,,,,
466.344,12.25,,61.26,,,,,,,
466.496,12.25,,59.244,,,,,,,
466.649,12.25,,59.246,,,,,,,
466.801,12.25,,59.134,,,,,,,
466.954,12.25,,60.966,,,,,,,
467.106,12.25,,56.379,,,,,,,
467.258,12.25,,56.099,,,,,,,
467.411,12.25,,54.714,,,,,,,
467.563,12.25,,59.19,,,,,,,
467.716,12.25,,56.952,,,,,,,
467.868,12.25,,56.616,,,,,,,
468.02,12.25,,54.826,,,,,,,
468.173,12.25,,59.272,,,,,,,
468.325,12.25,,60.001,,,,,,,
468.478,12.25,,62.659,,,,,,,
468.63,12.25,,59.022,,,,,,,
468.782,12.25,,56.909,,,,,,,
468.935,12.25,,53.302,,,,,,,
469.087,12.25,,54.169,,,,,,,
469.24,12.25,,56.783,,,,,,,
469.392,12.25,,59.999,,,,,,,
469.544,12.25,,58.922,,,,,,,
469.697,12.25,,56.155,,,,,,,
469.849,12.25,,54.771,,,,,,,
470.002,12.25,,55.4,,,,,,,
470.154,12.25,,58.617,,,,,,,
470.306,12.25,,59.54,,,,,,,
470.459,12.25,,60.519,,,,,,,
470.611,12.25,,60.81,,,,,,,
470.764,12.25,,59.064,,,,,,,
470.916,12.25,,59.763,,,,,,,
471.068,12.25,,61.148,,,,,,,
471.221,12.25,,61.148,,,,,,,
471.373,12.25,,58.99,,,,,,,
471.526,12.25,,55.358,,,,,,,
471.678,12.25,,53.82,,,,,,,
471.83,12.25,,55.917,,,,,,,
471.983,12.25,,56.785,,,,,,,
472.135,12.25,,58.407,,,,,,,
472.288,12.25,,56.42,,,,,,,
472.44,12.25,,56.029,,,,,,,
472.592,12.25,,53.847,,,,,,,
472.745,12.25,,58.575,,,,,,,
472.897,12.25,,57.566,,,,,,,
473.05,12.25,,57.596,,,,,,,
473.202,12.25,,53.96,,,,,,,
473.354,12.25,,57.288,,,,,,,
473.507,12.25,,56.531,,,,,,,
473.659,12.25,,59.274,,,,,,,
473.812,12.25,,57.512,,,,,,,
473.964,12.25,,60.729,,,,,,,
474.116,12.25,,57.468,,,,,,,
474.269,12.25,,57.777,,,,,,,
474.421,12.25,,55.539,,,,,,,
474.574,12.25,,54.77,,,,,,,
474.726,12.25,,57.568,,,,,,,
474.878,12.25,,60.924,,,,,,,
475.031,12.25,,61.26,,,,,,,
475.183,12.25,,57.623,,,,,,,
475.336,12.25,,54.784,,,,,,,
475.488,12.25,,54.03,,,,,,,
475.64,12.25,,54.365,,,,,,,
475.793,12.25,,59.442,,,,,,,
475.945,12.25,,63.218,,,,,,,
476.098,12.25,,61.414,,,,,,,
476.25,12.25,,57.328,,,,,,,
476.402,12.25,,54.141,,,,,,,
476.555,12.25,,56.085,,,,,,,
476.707,12.25,,55.988,,,,,,,
476.86,12.25,,53.75,,,,,,,
477.012,12.25,,54.729,,,,,,,
477.164,12.25,,53.805,,,,,,,
477.317,12.25,,55.484,,,,,,,
477.469,12.25,,52.127,,,,,,,
477.622,12.25,,48.393,,,,,,,
477.774,12.25,,44.71,,,,,,,
477.926,12.25,,39.721,,,,,,,
478.079,12.25,,41.959,,,,,,,
478.231,12.25,,43.805,,,,,,,
478.384,12.25,,50.938,,,,,,,
478.536,12.25,,53.736,,,,,,,
478.688,12.25,,56.365,,,,,,,
478.841,12.25,,58.183,,,,,,,
478.993,12.25,,55.386,,,,,,,
479.146,12.25,,55.987,,,,,,,
479.298,12.25,,53.749,,,,,,,
479.45,12.25,,56.267,,,,,,,
479.603,12.25,,52.981,,,,,,,
479.755,12.25,,54.127,,,,,,,
479.908,12.25,,54.029,,,,,,,
480.06,12.25,,56.967,,,,,,,
480.212,12.25,,53.47,,,,,,,
480.365,12.25,,53.148,,,,,,,
480.517,12.25,,54.085,,,,,,,
480.67,12.25,,55.064,,,,,,,
480.822,12.25,,55.064,,,,,,,
480.974,12.25,,54.686,,,,,,,
481.127,12.25,,54.533,,,,,,,
481.279,12.25,,51.596,,,,,,,
481.432,12.25,,49.777,,,,,,,
481.584,12.25,,50.325,,,,,,,
481.736,12.25,,52.868,,,,,,,
481.889,12.25,,53.218,,,,,,,
482.041,12.25,,54.896,,,,,,,
482.194,12.25,,55.596,,,,,,,
482.346,12.25,,56.505,,,,,,,
482.498,12.25,,56.365,,,,,,,
482.651,12.25,,56.645,,,,,,,
482.803,12.25,,54.407,,,,,,,
482.956,12.25,,52.911,,,,,,,
483.108,12.25,,52.743,,,,,,,
483.26,12.25,,53.889,,,,,,,
483.413,12.25,,56.924,,,,,,,
483.565,12.25,,56.336,,,,,,,
483.718,12.25,,55.931,,,,,,,
483.87,12.25,,53.302,,,,,,,
484.022,12.25,,51.877,,,,,,,
484.175,12.25,,51.469,,,,,,,
484.327,12.25,,52.169,,,,,,,
484.48,12.25,,51.609,,,,,,,
484.632,12.25,,53.568,,,,,,,
484.784,12.25,,55.106,,,,,,,
484.937,12.25,,57.834,,,,,,,
485.089,12.25,,55.876,,,,,,,
485.242,12.25,,53.917,,,,,,,
485.394,12.25,,55.386,,,,,,,
485.546,12.25,,58.183,,,,,,,
485.699,12.25,,58.603,,,,,,,
485.851,12.25,,57.064,,,,,,,
486.004,12.25,,57.903,,,,,,,
486.156,12.25,,57.691,,,,,,,
486.308,12.25,,53.554,,,,,,,
486.461,12.25,,50.451,,,,,,,
486.613,12.25,,51.443,,,,,,,
486.766,12.25,,51.19,,,,,,,
486.918,12.25,,50.756,,,,,,,
487.07,12.25,,48.658,,,,,,,
487.223,12.25,,50.476,,,,,,,
487.375,12.25,,51.19,,,,,,,
487.528,12.25,,52.309,,,,,,,
487.68,12.25,,52.113,,,,,,,
487.832,12.25,,54.183,,,,,,,
487.985,12.25,,49.989,,,,,,,
488.137,12.25,,48.113,,,,,,,
488.29,12.25,,45.609,,,,,,,
488.442,12.25,,50.365,,,,,,,
488.594,12.25,,53.721,,,,,,,
488.747,12.25,,54.127,,,,,,,
488.899,12.25,,55.554,,,,,,,
489.052,12.25,,55.974,,,,,,,
489.204,12.25,,60.589,,,,,,,
489.356,12.25,,58.882,,,,,,,
489.509,12.25,,58.393,,,,,,,
489.661,12.25,,55.316,,,,,,,
489.814,12.25,,54.337,,,,,,,
489.966,12.25,,55.805,,,,,,,
490.118,12.25,,53.568,,,,,,,
490.271,12.25,,51.749,,,,,,,
490.423,12.25,,50.281,,,,,,,
490.576,12.25,,50.281,,,,,,,
490.728,12.25,,52.938,,,,,,,
490.88,12.25,,56.225,,,,,,,
491.033,12.25,,57.903,,,,,,,
491.185,12.25,,62.519,,,,,,,
491.338,12.25,,60.561,,,,,,,
491.49,12.25,,59.162,,,,,,,
491.642,12.25,,53.931,,,,,,,
491.795,12.25,,53.931,,,,,,,
491.947,12.25,,52.673,,,,,,,
492.1,12.25,,54.826,,,,,,,
492.252,12.25,,52.421,,,,,,,
492.404,12.25,,52.141,,,,,,,
492.557,12.25,,52.001,,,,,,,
492.709,12.25,,53.148,,,,,,,
492.862,12.25,,56.196,,,,,,,
493.014,12.25,,57.288,,,,,,,
493.166,12.25,,58.687,,,,,,,
493.319,12.25,,58.407,,,,,,,
493.471,12.25,,55.791,,,,,,,
493.624,12.25,,56.211,,,,,,,
493.776,12.25,,58.869,,,,,,,
493.928,12.25,,62.1,,,,,,,
494.081,12.25,,62.24,,,,,,,
494.233,12.25,,58.799,,,,,,,
494.386,12.25,,54.602,,,,,,,
494.538,12.25,,54.267,,,,,,,
494.69,12.25,,54.351,,,,,,,
494.843,12.25,,56.701,,,,,,,
494.995,12.25,,58.854,,,,,,,
495.148,12.25,,59.833,,,,,,,
495.3,12.25,,54.603,,,,,,,
495.452,12.25,,50.756,,,,,,,
495.605,12.25,,51.316,,,,,,,
495.757,12.25,,55.162,,,,,,,
495.91,12.25,,58.169,,,,,,,
496.062,12.25,,57.162,,,,,,,
496.214,12.25,,55.638,,,,,,,
496.367,12.25,,55.581,,,,,,,
496.519,12.25,,55.022,,,,,,,
496.672,12.25,,54.043,,,,,,,
496.824,12.25,,50.267,,,,,,,
496.976,12.25,,52.282,,,,,,,
497.129,12.25,,53.736,,,,,,,
497.281,12.25,,59.05,,,,,,,
497.434,12.25,,56.113,,,,,,,
497.586,12.25,,55.469,,,,,,,
497.738,12.25,,52.701,,,,,,,
497.891,12.25,,53.596,,,,,,,
498.043,12.25,,56.827,,,,,,,
498.196,12.25,,55.708,,,,,,,
498.348,12.25,,55.554,,,,,,,
498.5,12.25,,55.008,,,,,,,
498.653,12.25,,56.379,,,,,,,
498.805,12.25,,60.253,,,,,,,
498.958,12.25,,59.875,,,,,,,
499.11,12.25,,56.644,,,,,,,
499.262,12.25,,57.484,,,,,,,
499.415,12.25,,54.407,,,,,,,
499.567,12.25,,59.33,,,,,,,
499.72,12.25,,57.386,,,,,,,
499.872,12.25,,62.659,,,,,,,
500.024,12.25,,59.736,,,,,,,
500.177,12.25,,58.883,,,,,,,
500.329,12.25,,58.841,,,,,,,
500.482,12.25,,61.456,,,,,,,
500.634,12.25,,59.778,,,,,,,
500.786,12.25,,54.393,,,,,,,
500.939,12.25,,54.085,,,,,,,
501.091,12.25,,55.232,,,,,,,
501.244,12.25,,57.022,,,,,,,
501.396,12.25,,55.33,,,,,,,
501.548,12.25,,56.686,,,,,,,
501.701,12.25,,63.694,,,,,,,
501.853,12.25,,63.778,,,,,,,
502.006,12.25,,64.547,,,,,,,
502.158,12.25,,60.855,,,,,,,
502.31,12.25,,59.036,,,,,,,
502.463,12.25,,53.036,,,,,,,
502.615,12.25,,47.959,,,,,,,
502.768,12.25,,49.847,,,,,,,
502.92,12.25,,54.001,,,,,,,
503.072,12.25,,56.77,,,,,,,
503.225,12.25,,55.022,,,,,,,
503.377,12.25,,52.995,,,,,,,
503.53,12.25,,54.714,,,,,,,
503.682,12.25,,54.616,,,,,,,
503.834,12.25,,60.197,,,,,,,
503.987,12.25,,56.966,,,,,,,
504.139,12.25,,56.197,,,,,,,
504.292,12.25,,52.616,,,,,,,
504.444,12.25,,54.435,,,,,,,
504.596,12.25,,56.435,,,,,,,
504.749,12.25,,55.204,,,,,,,
504.901,12.25,,57.861,,,,,,,
505.054,12.25,,58.938,,,,,,,
505.206,12.25,,60.323,,,,,,,
505.358,12.25,,56.771,,,,,,,
505.511,12.25,,55.26,,,,,,,
505.663,12.25,,56.337,,,,,,,
505.816,12.25,,56.183,,,,,,,
505.968,12.25,,56.309,,,,,,,
506.12,12.25,,57.847,,,,,,,
506.273,12.25,,58.057,,,,,,,
506.425,12.25,,59.134,,,,,,,
506.578,12.25,,54.826,,,,,,,
506.73,12.25,,52.463,,,,,,,
506.882,12.25,,48.309,,,,,,,
507.035,12.25,,45.693,,,,,,,
507.187,12.25,,45.959,,,,,,,
507.34,12.25,,47.498,,,,,,,
507.492,12.25,,49.652,,,,,,,
507.644,12.25,,50.351,,,,,,,
507.797,12.25,,50.966,,,,,,,
507.949,12.25,,48.043,,,,,,,
508.102,12.25,,48.771,,,,,,,
508.254,12.25,,49.123,,,,,,,
508.406,12.25,,49.917,,,,,,,
508.559,12.25,,51.737,,,,,,,
508.711,12.25,,47.386,,,,,,,
508.864,12.25,,48.966,,,,,,,
509.016,12.25,,45.428,,,,,,,
509.168,12.25,,50.812,,,,,,,
509.321,12.25,,49.274,,,,,,,
509.473,12.25,,50.505,,,,,,,
509.626,12.25,,48.326,,,,,,,
509.778,12.25,,46.155,,,,,,,
509.93,12.25,,46.285,,,,,,,
510.083,12.25,,49.232,,,,,,,
510.235,12.25,,53.54,,,,,,,
510.388,12.25,,54.099,,,,,,,
510.54,12.25,,54.56,,,,,,,
510.692,12.25,,54.868,,,,,,,
510.845,12.25,,54.463,,,,,,,
510.997,12.25,,54.771,,,,,,,
511.15,12.25,,55.288,,,,,,,
511.302,12.25,,58.211,,,,,,,
511.454,12.25,,53.903,,,,,,,
511.607,12.25,,53.232,,,,,,,
511.759,12.25,,48.77,,,,,,,
511.912,12.25,,47.735,,,,,,,
512.064,12.25,,48.966,,,,,,,
512.216,12.25,,50.658,,,,,,,
512.369,12.25,,51.917,,,,,,,
512.521,12.25,,52.994,,,,,,,
512.674,12.25,,54.17,,,,,,,
512.826,12.25,,57.386,,,,,,,
512.978,12.25,,53.232,,,,,,,
513.131,12.25,,54.771,,,,,,,
513.283,12.25,,50.309,,,,,,,
513.436,12.25,,52.155,,,,,,,
513.588,12.25,,48.938,,,,,,,
513.74,12.25,,49.861,,,,,,,
513.893,12.25,,49.554,,,,,,,
514.045,12.25,,46.155,,,,,,,
514.198,12.25,,46.812,,,,,,,
514.35,12.25,,46.197,,,,,,,
514.502,12.25,,47.357,,,,,,,
514.655,12.25,,45.777,,,,,,,
514.807,12.25,,44.015,,,,,,,
514.96,12.25,,48.854,,,,,,,
515.112,12.25,,50.574,,,,,,,
515.264,12.25,,52.952,,,,,,,
515.417,12.25,,49.232,,,,,,,
515.569,12.25,,49.358,,,,,,,
515.722,12.25,,47.819,,,,,,,
515.874,12.25,,50.197,,,,,,,
516.026,12.25,,49.582,,,,,,,
516.179,12.25,,51.582,,,,,,,
516.331,12.25,,51.721,,,,,,,
516.484,12.25,,53.567,,,,,,,
516.636,12.25,,54.924,,,,,,,
516.788,12.25,,57.974,,,,,,,
516.941,12.25,,58.897,,,,,,,
517.093,12.25,,61.834,,,,,,,
517.246,12.25,,62.449,,,,,,,
517.398,12.25,,62.295,,,,,,,
517.55,12.25,,59.358,,,,,,,
517.703,12.25,,54.897,,,,,,,
517.855,12.25,,55.05,,,,,,,
518.008,12.25,,52.952,,,,,,,
518.16,12.25,,50.337,,,,,,,
518.312,12.25,,45.819,,,,,,,
518.465,12.25,,48.407,,,,,,,
518.617,12.25,,50.561,,,,,,,
518.77,12.25,,54.77,,,,,,,
518.922,12.25,,55.4,,,,,,,
519.074,12.25,,57.246,,,,,,,
519.227,12.25,,57.862,,,,,,,
519.379,12.25,,57.022,,,,,,,
519.532,12.25,,61.176,,,,,,,
519.684,12.25,,63.484,,,,,,,
519.836,12.25,,66.001,,,,,,,
519.989,12.25,,62.155,,,,,,,
520.141,12.25,,59.078,,,,,,,
520.294,12.25,,56.309,,,,,,,
520.446,12.25,,56.771,,,,,,,
520.598,12.25,,58.139,,,,,,,
520.751,12.25,,58.785,,,,,,,
520.903,12.25,,62.043,,,,,,,
521.056,12.25,,63.106,,,,,,,
521.208,12.25,,61.414,,,,,,,
521.36,12.25,,61.694,,,,,,,
521.513,12.25,,59.078,,,,,,,
521.665,12.25,,61.693,,,,,,,
521.818,12.25,,54.141,,,,,,,
521.97,12.25,,56.141,,,,,,,
522.122,12.25,,54.715,,,,,,,
522.275,12.25,,59.344,,,,,,,
522.427,12.25,,56.519,,,,,,,
522.58,12.25,,57.792,,,,,,,
522.732,12.25,,56.099,,,,,,,
522.884,12.25,,60.155,,,,,,,
523.037,12.25,,60.617,,,,,,,
523.189,12.25,,59.638,,,,,,,
523.342,12.25,,57.68,,,,,,,
523.494,12.25,,54.757,,,,,,,
523.646,12.25,,59.792,,,,,,,
523.799,12.25,,58.057,,,,,,,
523.951,12.25,,62.672,,,,,,,
524.104,12.25,,58.477,,,,,,,
524.256,12.25,,59.708,,,,,,,
524.408,12.25,,58.015,,,,,,,
524.561,12.25,,59.414,,,,,,,
524.713,12.25,,61.722,,,,,,,
524.866,12.25,,60.183,,,,,,,
525.018,12.25,,57.665,,,,,,,
525.17,12.25,,56.896,,,,,,,
525.323,12.25,,56.742,,,,,,,
525.475,12.25,,57.442,,,,,,,
525.628,12.25,,54.98,,,,,,,
525.78,12.25,,58.155,,,,,,,
525.932,12.25,,59.945,,,,,,,
526.085,12.25,,62.771,,,,,,,
526.237,12.25,,60.98,,,,,,,
526.39,12.25,,59.75,,,,,,,
526.542,12.25,,56.617,,,,,,,
526.694,12.25,,52.771,,,,,,,
526.847,12.25,,53.05,,,,,,,
526.999,12.25,,53.973,,,,,,,
527.152,12.25,,57.232,,,,,,,
527.304,12.25,,60.183,,,,,,,
527.456,12.25,,58.645,,,,,,,
527.609,12.25,,58.785,,,,,,,
527.761,12.25,,55.092,,,,,,,
527.914,12.25,,59.12,,,,,,,
528.066,12.25,,58.798,,,,,,,
528.218,12.25,,60.645,,,,,,,
528.371,12.25,,59.694,,,,,,,
528.523,12.25,,60.435,,,,,,,
528.676,12.25,,57.358,,,,,,,
528.828,12.25,,56.77,,,,,,,
528.98,12.25,,56.337,,,,,,,
529.133,12.25,,57.89,,,,,,,
529.285,12.25,,58.323,,,,,,,
529.438,12.25,,55.554,,,,,,,
529.59,12.25,,52.617,,,,,,,
529.742,12.25,,51.694,,,,,,,
529.895,12.25,,55.876,,,,,,,
530.047,12.25,,60.953,,,,,,,
530.2,12.25,,63.82,,,,,,,
530.352,12.25,,62.253,,,,,,,
530.504,12.25,,60.253,,,,,,,
530.657,12.25,,58.854,,,,,,,
530.809,12.25,,57.47,,,,,,,
530.962,12.25,,61.316,,,,,,,
531.114,12.25,,62.435,,,,,,,
531.266,12.25,,62.743,,,,,,,
531.419,12.25,,59.456,,,,,,,
531.571,12.25,,61.022,,,,,,,
531.724,12.25,,62.267,,,,,,,
531.876,12.25,,61.862,,,,,,,
532.028,12.25,,59.708,,,,,,,
532.181,12.25,,60.002,,,,,,,
532.333,12.25,,62.505,,,,,,,
532.486,12.25,,60.505,,,,,,,
532.638,12.25,,59.092,,,,,,,
532.79,12.25,,58.281,,,,,,,
532.943,12.25,,57.05,,,,,,,
533.095,12.25,,56.911,,,,,,,
533.248,12.25,,55.064,,,,,,,
533.4,12.25,,53.707,,,,,,,
533.552,12.25,,55.26,,,,,,,
533.705,12.25,,60.435,,,,,,,
533.857,12.25,,64.099,,,,,,,
534.01,12.25,,65.946,,,,,,,
534.162,12.25,,60.491,,,,,,,
534.314,12.25,,59.26,,,,,,,
534.467,12.25,,56.141,,,,,,,
534.619,12.25,,61.344,,,,,,,
534.772,12.25,,61.036,,,,,,,
534.924,12.25,,58.659,,,,,,,
535.076,12.25,,52.197,,,,,,,
535.229,12.25,,53.889,,,,,,,
535.381,12.25,,56.687,,,,,,,
535.534,12.25,,58.994,,,,,,,
535.686,12.25,,58.225,,,,,,,
535.838,12.25,,59.539,,,,,,,
535.991,12.25,,58.211,,,,,,,
536.143,12.25,,56.673,,,,,,,
536.296,12.25,,56.197,,,,,,,
536.448,12.25,,55.218,,,,,,,
536.6,12.25,,56.225,,,,,,,
536.753,12.25,,55.624,,,,,,,
536.905,12.25,,58.855,,,,,,,
537.058,12.25,,58.435,,,,,,,
537.21,12.25,,57.358,,,,,,,
537.362,12.25,,56.435,,,,,,,
537.515,12.25,,56.155,,,,,,,
537.667,12.25,,54.924,,,,,,,
537.82,12.25,,57.232,,,,,,,
537.972,12.25,,54.617,,,,,,,
538.124,12.25,,57.848,,,,,,,
538.277,12.25,,53.932,,,,,,,
538.429,12.25,,55.778,,,,,,,
538.582,12.25,,56.085,,,,,,,
538.734,12.25,,58.043,,,,,,,
538.886,12.25,,61.12,,,,,,,
539.039,12.25,,59.889,,,,,,,
539.191,12.25,,54.575,,,,,,,
539.344,12.25,,50.267,,,,,,,
539.496,12.25,,51.498,,,,,,,
539.648,12.25,,54.295,,,,,,,
539.801,12.25,,57.526,,,,,,,
539.953,12.25,,56.757,,,,,,,
540.106,12.25,,59.274,,,,,,,
540.258,12.25,,62.043,,,,,,,
540.41,12.25,,57.008,,,,,,,
540.563,12.25,,57.12,,,,,,,
540.715,12.25,,50.183,,,,,,,
540.868,12.25,,49.526,,,,,,,
541.02,12.25,,44.756,,,,,,,
541.172,12.25,,47.973,,,,,,,
541.325,12.25,,51.204,,,,,,,
541.477,12.25,,54.462,,,,,,,
541.63,12.25,,53.26,,,,,,,
541.782,12.25,,54.183,,,,,,,
541.934,12.25,,55.862,,,,,,,
542.087,12.25,,56.016,,,,,,,
542.239,12.25,,55.246,,,,,,,
542.392,12.25,,55.106,,,,,,,
542.544,12.25,,53.26,,,,,,,
542.696,12.25,,52.952,,,,,,,
542.849,12.25,,50.771,,,,,,,
543.001,12.25,,51.708,,,,,,,
543.154,12.25,,52.938,,,,,,,
543.306,12.25,,55.246,,,,,,,
543.458,12.25,,59.302,,,,,,,
543.611,12.25,,61.609,,,,,,,
543.763,12.25,,58.546,,,,,,,
543.916,12.25,,58.169,,,,,,,
544.068,12.25,,58.365,,,,,,,
544.22,12.25,,60.813,,,,,,,
544.373,12.25,,58.393,,,,,,,
544.525,12.25,,56.505,,,,,,,
544.678,12.25,,58.505,,,,,,,
544.83,12.25,,61.442,,,,,,,
544.982,12.25,,58.519,,,,,,,
545.135,12.25,,58.127,,,,,,,
545.287,12.25,,57.302,,,,,,,
545.44,12.25,,62.225,,,,,,,
545.592,12.25,,60.826,,,,,,,
545.744,12.25,,60.673,,,,,,,
545.897,12.25,,57.596,,,,,,,
546.049,12.25,,61.232,,,,,,,
546.202,12.25,,59.694,,,,,,,
546.354,12.25,,61.232,,,,,,,
546.506,12.25,,61.092,,,,,,,
546.659,12.25,,64.169,,,,,,,
546.811,12.25,,65.092,,,,,,,
546.964,12.25,,61.037,,,,,,,
547.116,12.25,,58.267,,,,,,,
547.268,12.25,,57.372,,,,,,,
