DEPT,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
982.218,8.5,8.56,94.018,2.943,15.534,25.862,2.227,0.301,2.487,113.25
982.37,8.5,8.592,96.459,3.392,14.243,24.03,2.228,0.297,2.544,110.75
982.523,8.5,8.568,92.347,3.566,13.05,22.311,2.24,0.297,2.627,105.5
982.675,8.5,8.572,85.07,3.545,12.284,21.193,2.291,0.283,2.796,92.0
982.828,8.5,8.56,81.195,4.044,13.766,23.621,2.411,0.218,3.108,96.332
982.98,8.5,8.6,68.782,5.923,20.227,34.381,2.517,0.163,3.487,77.914
983.132,8.5,8.656,61.093,12.305,44.51,81.549,2.585,0.136,3.797,66.595
983.285,8.5,8.777,55.078,33.673,109.005,204.645,2.564,0.138,3.844,60.0
983.437,8.5,8.705,62.622,49.41,123.298,205.536,2.503,0.165,3.696,71.0
983.59,8.5,8.56,71.395,13.864,25.677,36.007,2.426,0.211,3.461,83.75
983.742,8.5,8.584,84.251,6.629,11.594,16.031,2.353,0.244,3.249,108.001
983.894,8.5,8.572,95.526,5.765,10.406,14.692,2.323,0.283,3.111,111.75
984.047,8.5,8.44,103.832,5.674,10.381,14.671,2.309,0.338,3.01,112.5
984.199,8.5,8.464,108.298,5.266,10.829,15.22,2.311,0.355,2.962,112.5
984.352,8.5,8.44,107.584,4.624,11.576,16.048,2.313,0.35,2.902,112.5
984.504,8.5,8.44,105.595,4.316,12.177,16.656,2.313,0.346,2.883,114.25
984.656,8.5,8.404,102.173,4.046,11.91,16.239,2.308,0.335,2.894,115.0
984.809,8.5,8.336,104.53,3.815,11.077,15.359,2.294,0.322,2.931,114.25
984.961,8.5,8.328,105.148,3.726,10.506,15.101,2.283,0.331,2.945,113.5
985.114,8.5,8.336,108.798,3.766,10.264,15.427,2.288,0.339,2.901,113.005
985.266,8.5,8.32,109.086,3.832,10.237,16.007,2.295,0.371,2.882,112.5
985.418,8.5,8.416,115.091,3.878,10.299,16.581,2.303,0.36,2.877,113.416
985.571,8.5,8.428,112.246,3.862,10.195,16.607,2.302,0.342,2.903,113.5
985.723,8.5,8.416,108.925,3.8,9.91,16.227,2.301,0.33,2.911,113.25
985.876,8.5,8.328,103.823,3.745,9.546,15.701,2.305,0.326,2.914,113.5
986.028,8.5,8.272,106.46,3.782,9.414,15.595,2.314,0.324,2.919,114.25
986.18,8.5,8.308,107.105,3.893,9.578,15.999,2.319,0.338,2.923,110.897
986.333,8.5,8.344,108.112,3.979,9.72,16.397,2.315,0.355,2.933,113.334
986.485,8.5,8.368,106.533,3.834,9.308,15.727,2.305,0.352,2.932,116.416
986.638,8.5,8.38,106.707,3.818,9.296,15.871,2.3,0.329,2.936,114.25
986.79,8.5,8.352,104.652,3.881,9.293,15.99,2.301,0.32,2.948,111.666
986.942,8.5,8.336,103.979,3.902,9.292,16.111,2.3,0.322,2.994,114.25
987.095,8.5,8.296,107.531,3.862,9.222,16.052,2.307,0.336,2.999,114.25
987.247,8.5,8.284,107.116,3.924,9.304,16.086,2.31,0.34,3.001,114.166
987.4,8.5,8.284,110.361,3.885,9.071,15.487,2.311,0.342,2.99,114.25
987.552,8.5,8.296,102.931,3.836,8.942,15.157,2.315,0.326,2.964,114.25
987.704,8.5,8.284,106.605,3.86,8.886,15.001,2.319,0.321,2.933,112.5
987.857,8.5,8.296,104.735,3.932,8.858,14.868,2.325,0.307,2.893,112.584
988.009,8.5,8.296,107.771,3.98,8.976,15.064,2.315,0.317,2.912,113.251
988.162,8.5,8.199,108.41,3.964,8.921,14.926,2.309,0.316,2.932,112.504
988.314,8.5,8.199,105.535,3.906,8.847,14.773,2.31,0.347,2.94,112.5
988.466,8.5,8.199,105.895,4.014,9.155,15.325,2.317,0.346,2.936,113.25
988.619,8.5,8.224,102.046,3.964,9.111,15.231,2.32,0.356,2.923,113.416
988.771,8.5,8.272,102.42,3.932,9.137,15.238,2.317,0.348,2.921,112.5
988.924,8.5,8.312,105.964,3.925,9.114,15.233,2.308,0.328,2.932,111.75
989.076,8.5,8.296,108.899,3.821,8.995,15.105,2.304,0.295,2.944,112.5
989.228,8.5,8.272,109.945,3.785,8.942,15.038,2.302,0.283,2.959,111.584
989.381,8.5,8.272,106.46,3.816,8.971,15.13,2.303,0.304,2.963,111.584
989.533,8.5,8.26,103.283,3.877,8.885,14.843,2.306,0.304,2.958,113.416
989.686,8.5,8.236,106.177,3.804,8.626,14.311,2.307,0.289,2.959,114.25
989.838,8.5,8.236,106.298,3.632,8.178,13.508,2.313,0.303,2.954,113.334
989.99,8.5,8.236,109.177,3.69,8.38,13.876,2.318,0.322,2.958,112.5
990.143,8.5,8.248,111.033,3.846,8.758,14.447,2.329,0.342,2.957,111.75
990.295,8.5,8.272,115.975,3.932,8.938,14.726,2.335,0.331,2.961,112.5
990.448,8.5,8.272,116.455,3.966,8.803,14.424,2.328,0.334,2.998,110.0
990.6,8.5,8.199,111.786,3.94,8.649,14.126,2.321,0.326,3.018,110.75
990.752,8.5,8.211,107.349,3.912,8.406,13.687,2.314,0.329,3.034,110.75
990.905,8.5,8.224,106.684,3.856,8.183,13.333,2.315,0.332,3.034,112.5
991.057,8.5,8.211,100.053,3.956,8.354,13.595,2.317,0.331,3.052,111.75
991.21,8.5,8.224,99.782,3.99,8.515,13.926,2.319,0.346,3.076,110.75
991.362,8.5,8.224,97.264,4.096,8.771,14.372,2.326,0.33,3.07,111.25
991.514,8.5,8.211,103.058,4.12,8.788,14.264,2.331,0.33,3.046,110.0
991.667,8.5,8.211,105.095,4.1,8.632,13.934,2.337,0.322,3.006,110.834
991.819,8.5,8.224,107.839,4.075,8.564,13.834,2.339,0.325,2.971,110.0
991.972,8.5,8.224,105.336,4.025,8.509,13.8,2.335,0.338,2.949,110.834
992.124,8.5,8.224,102.938,3.981,8.458,13.709,2.331,0.336,2.929,110.75
992.276,8.5,8.248,96.742,4.023,8.641,14.101,2.322,0.325,2.952,110.0
992.429,8.5,8.272,100.325,4.048,8.762,14.339,2.317,0.318,2.978,111.584
992.581,8.5,8.284,100.496,4.007,8.622,14.095,2.303,0.307,3.026,113.416
992.734,8.5,8.256,104.827,3.853,8.161,13.305,2.301,0.313,3.01,110.078
992.886,8.5,8.232,105.545,3.811,8.066,13.164,2.31,0.328,2.965,113.25
993.038,8.5,8.26,104.229,3.838,8.191,13.393,2.328,0.333,2.926,111.25
993.191,8.5,8.264,104.975,3.908,8.437,13.839,2.335,0.315,2.937,110.75
993.343,8.5,8.312,105.686,4.032,8.795,14.407,2.331,0.305,2.974,110.001
993.496,8.5,8.328,107.88,4.044,8.794,14.363,2.328,0.327,2.996,110.0
993.648,8.5,8.344,106.861,4.005,8.774,14.321,2.326,0.331,3.0,110.0
993.8,8.5,8.368,104.21,3.973,8.758,14.25,2.327,0.312,3.0,110.0
993.953,8.5,8.408,104.19,3.986,8.736,14.173,2.324,0.324,2.989,110.375
994.105,8.5,8.416,105.434,4.063,8.855,14.369,2.318,0.331,2.954,110.0
994.258,8.5,8.416,107.928,3.94,8.608,13.938,2.306,0.323,2.916,110.75
994.41,8.5,8.464,108.389,3.83,8.26,13.286,2.297,0.334,2.892,110.834
994.562,8.5,8.496,104.328,3.831,8.297,13.305,2.295,0.335,2.892,110.75
994.715,8.5,8.448,100.758,3.898,8.351,13.337,2.298,0.36,2.887,111.75
994.867,8.5,8.44,102.152,3.927,8.406,13.372,2.306,0.355,2.889,112.5
995.02,8.5,8.428,107.264,3.958,8.421,13.409,2.31,0.367,2.921,112.5
995.172,8.5,8.344,108.76,4.053,8.658,13.798,2.321,0.363,2.949,112.5
995.324,8.5,8.264,109.254,4.138,8.706,13.874,2.334,0.352,2.947,112.5
995.477,8.5,8.272,107.992,4.196,8.749,13.925,2.347,0.334,2.92,108.5
995.629,8.5,8.288,109.922,4.058,8.53,13.585,2.352,0.32,2.905,107.503
995.782,8.5,8.32,107.738,3.952,8.287,13.184,2.35,0.33,2.893,107.75
995.934,8.5,8.272,106.618,4.107,8.723,13.942,2.34,0.353,2.885,111.584
996.086,8.5,8.256,101.622,4.259,9.187,14.777,2.324,0.36,2.911,111.584
996.239,8.5,8.28,104.205,4.155,9.043,14.6,2.307,0.361,2.947,114.25
996.391,8.5,8.344,110.07,4.066,8.969,14.518,2.298,0.349,2.971,114.625
996.544,8.5,8.344,115.298,3.907,8.609,13.92,2.301,0.336,2.95,114.25
996.696,8.5,8.392,111.796,3.845,8.468,13.695,2.303,0.328,2.943,113.416
996.848,8.5,8.384,108.741,3.929,8.739,14.148,2.306,0.336,2.936,110.75
997.001,8.5,8.384,107.495,3.935,8.8,14.255,2.313,0.339,2.916,112.416
997.153,8.5,8.38,107.802,4.061,9.155,14.855,2.324,0.347,2.87,111.751
997.306,8.5,8.392,105.962,4.007,9.09,14.699,2.33,0.358,2.836,111.5
997.458,8.5,8.424,104.888,4.041,9.196,14.892,2.328,0.346,2.835,110.748
997.61,8.5,8.464,104.626,4.008,9.002,14.551,2.32,0.346,2.862,113.5
997.763,8.5,8.488,103.36,4.02,8.947,14.481,2.318,0.343,2.883,112.5
997.915,8.5,8.488,103.898,3.956,8.721,14.129,2.322,0.341,2.897,113.5
998.068,8.5,8.472,106.327,3.991,8.704,14.11,2.325,0.33,2.923,111.75
998.22,8.5,8.476,103.966,4.001,8.74,14.136,2.323,0.324,2.952,115.875
998.372,8.5,8.456,103.705,3.931,8.56,13.865,2.321,0.332,2.954,111.666
998.525,8.5,8.392,99.561,4.046,8.793,14.239,2.316,0.343,2.954,112.5
998.677,8.5,8.376,98.815,4.021,8.766,14.177,2.307,0.334,2.969,111.75
998.83,8.5,8.344,96.15,3.973,8.746,14.138,2.294,0.332,3.027,112.5
998.982,8.5,8.368,97.507,4.021,8.94,14.344,2.29,0.33,3.073,111.584
999.134,8.5,8.44,103.038,4.072,9.004,14.441,2.293,0.348,3.105,110.834
999.287,8.5,8.424,105.341,4.088,9.061,14.51,2.3,0.342,3.094,112.5
999.439,8.5,8.392,108.166,4.183,9.278,14.906,2.303,0.324,3.057,112.5
999.592,8.5,8.312,107.108,4.034,8.624,13.785,2.301,0.308,2.993,113.416
999.744,8.5,8.296,105.035,3.949,8.391,13.417,2.304,0.311,2.912,115.0
999.896,8.5,8.344,98.56,3.827,8.06,12.865,2.306,0.308,2.868,112.5
1000.049,8.5,8.368,96.941,3.904,8.394,13.463,2.313,0.322,2.853,112.5
1000.201,8.5,8.368,98.382,4.055,8.855,14.261,2.317,0.307,2.874,112.5
1000.354,8.5,8.384,107.563,4.086,8.989,14.517,2.317,0.33,2.905,112.5
1000.506,8.5,8.38,108.873,4.093,9.026,14.578,2.314,0.3,2.929,112.5
1000.658,8.5,8.376,109.194,4.015,8.762,14.098,2.302,0.304,2.976,112.375
1000.811,8.5,8.344,104.466,3.919,8.529,13.708,2.299,0.287,2.999,112.5
1000.963,8.5,8.296,104.855,4.028,8.67,13.978,2.301,0.314,3.015,110.75
1001.116,8.5,8.308,107.74,4.064,8.723,14.051,2.31,0.301,3.01,110.75
1001.268,8.5,8.344,109.713,4.111,8.8,14.158,2.322,0.307,2.997,111.75
1001.42,8.5,8.368,114.047,4.176,8.999,14.478,2.331,0.306,2.985,111.5
1001.573,8.5,8.392,112.679,4.171,8.911,14.307,2.333,0.322,2.981,112.5
1001.725,8.5,8.392,111.547,4.128,8.747,14.111,2.332,0.322,2.979,116.75
1001.878,8.5,8.352,105.45,4.118,8.583,13.92,2.328,0.345,2.975,113.25
1002.03,8.5,8.368,107.694,4.149,8.575,14.015,2.328,0.333,2.955,111.584
1002.182,8.5,8.416,107.913,4.173,8.665,14.292,2.319,0.349,2.944,110.75
1002.335,8.5,8.4,105.182,4.148,8.7,14.447,2.317,0.331,2.921,113.25
1002.487,8.5,8.392,105.146,4.015,8.379,13.817,2.316,0.341,2.906,110.0
1002.64,8.5,8.368,103.682,4.102,8.639,14.191,2.327,0.348,2.884,110.75
1002.792,8.5,8.368,104.165,4.17,8.892,14.605,2.328,0.351,2.914,110.0
1002.944,8.5,8.404,105.774,4.168,8.967,14.752,2.334,0.332,2.923,110.0
1003.097,8.5,8.424,106.907,4.132,8.981,14.811,2.337,0.317,2.933,110.0
1003.249,8.5,8.44,110.246,4.084,8.771,14.509,2.341,0.316,2.921,110.0
1003.402,8.5,8.44,102.758,4.038,8.641,14.352,2.332,0.324,2.94,110.0
1003.554,8.5,8.448,100.371,4.056,8.727,14.56,2.323,0.319,2.949,110.0
1003.706,8.5,8.472,100.837,4.143,8.967,15.096,2.321,0.336,2.939,110.0
1003.859,8.5,8.5,104.595,4.209,9.128,15.467,2.325,0.339,2.924,110.75
1004.011,8.5,8.512,107.44,4.154,9.148,15.493,2.32,0.36,2.932,109.25
1004.164,8.5,8.524,105.247,4.14,9.236,15.501,2.316,0.347,2.917,108.334
1004.316,8.5,8.488,105.558,4.139,9.333,15.529,2.311,0.343,2.899,108.25
1004.468,8.5,8.488,107.255,4.163,9.374,15.404,2.311,0.333,2.865,111.669
1004.621,8.5,8.476,111.019,3.965,9.016,14.743,2.311,0.344,2.845,109.25
1004.773,8.5,8.496,108.929,4.065,9.325,15.235,2.32,0.321,2.856,110.0
1004.926,8.5,8.464,105.148,4.171,9.369,15.144,2.329,0.318,2.877,110.75
1005.078,8.5,8.432,101.764,4.128,9.107,14.595,2.334,0.312,2.906,111.584
1005.23,8.5,8.416,103.266,4.053,8.966,14.295,2.325,0.335,2.898,111.584
1005.383,8.5,8.368,105.349,4.054,8.839,13.958,2.319,0.342,2.887,110.75
1005.535,8.5,8.38,107.914,4.135,9.17,14.404,2.315,0.359,2.874,110.0
1005.688,8.5,8.336,105.184,4.257,9.579,14.995,2.317,0.357,2.874,110.0
1005.84,8.5,8.304,106.124,4.299,9.832,15.237,2.326,0.345,2.848,109.25
1005.992,8.5,8.312,103.873,4.379,10.455,15.818,2.341,0.334,2.828,109.25
1006.145,8.5,8.352,105.134,4.445,10.859,16.084,2.348,0.335,2.818,106.666
1006.297,8.5,8.38,101.034,4.457,10.997,16.048,2.344,0.321,2.832,105.834
1006.45,8.5,8.368,104.24,4.61,11.414,16.553,2.335,0.315,2.835,102.5
1006.602,8.5,8.368,108.101,4.92,11.26,16.361,2.334,0.297,2.813,103.25
1006.754,8.5,8.392,113.758,5.135,10.876,15.767,2.332,0.315,2.798,104.916
1006.907,8.5,8.424,108.107,5.352,10.815,15.643,2.337,0.311,2.82,105.0
1007.059,8.5,8.44,105.396,5.672,10.438,14.917,2.341,0.297,2.855,99.25
1007.212,8.5,8.416,98.732,5.957,10.595,15.053,2.391,0.262,2.914,83.5
1007.364,8.5,8.416,95.226,7.66,13.677,19.345,2.462,0.208,2.951,53.812
1007.516,8.5,8.536,87.845,10.129,20.278,29.425,2.5,0.176,2.948,70.252
1007.669,8.5,8.672,89.362,6.392,15.812,24.281,2.448,0.196,2.854,100.75
1007.821,8.5,8.536,91.164,5.384,13.938,22.086,2.34,0.256,2.734,115.166
1007.974,8.5,8.512,93.951,5.168,13.046,20.855,2.254,0.309,2.652,117.5
1008.126,8.5,8.512,90.188,4.859,12.566,20.067,2.212,0.33,2.617,115.0
1008.278,8.5,8.512,88.245,3.946,12.099,19.088,2.203,0.332,2.609,114.166
1008.431,8.5,8.56,86.72,3.822,12.759,19.923,2.213,0.34,2.635,116.0
1008.583,8.5,8.656,91.343,3.726,12.936,19.772,2.238,0.346,2.713,114.084
1008.736,8.5,8.729,96.026,3.727,13.413,19.812,2.262,0.352,2.79,113.25
1008.888,8.5,8.596,99.398,3.659,13.203,19.557,2.282,0.339,2.835,113.25
1009.04,8.5,8.476,100.864,3.641,12.773,19.175,2.295,0.316,2.831,113.5
1009.193,8.5,8.368,104.508,3.924,12.519,19.442,2.299,0.288,2.799,113.25
1009.345,8.5,8.344,106.451,4.03,12.62,20.013,2.281,0.303,2.766,115.75
1009.498,8.5,8.356,103.178,3.832,11.908,19.272,2.248,0.333,2.733,118.251
1009.65,8.5,8.368,99.61,3.432,10.16,16.49,2.227,0.357,2.693,116.75
1009.802,8.5,8.392,94.432,3.37,9.779,16.155,2.23,0.349,2.66,115.916
1009.955,8.5,8.464,96.703,3.783,10.861,18.227,2.249,0.328,2.651,114.495
1010.107,8.5,8.496,98.896,3.83,11.179,18.971,2.267,0.334,2.699,114.25
1010.26,8.5,8.512,105.239,3.718,11.29,19.16,2.283,0.346,2.752,113.334
1010.412,8.5,8.432,108.999,3.637,11.135,18.62,2.298,0.348,2.777,113.25
1010.564,8.5,8.344,106.864,3.851,11.757,19.156,2.303,0.339,2.766,111.75
1010.717,8.5,8.38,104.13,3.974,12.247,19.928,2.308,0.319,2.76,111.5
1010.869,8.5,8.408,97.606,3.973,12.506,20.545,2.308,0.321,2.752,112.25
1011.022,8.5,8.432,99.2,3.889,12.177,20.328,2.303,0.335,2.732,113.75
1011.174,8.5,8.336,96.991,3.948,11.725,19.684,2.285,0.336,2.698,115.422
1011.326,8.5,8.32,96.289,3.802,10.612,17.725,2.263,0.342,2.684,114.084
1011.479,8.5,8.28,93.24,3.515,9.607,16.133,2.256,0.332,2.705,112.0
1011.631,8.5,8.28,99.954,3.552,9.837,16.752,2.265,0.317,2.745,114.916
1011.784,8.5,8.332,101.535,3.754,10.538,18.078,2.286,0.312,2.781,112.584
1011.936,8.5,8.38,102.224,3.748,10.803,18.559,2.302,0.327,2.791,111.587
1012.088,8.5,8.416,99.375,3.943,11.295,19.132,2.305,0.351,2.779,112.416
1012.241,8.5,8.488,99.608,3.899,10.973,18.397,2.3,0.323,2.741,112.584
1012.393,8.5,8.464,101.324,3.905,10.813,18.086,2.291,0.302,2.725,110.75
1012.546,8.5,8.416,100.886,3.928,10.67,17.859,2.29,0.281,2.738,107.0
1012.698,8.5,8.384,98.766,3.882,10.452,17.709,2.295,0.29,2.796,110.084
1012.85,8.5,8.368,96.889,4.047,10.821,18.421,2.314,0.281,2.845,109.583
1013.003,8.5,8.408,101.197,4.254,11.456,19.67,2.326,0.297,2.856,110.0
1013.155,8.5,8.512,106.618,4.313,11.27,18.731,2.322,0.303,2.838,110.834
1013.308,8.5,8.512,104.676,3.815,10.095,17.362,2.308,0.322,2.825,110.0
1013.46,8.5,8.544,98.175,4.811,12.954,22.436,2.311,0.317,2.828,110.0
1013.612,8.5,8.416,96.439,3.99,10.699,18.444,2.321,0.311,2.833,110.0
1013.765,8.5,8.416,101.032,4.099,10.942,18.998,2.327,0.31,2.821,110.75
1013.917,8.5,8.416,104.012,3.912,10.879,19.216,2.306,0.333,2.789,112.5
1014.07,8.5,8.44,104.359,3.683,10.403,18.453,2.292,0.336,2.762,113.5
1014.222,8.5,8.44,101.585,3.456,9.945,17.526,2.287,0.315,2.745,111.75
1014.374,8.5,8.476,99.514,3.549,10.059,17.475,2.301,0.306,2.741,110.75
1014.527,8.5,8.512,99.344,3.623,10.266,17.76,2.311,0.304,2.73,110.834
1014.679,8.5,8.524,99.749,3.696,10.603,18.389,2.306,0.312,2.715,110.75
1014.832,8.5,8.512,102.707,3.684,10.991,19.076,2.292,0.318,2.7,110.625
1014.984,8.5,8.5,100.914,3.48,10.724,18.75,2.274,0.321,2.704,113.5
1015.136,8.5,8.524,105.995,3.435,10.715,18.912,2.269,0.308,2.718,114.166
1015.289,8.5,8.56,104.6,3.559,10.738,18.963,2.276,0.315,2.734,112.5
1015.441,8.5,8.632,104.445,3.653,10.69,18.82,2.29,0.314,2.737,113.334
1015.594,8.5,8.656,95.879,3.819,11.011,19.406,2.297,0.31,2.731,113.419
1015.746,8.5,8.688,98.085,3.814,10.964,19.154,2.293,0.283,2.72,112.584
1015.898,8.5,8.608,99.326,3.725,10.953,18.962,2.288,0.285,2.714,113.416
1016.051,8.5,8.608,101.154,3.77,11.23,19.224,2.288,0.283,2.711,111.625
1016.203,8.5,8.608,98.42,3.853,11.271,19.005,2.296,0.296,2.719,110.001
1016.356,8.5,8.608,96.836,3.868,11.395,19.229,2.292,0.305,2.727,111.584
1016.508,8.5,8.608,100.135,3.855,11.699,19.967,2.278,0.305,2.722,114.999
1016.66,8.5,8.608,99.09,3.89,12.264,21.247,2.249,0.298,2.692,116.0
1016.813,8.5,8.596,99.189,3.509,11.284,19.585,2.227,0.306,2.646,118.251
1016.965,8.5,8.48,93.244,3.392,10.826,18.674,2.214,0.325,2.608,116.75
1017.118,8.5,8.432,93.903,3.405,10.509,17.947,2.228,0.333,2.619,115.749
1017.27,8.5,8.428,98.293,3.623,10.757,17.988,2.247,0.337,2.646,114.0
1017.422,8.5,8.464,102.32,3.712,11.409,18.851,2.275,0.335,2.691,112.5
1017.575,8.5,8.56,104.357,3.67,11.975,19.791,2.281,0.331,2.725,113.25
1017.727,8.5,8.56,100.022,3.649,12.304,20.381,2.278,0.343,2.746,114.25
1017.88,8.5,8.6,103.739,3.638,12.158,20.105,2.258,0.334,2.743,113.125
1018.032,8.5,8.56,101.698,3.716,11.585,19.084,2.253,0.33,2.733,115.001
1018.184,8.5,8.536,102.567,3.846,11.493,19.064,2.26,0.333,2.74,115.419
1018.337,8.5,8.464,96.548,3.93,11.605,19.322,2.268,0.331,2.75,116.587
1018.489,8.5,8.488,96.689,3.601,10.815,18.017,2.269,0.317,2.73,115.0
1018.642,8.5,8.44,94.436,3.78,11.776,19.836,2.271,0.293,2.698,114.249
1018.794,8.5,8.488,99.823,3.982,12.042,19.925,2.28,0.288,2.68,113.25
1018.946,8.5,8.476,96.579,3.971,11.947,19.653,2.273,0.289,2.676,112.5
1019.099,8.5,8.44,101.835,3.87,11.563,19.022,2.269,0.285,2.696,112.5
1019.251,8.5,8.424,96.463,3.881,11.488,18.989,2.272,0.303,2.732,112.041
1019.404,8.5,8.464,100.986,3.963,11.482,18.945,2.287,0.307,2.776,111.75
1019.556,8.5,8.452,102.311,4.06,11.898,19.799,2.295,0.329,2.809,111.584
1019.708,8.5,8.504,106.947,4.154,12.189,20.364,2.282,0.323,2.793,114.166
1019.861,8.5,8.524,106.672,3.81,11.128,18.565,2.267,0.321,2.752,115.25
1020.013,8.5,8.48,105.141,3.639,10.751,18.136,2.255,0.319,2.693,115.75
1020.166,8.5,8.44,102.5,3.755,11.263,19.19,2.257,0.32,2.664,115.0
1020.318,8.5,8.464,106.117,3.721,11.486,19.701,2.254,0.338,2.659,115.832
1020.47,8.5,8.536,105.615,3.462,11.014,18.9,2.256,0.347,2.668,115.0
1020.623,8.5,8.616,104.993,3.467,11.307,19.429,2.258,0.371,2.677,113.25
1020.775,8.5,8.729,102.037,3.582,11.616,20.031,2.272,0.365,2.686,112.5
1020.928,8.5,8.777,100.373,3.631,11.693,20.186,2.281,0.37,2.704,113.25
1021.08,8.5,8.741,102.122,3.728,11.675,20.313,2.279,0.354,2.71,115.0
1021.232,8.5,8.688,103.142,3.51,10.665,18.633,2.262,0.329,2.714,116.75
1021.385,8.5,8.596,106.558,3.306,10.062,17.629,2.25,0.327,2.669,114.25
1021.537,8.5,8.584,106.688,3.352,10.417,18.347,2.257,0.342,2.631,113.0
1021.69,8.5,8.608,104.905,3.526,11.177,19.947,2.277,0.345,2.6,112.499
1021.842,8.5,8.656,101.661,3.677,11.982,21.609,2.28,0.352,2.603,114.169
1021.994,8.5,8.608,97.88,3.469,11.059,19.574,2.267,0.351,2.64,115.0
1022.147,8.5,8.644,99.466,3.276,10.38,18.196,2.26,0.374,2.678,113.5
1022.299,8.5,8.761,94.55,3.315,10.345,18.17,2.268,0.358,2.744,113.25
1022.452,8.5,8.861,95.865,3.52,10.754,19.012,2.284,0.332,2.783,113.25
1022.604,8.5,8.969,95.885,3.521,10.494,18.617,2.281,0.318,2.787,113.334
1022.756,8.5,8.713,102.153,3.254,9.7,17.244,2.266,0.295,2.771,113.337
1022.909,8.5,8.512,103.592,3.347,10.031,17.688,2.26,0.287,2.737,112.499
1023.061,8.5,8.488,104.146,3.369,10.398,18.309,2.264,0.274,2.753,111.375
1023.214,8.5,8.536,102.55,3.336,10.827,19.282,2.271,0.286,2.78,112.584
1023.366,8.5,8.632,101.315,3.259,10.824,19.326,2.272,0.3,2.788,114.25
1023.518,8.5,8.656,101.432,3.346,11.248,20.249,2.267,0.324,2.761,115.0
1023.671,8.5,8.584,99.233,3.387,11.262,20.293,2.25,0.328,2.712,116.75
1023.823,8.5,8.528,97.24,3.181,10.564,18.98,2.233,0.322,2.683,117.5
1023.976,8.5,8.464,96.314,3.136,10.424,18.895,2.23,0.332,2.665,115.0
1024.128,8.5,8.496,99.598,3.299,10.842,19.784,2.241,0.324,2.674,114.166
1024.28,8.5,8.56,99.744,3.417,11.255,20.347,2.246,0.327,2.705,120.403
1024.433,8.5,8.584,99.226,3.359,10.949,19.424,2.246,0.312,2.71,117.25
1024.585,8.5,8.452,98.193,3.358,10.856,19.015,2.248,0.333,2.679,115.081
1024.738,8.5,8.416,103.122,3.385,10.684,18.395,2.259,0.319,2.645,115.001
1024.89,8.5,8.428,98.82,3.508,10.938,18.741,2.263,0.323,2.637,113.5
1025.042,8.5,8.44,100.564,3.713,11.566,19.984,2.267,0.302,2.627,112.416
1025.195,8.5,8.488,99.677,3.654,11.494,19.963,2.256,0.293,2.633,113.5
1025.347,8.5,8.512,102.812,3.612,11.305,19.735,2.249,0.297,2.639,115.0
1025.5,8.5,8.56,100.387,3.494,10.954,19.201,2.237,0.294,2.656,115.0
1025.652,8.5,8.56,97.916,3.481,10.953,19.182,2.238,0.314,2.638,115.834
1025.804,8.5,8.524,97.404,3.374,10.772,18.733,2.241,0.322,2.632,115.834
1025.957,8.5,8.496,97.003,3.381,11.015,19.054,2.246,0.339,2.619,115.75
1026.109,8.5,8.512,95.286,3.591,12.058,20.808,2.239,0.334,2.628,115.834
1026.262,8.5,8.424,93.482,3.336,11.367,19.49,2.232,0.328,2.615,115.0
1026.414,8.5,8.44,94.151,3.202,11.153,19.093,2.233,0.34,2.59,114.997
1026.566,8.5,8.464,96.495,3.247,11.441,19.795,2.248,0.358,2.574,116.584
1026.719,8.5,8.512,99.361,3.314,11.496,20.067,2.253,0.36,2.59,116.666
1026.871,8.5,8.512,101.061,3.247,11.651,20.53,2.254,0.326,2.621,115.0
1027.024,8.5,8.548,98.12,3.22,11.382,20.316,2.256,0.312,2.641,114.25
1027.176,8.5,8.512,95.822,3.405,11.801,20.954,2.262,0.319,2.629,114.166
1027.328,8.5,8.52,90.389,3.503,11.884,20.765,2.261,0.337,2.625,115.001
1027.481,8.5,8.512,93.257,3.326,11.237,19.465,2.245,0.32,2.605,114.834
1027.633,8.5,8.512,90.066,3.365,12.067,21.101,2.237,0.321,2.597,118.416
1027.786,8.5,8.56,91.099,3.176,11.245,19.194,2.231,0.319,2.574,116.0
1027.938,8.5,8.536,92.466,3.268,11.846,19.901,2.241,0.329,2.559,113.25
1028.09,8.5,8.548,95.916,3.377,11.994,20.008,2.256,0.326,2.567,111.0
1028.243,8.5,8.608,94.207,3.538,11.81,19.906,2.262,0.336,2.628,110.916
1028.395,8.5,8.584,89.973,3.61,11.443,19.691,2.266,0.326,2.713,110.0
1028.548,8.5,8.592,93.414,3.906,11.569,19.859,2.278,0.309,2.804,107.5
1028.7,8.5,8.632,98.328,4.313,11.997,20.657,2.316,0.302,2.9,105.0
1028.852,8.5,8.648,99.439,4.322,12.035,20.525,2.395,0.301,3.017,91.0
1029.005,8.5,8.721,96.309,4.453,12.628,21.574,2.488,0.23,3.123,82.513
1029.157,8.5,8.777,93.71,6.757,19.056,32.86,2.546,0.18,3.213,59.0
1029.31,8.5,8.809,95.115,12.223,36.764,65.272,2.511,0.172,3.219,84.576
1029.462,8.5,8.664,92.472,7.321,17.611,27.476,2.412,0.224,3.115,94.0
1029.614,8.5,8.536,93.802,4.111,9.477,14.859,2.318,0.281,2.929,110.0
