DEPT,TENS:1,TENS:2,DT_BHC,RLA5,RLA3,RSOZ,TNPH:1,CALI,BS,RLA4,RHOZ,PEFZ,RXO,GR:1,DTSM,RT,RLA1,NPHI,TNPH:2,GR:2,GR:3,DTCO,RLA2,RLA0,GR:4,RXOZ
79.248,,,,,,,,,,,,,,,,,,,,,,,,,,
79.4,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
79.553,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
79.705,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
79.858,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.01,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.162,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.315,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.467,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.62,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.772,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
80.924,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.077,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.229,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.382,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.534,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.686,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.839,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
81.991,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
82.144,,,,,,,,,12.25,,,,,,,,,,,,,,,,,
82.296,,,,,,,,,12.25,,,,,25.569,,,,,,,,,,,,
82.448,,,,,,,,,12.25,,,,,30.063,,,,,,,,,,,,
82.601,,,,,,,,,12.25,,,,,23.688,,,,,,,27.528,,,,,
82.753,,,,,,,,,12.25,,,,,28.311,,,,,,,25.022,,,,,
82.906,,,,,,,,,12.25,,,,,22.788,,,,,,,25.374,,,,32.125,
83.058,,,,,,,,,12.25,,,,,24.96,,,,,,35.002,25.014,,,,37.374,
83.21,,,,,,,,,12.25,,,,,27.549,,,,,,37.58,26.684,,,,32.443,
83.363,,,,,,,,,12.25,,,,,27.92,,,,,,37.168,26.483,,,,42.749,
83.515,,,,,,,,,12.25,,,,,24.538,,,,,,38.922,23.715,,,,36.529,
83.668,,,,,,,,,12.25,,,,,19.08,,,,,,32.748,24.404,,,,41.042,
83.82,,,,,,,,,12.25,,,,,29.631,,,,,,34.479,27.784,,,,23.783,
83.972,,,,,,,,,12.25,,,,,34.761,,,,,,35.348,30.605,,,,40.553,
84.125,,,,,,,,,12.25,,,,,27.746,,,,,,36.752,29.774,,,,39.334,
84.277,,,,,,,,,12.25,,,,,27.466,,,,,,35.479,25.942,,,,28.661,
84.43,,,,,,,,,12.25,,,,,23.346,,,,,,34.27,26.325,,,,37.505,
84.582,,,,,,,,,12.25,,,,,28.128,,,,,,34.793,27.464,,,,38.419,
84.734,,,,,,,0.957,,12.25,,,,,30.976,,,,,,36.622,28.68,,,,28.662,
84.887,,,,,,,0.786,,12.25,,,,,26.529,,,,0.687,,35.054,26.974,,,,43.603,
85.039,,,,,,,0.785,,12.25,,,,,23.451,,,,0.715,0.77,39.759,25.467,,,,31.101,
85.192,,,,,,,0.806,,12.25,,,,,26.189,,,,0.735,0.804,35.022,25.794,,,,42.993,
85.344,,,,,,,0.854,,12.25,,,,,27.771,,,,0.728,0.892,38.485,28.362,,,,30.797,
85.496,,,,,,,0.886,,12.25,,,,,31.426,,,,0.684,0.919,37.178,27.97,,,,42.689,
85.649,,,,,,,0.747,,12.25,,,,,24.856,,,,0.686,0.763,40.771,28.836,,,,39.333,
85.801,,,,,,,0.836,,12.25,,,,,30.128,,,,0.658,0.823,42.013,27.103,,,,39.639,
85.954,,,,,,,0.698,,12.25,,,,,26.004,,,,0.663,0.686,41.948,26.755,,,,46.347,
86.106,,,,,,,0.742,,12.25,,,,,24.131,,,,0.629,0.743,40.706,25.421,,,,40.554,
86.258,,,,,,,0.57,,12.25,,,,,26.19,,,,0.691,0.572,37.047,27.175,,,,35.98,
86.411,,,,,,,0.674,,12.25,,,,,31.121,,,,0.749,0.68,36.59,30.907,,,,36.589,
86.563,,,,,,,0.868,,12.25,,,,,35.309,,,,0.764,0.855,39.465,32.791,,,,38.114,
86.716,,,,,,,0.965,,12.25,,,,,32.296,,,,0.723,0.962,43.254,31.653,,,,45.737,
86.868,,,,,,,0.881,,12.25,,,,,27.694,,,,0.619,0.917,42.993,29.087,,,,48.481,
87.02,,,,,,,0.621,,12.25,,,,,27.288,,,,0.55,0.629,41.425,28.872,,,,36.284,
87.173,,,,,,,0.486,,12.25,,,,,31.628,,,,0.492,0.483,38.91,28.372,,,,41.164,
87.325,,,,,,,0.434,,12.25,,,,,26.395,,,,0.597,0.421,38.387,29.038,,,,39.335,
87.478,,,,,,,0.501,,12.25,,,,,29.273,,,,0.602,0.487,38.909,25.762,,,,35.979,
87.63,,,,,,,0.491,,12.25,,,,,21.341,,,,0.588,0.481,37.08,26.018,,,,42.383,
87.782,,,,,,,0.454,,12.25,,,,,27.336,,,,0.573,0.444,36.296,23.596,,,,33.235,
87.935,,,,,,,0.497,,12.25,,,,,22.165,,,,0.699,0.477,33.421,24.443,,,,35.065,
88.087,,,,,,,0.815,,12.25,,,,,24.088,,,,0.735,0.771,33.421,23.602,,,,31.406,
88.24,,,,,,,0.987,,12.25,,,,,24.738,,,,0.741,0.908,34.466,23.594,,,,33.845,
88.392,,,,,,,0.988,,12.25,,,,,22.235,,,,0.71,0.974,34.989,23.315,,,,38.114,
88.544,,,,,,0.29,0.907,3.53,12.25,,2.289,9.666,,23.33,,,,0.778,0.91,36.59,22.403,,,,32.931,0.048
88.697,,,,,,0.291,0.998,3.522,12.25,,2.289,9.666,,21.834,,,,0.695,1.076,36.067,23.093,,,,39.334,0.048
88.849,,,,,,0.289,0.674,3.526,12.25,,2.289,9.666,,24.123,,,,0.708,0.69,39.889,23.425,,,,35.37,0.048
89.002,,,,,,0.289,0.799,3.534,12.25,,2.289,9.666,,23.909,,,,0.669,0.783,42.503,23.757,,,,47.566,0.048
89.154,,,,,,0.287,0.745,3.518,12.25,,2.289,9.666,,22.527,,,,0.704,0.722,45.116,25.36,,,,46.957,0.048
89.306,,,,,,0.287,0.797,3.51,12.25,,2.289,9.666,,28.851,,,,0.649,0.792,41.229,26.286,,,,42.688,0.048
89.459,,,,,,0.285,0.623,3.522,12.25,,2.289,9.666,,27.19,,,,0.669,0.609,41.228,26.277,,,,35.064,0.048
89.611,,,,,,0.285,0.698,3.51,12.25,,2.289,9.666,,23.083,,,,0.639,0.67,38.615,23.626,,,,44.822,0.048
89.764,,,,,,0.29,0.709,3.51,12.25,,2.289,9.666,,21.026,,,,0.629,0.641,36.786,23.493,,,,33.846,0.048
89.916,,,,,,0.29,0.627,3.534,12.25,,2.289,9.666,,26.582,,,,0.619,0.598,34.172,22.223,,,,28.357,0.048
90.068,,,,,,0.288,0.576,3.534,12.25,,2.275,9.656,,18.489,,,,0.64,0.574,35.446,21.553,,,,38.419,0.048
90.221,,,,,,0.289,0.667,3.534,12.25,,2.262,9.654,,19.073,,,,0.638,0.662,35.25,22.192,,,,39.029,0.048
90.373,,,,,,0.29,0.712,3.51,12.25,,2.251,9.654,,28.523,,,,0.672,0.689,33.159,25.931,,,,26.832,0.048
90.526,,,,,,0.292,0.728,3.522,12.25,,2.245,9.664,,30.154,,,,0.744,0.697,30.873,29.958,,,,31.102,0.048
90.678,,,,,,0.292,0.831,3.534,12.25,,2.243,9.667,,31.184,,,,0.826,0.883,33.748,31.461,,,,32.016,0.048
90.83,,,,,,0.293,1.126,3.51,12.25,,2.254,9.669,,32.829,,,,0.756,1.175,35.054,30.285,,,,36.589,0.048
90.983,,,,,,0.29,0.778,3.534,12.25,,2.298,9.656,,26.723,,,,0.696,0.787,35.283,29.398,,,,34.456,0.048
91.135,,,,,,0.289,0.694,3.51,12.25,,2.355,9.644,,28.745,,,,0.611,0.69,32.931,25.342,,,,35.064,0.048
91.288,,,,,,0.284,0.576,3.534,12.25,,2.409,9.623,,21.003,,,,0.655,0.586,31.199,24.02,,,,29.881,0.048
91.44,,,,,,0.284,0.774,3.534,12.25,,2.385,9.656,,22.77,,,,0.667,0.769,33.29,22.004,,,,31.406,0.048
91.592,,,,,,0.283,0.897,3.534,12.25,,2.304,9.709,,22.761,,,,0.788,0.852,35.381,27.285,,,,39.639,0.048
91.745,,,,,,0.286,1.206,3.51,12.25,,2.223,9.777,,36.963,,,,0.74,1.155,36.753,30.699,,,,35.979,0.048
91.897,,,,,,0.289,0.847,3.534,12.25,,2.185,9.825,,32.678,,,,0.661,0.884,34.662,32.051,,,,34.456,0.048
92.05,,,,,,0.29,0.623,3.534,12.25,,2.189,9.862,,26.532,,,,0.568,0.643,35.708,27.568,,,,32.626,0.048
92.202,,,,,,0.294,0.517,3.534,12.25,,2.18,9.915,,23.406,,,,0.602,0.519,36.622,24.23,,,,39.944,0.048
92.354,,,,,,0.295,0.529,3.534,12.25,,2.171,9.961,,23.038,,,,0.66,0.528,40.804,22.258,,,,37.505,0.048
92.507,,,,,,0.294,0.64,3.534,12.25,,2.156,9.993,,20.545,,,,0.678,0.635,40.543,22.52,,,,46.042,0.048
92.659,,,,,,0.293,0.637,3.534,12.25,,2.148,9.997,,23.958,,,,0.658,0.651,39.399,23.36,,,,38.419,0.048
92.812,,,,,,0.294,0.667,3.534,12.25,,2.137,9.983,,25.634,,,,0.664,0.64,35.74,25.481,,,,33.541,0.048
92.964,,,,,,0.294,0.711,3.51,12.25,,2.135,9.982,,27.364,,,,0.689,0.685,32.31,29.828,,,,33.845,0.048
93.116,,,,,,0.294,0.806,3.534,12.25,,2.139,9.982,,36.917,,,,0.79,0.753,32.375,31.825,,,,28.357,0.048
93.269,,,,,,0.296,1.211,3.534,12.25,,2.157,9.997,,31.456,,,,0.755,1.176,34.466,31.44,,,,34.151,0.048
93.421,,,,,,0.298,0.897,3.534,12.25,,2.173,10.0,,25.993,,,,0.8,0.883,37.211,28.849,,,,41.774,0.048
93.574,,,,,,0.297,0.99,3.51,12.25,,2.189,10.0,,29.425,,,,0.714,0.99,36.426,27.591,,,,35.065,0.048
93.726,,,,,,0.29,0.823,3.51,12.25,,2.201,10.0,,28.077,,,,0.705,0.778,39.563,27.685,,,,32.626,0.048
93.878,,,,,,0.288,0.77,3.522,12.25,,2.222,10.0,,26.121,,,,0.701,0.71,40.02,26.001,,,,49.396,0.048
94.031,,,,,,0.291,0.728,3.534,12.25,,2.244,10.0,,24.056,,,,0.699,0.72,43.156,24.015,,,,37.2,0.048
94.183,,,,0.012,0.012,0.292,0.683,3.51,12.25,0.011,2.24,10.0,0.012,21.797,,0.012,0.014,0.802,0.686,39.922,21.47,,0.012,0.014,42.688,0.048
94.336,,,,0.012,0.012,0.293,1.027,3.522,12.25,0.011,2.226,10.0,0.012,18.579,,0.012,0.014,0.748,1.055,39.889,20.782,,0.013,0.014,39.029,0.048
94.488,,,,0.013,0.013,0.291,1.07,3.534,12.25,0.012,2.207,10.0,0.013,22.415,,0.013,0.015,0.772,0.989,40.935,21.363,,0.014,0.015,36.59,0.048
94.64,,,,0.012,0.012,0.294,1.168,3.51,12.25,0.011,2.215,9.987,0.012,23.594,,0.012,0.014,0.744,1.183,38.419,24.666,,0.012,0.014,44.213,0.048
94.793,,,,0.012,0.012,0.293,0.892,3.534,12.25,0.011,2.236,9.963,0.012,28.323,,0.012,0.014,0.732,0.926,35.283,26.81,,0.012,0.014,32.626,0.048
94.945,,,,0.012,0.011,0.298,0.783,3.51,12.25,0.011,2.246,9.933,0.012,28.648,,0.012,0.013,0.703,0.814,33.192,26.511,,0.012,0.014,28.661,0.048
95.098,,,,0.012,0.011,0.297,0.812,3.522,12.25,0.011,2.236,9.938,0.012,22.844,,0.012,0.013,0.651,0.764,37.766,25.467,,0.012,0.014,37.81,0.048
95.25,,,,0.012,0.012,0.298,0.784,3.534,12.25,0.011,2.214,9.962,0.012,25.397,,0.012,0.014,0.658,0.724,39.857,23.585,,0.012,0.014,46.956,0.048
95.402,,,,0.013,0.013,0.293,0.807,3.51,12.25,0.012,2.197,9.991,0.013,23.039,,0.013,0.016,0.646,0.785,38.942,23.744,,0.014,0.014,34.456,0.048
95.555,,,,0.012,0.011,0.295,0.692,3.522,12.25,0.011,2.186,9.999,0.012,23.06,,0.012,0.013,0.631,0.665,39.595,25.642,,0.012,0.015,34.76,0.048
95.707,,,,0.013,0.013,0.292,0.602,3.534,12.25,0.012,2.178,9.999,0.013,30.558,,0.013,0.015,0.587,0.596,41.948,27.476,,0.013,0.014,49.701,0.048
95.86,,,,0.013,0.013,0.295,0.506,3.51,12.25,0.012,2.18,10.0,0.013,28.534,,0.013,0.016,0.676,0.513,43.091,27.618,,0.014,0.014,42.078,0.048
96.012,,,,0.012,0.011,0.293,0.606,3.522,12.25,0.01,2.188,10.0,0.012,23.343,,0.012,0.013,0.676,0.642,39.954,27.662,,0.012,0.014,38.723,0.048
96.164,,,,0.011,0.011,0.296,0.626,3.51,12.25,0.01,2.191,10.0,0.011,30.848,,0.011,0.013,0.776,0.652,38.68,26.225,,0.011,0.015,38.725,0.048
96.317,,,,0.013,0.013,0.294,0.888,3.534,12.25,0.012,2.186,10.0,0.013,23.739,,0.013,0.015,0.748,0.91,35.839,29.416,,0.014,0.015,37.2,0.048
96.469,,,,0.014,0.014,0.299,0.911,3.534,12.25,0.013,2.18,10.0,0.014,33.171,,0.014,0.017,0.859,0.938,35.316,26.888,,0.015,0.015,28.967,0.048
96.622,,,,0.014,0.014,0.303,1.245,3.534,12.25,0.013,2.183,10.0,0.014,23.596,,0.014,0.017,0.797,1.389,35.544,27.934,,0.015,0.015,36.894,0.048
96.774,,,,0.012,0.012,0.3,1.131,3.534,12.25,0.011,2.187,10.0,0.012,27.445,,0.012,0.014,0.763,1.187,36.851,25.116,,0.012,0.015,35.98,0.048
96.926,,,,0.014,0.014,0.295,1.126,3.534,12.25,0.013,2.187,10.0,0.014,24.761,,0.014,0.017,0.764,1.164,38.027,25.772,,0.015,0.015,33.54,0.048
97.079,,,,0.012,0.012,0.296,1.196,3.51,12.25,0.011,2.178,10.0,0.012,25.947,,0.012,0.014,0.739,1.229,38.027,26.108,,0.012,0.015,41.469,0.048
97.231,,,,0.012,0.011,0.303,0.962,3.522,12.25,0.011,2.158,10.0,0.012,28.54,,0.012,0.013,0.769,1.027,38.289,27.934,,0.012,0.014,36.894,0.048
97.384,,,,0.012,0.011,0.303,0.855,3.51,12.25,0.011,2.142,10.0,0.012,30.379,,0.012,0.013,0.698,0.904,38.517,28.402,,0.012,0.015,36.895,0.048
97.536,,,,0.013,0.012,0.3,0.798,3.534,12.25,0.012,2.128,10.0,0.013,26.679,,0.013,0.015,0.73,0.832,38.256,27.13,,0.013,0.015,43.602,0.048
97.688,,,,0.012,0.011,0.295,0.865,3.534,12.25,0.01,2.128,10.0,0.012,24.324,,0.012,0.012,0.747,0.852,36.426,27.472,,0.011,0.015,35.675,0.048
97.841,,,,0.013,0.013,0.294,0.891,3.534,12.25,0.012,2.131,10.0,0.013,31.137,,0.013,0.015,0.707,0.894,35.054,29.76,,0.014,0.015,28.967,0.048
97.993,,,,0.012,0.012,0.293,0.762,3.51,12.25,0.011,2.138,10.0,0.012,33.402,,0.012,0.014,0.701,0.784,33.748,29.679,,0.012,0.015,38.114,0.048
98.146,,,,0.012,0.012,0.298,0.773,3.534,12.25,0.011,2.14,10.0,0.012,24.103,,0.012,0.014,0.668,0.805,34.336,27.428,,0.012,0.015,32.931,0.048
98.298,,,,0.012,0.012,0.294,0.755,3.51,12.25,0.011,2.136,10.0,0.012,24.373,,0.012,0.014,0.721,0.738,35.61,26.252,,0.013,0.015,32.321,0.048
98.45,,,,0.011,0.01,0.29,0.867,3.51,12.25,0.01,2.127,10.0,0.011,30.259,,0.011,0.012,0.695,0.832,36.263,24.948,,0.011,0.015,38.724,0.048
98.603,,,,0.013,0.012,0.287,0.867,3.534,12.25,0.011,2.125,10.0,0.013,20.145,,0.013,0.014,0.774,0.786,36.459,23.775,,0.013,0.015,34.761,0.048
98.755,,,,0.013,0.013,0.288,1.097,3.51,12.25,0.012,2.137,10.0,0.013,21.051,,0.013,0.016,0.789,0.987,36.557,22.99,,0.014,0.015,32.016,0.048
98.908,,,,0.012,0.012,0.29,1.044,3.522,12.25,0.011,2.146,10.0,0.012,27.757,,0.012,0.014,0.874,0.956,40.608,24.7,,0.012,0.015,41.468,0.048
99.06,,,,0.012,0.012,0.294,1.452,3.51,12.25,0.011,2.15,10.0,0.012,25.289,,0.012,0.014,0.809,1.359,42.176,25.78,,0.012,0.015,49.396,0.048
99.212,,,,0.013,0.012,0.296,1.237,3.522,12.25,0.011,2.135,10.0,0.013,23.91,,0.013,0.014,0.859,1.17,40.347,24.408,,0.013,0.015,38.115,0.048
99.365,,,,0.013,0.012,0.293,1.818,3.51,12.25,0.012,2.127,9.999,0.013,23.452,,0.013,0.015,0.842,1.669,39.824,26.276,,0.013,0.015,38.42,0.048
99.517,,,,0.013,0.012,0.293,1.597,3.51,12.25,0.011,2.126,9.999,0.013,30.799,,0.013,0.014,0.799,1.495,39.301,29.905,,0.013,0.015,45.737,0.048
99.67,,,,0.013,0.012,0.296,1.037,3.534,12.25,0.012,2.138,9.999,0.013,34.961,,0.013,0.014,0.693,1.038,40.445,30.691,,0.013,0.015,35.065,0.048
99.822,,,,0.013,0.012,0.3,0.642,3.51,12.25,0.012,2.146,10.0,0.013,26.141,,0.013,0.015,0.67,0.648,36.263,28.124,,0.013,0.015,39.639,0.048
99.974,,,,0.013,0.012,0.298,0.609,3.51,12.25,0.011,2.147,10.0,0.013,23.456,,0.013,0.014,0.77,0.654,37.537,26.294,,0.013,0.015,35.98,0.048
100.127,,,,0.014,0.013,0.295,0.994,3.522,12.25,0.012,2.15,9.995,0.014,29.688,,0.014,0.016,0.826,1.101,36.818,26.593,,0.014,0.015,37.504,0.048
100.279,,,,0.013,0.012,0.296,1.146,3.534,12.25,0.011,2.155,9.983,0.013,27.086,,0.013,0.014,0.878,1.337,38.125,26.271,,0.013,0.015,38.114,0.048
100.432,,,,0.012,0.011,0.297,1.348,3.51,12.25,0.011,2.17,9.978,0.012,22.568,,0.012,0.013,0.888,1.527,38.811,25.056,,0.012,0.015,39.028,0.048
100.584,,,,0.013,0.013,0.3,1.469,3.51,12.25,0.012,2.173,9.974,0.013,25.175,,0.013,0.016,0.924,1.508,39.857,25.517,,0.014,0.015,41.773,0.048
100.736,,,,0.012,0.012,0.298,1.837,3.51,12.25,0.011,2.172,9.978,0.012,28.406,,0.012,0.014,0.915,1.832,37.831,25.512,,0.012,0.015,40.859,0.048
100.889,,,,0.013,0.012,0.3,1.708,3.534,12.25,0.012,2.171,9.975,0.013,22.214,,0.013,0.015,0.819,1.717,35.61,25.437,,0.013,0.015,29.882,0.048
101.041,,,,0.014,0.015,0.295,1.184,3.51,12.25,0.014,2.176,9.966,0.014,25.829,,0.014,0.018,0.792,1.308,29.86,25.082,,0.016,0.015,33.236,0.048
101.194,,,,0.013,0.013,0.295,1.132,3.51,12.25,0.012,2.176,9.952,0.013,27.494,,0.013,0.015,0.824,1.122,31.918,28.738,,0.014,0.015,24.393,0.048
101.346,,,,0.014,0.014,0.293,1.256,3.534,12.25,0.013,2.16,9.945,0.014,33.6,,0.014,0.016,0.828,1.201,35.577,28.062,,0.014,0.015,39.639,0.048
101.498,,,,0.013,0.013,0.293,1.537,3.534,12.25,0.012,2.149,9.949,0.013,23.909,,0.013,0.016,0.829,1.377,41.0,27.527,,0.014,0.015,44.518,0.048
101.651,,,,0.013,0.013,0.294,1.364,3.51,12.25,0.012,2.149,9.963,0.013,25.975,,0.013,0.015,0.785,1.27,37.57,22.444,,0.014,0.015,39.334,0.048
101.803,,,,0.011,0.011,0.297,1.033,3.534,12.25,0.01,2.158,9.966,0.011,18.531,,0.011,0.013,0.785,1.037,35.479,23.648,,0.011,0.015,28.662,0.048
101.956,,,,0.01,0.009,0.299,1.047,3.534,12.25,0.009,2.172,9.962,0.01,27.27,,0.01,0.011,0.825,1.089,32.277,22.872,,0.01,0.015,38.723,0.048
102.108,,,,0.013,0.013,0.293,1.242,3.534,12.25,0.012,2.231,9.961,0.013,23.256,,0.013,0.016,0.726,1.199,36.459,25.78,,0.014,0.015,30.796,0.048
102.26,,,,0.011,0.011,0.29,0.889,3.51,12.25,0.01,2.309,9.974,0.011,26.673,,0.011,0.013,0.726,0.83,34.368,24.037,,0.011,0.015,38.724,0.048
102.413,,,,0.014,0.015,0.289,0.929,3.51,12.25,0.014,2.382,9.992,0.014,21.751,,0.014,0.018,0.796,0.862,33.225,23.114,,0.015,0.016,33.541,0.048
102.565,,,,0.016,0.016,0.292,0.999,3.534,12.25,0.015,2.372,10.0,0.016,20.272,,0.016,0.019,1.05,0.966,30.611,22.293,,0.017,0.018,26.223,0.048
102.718,,,,0.013,0.013,0.293,2.352,3.51,12.25,0.013,2.289,9.996,0.013,24.035,,0.013,0.016,1.046,2.359,31.754,22.868,,0.014,0.016,31.406,0.048
102.87,,,,0.012,0.012,0.295,1.926,3.522,12.25,0.011,2.202,9.96,0.012,23.378,,0.012,0.014,0.901,2.058,33.813,24.417,,0.012,0.015,36.894,0.048
103.022,,,,0.013,0.012,0.293,1.175,3.51,12.25,0.012,2.151,9.921,0.013,25.543,,0.013,0.015,0.784,1.2,37.21,25.36,,0.013,0.015,34.456,0.048
103.175,,,,0.012,0.011,0.292,0.977,3.534,12.25,0.011,2.159,9.898,0.012,27.652,,0.012,0.014,0.975,0.972,34.695,25.578,,0.012,0.015,43.602,0.048
103.327,,,,0.013,0.012,0.296,2.157,3.51,12.25,0.012,2.159,9.934,0.013,24.411,,0.013,0.015,1.042,1.758,34.695,26.235,,0.013,0.014,29.577,0.048
103.48,,,,0.012,0.012,0.296,3.158,3.534,12.25,0.011,2.159,9.973,0.012,27.083,,0.012,0.014,0.936,2.72,32.702,25.2,,0.013,0.014,32.626,0.048
103.632,,,,0.012,0.012,0.3,2.112,3.522,12.25,0.011,2.163,10.0,0.012,24.154,,0.012,0.014,0.797,1.877,36.165,26.41,,0.012,0.014,37.809,0.048
103.784,,,,0.013,0.013,0.296,1.144,3.534,12.25,0.012,2.178,10.0,0.013,28.011,,0.013,0.016,0.858,1.208,33.551,26.989,,0.014,0.014,39.028,0.048
103.937,,,,0.012,0.011,0.295,1.293,3.534,12.25,0.01,2.203,10.0,0.012,28.371,,0.012,0.013,0.879,1.385,36.296,27.048,,0.011,0.015,25.308,0.048
104.089,,,,0.012,0.011,0.289,1.162,3.534,12.25,0.01,2.21,10.0,0.012,24.03,,0.012,0.013,0.873,1.354,35.251,27.828,,0.011,0.015,44.213,0.048
104.242,,,,0.013,0.012,0.291,1.611,3.51,12.25,0.012,2.2,10.0,0.013,30.071,,0.013,0.015,0.72,1.505,36.492,23.937,54.25,0.013,0.015,37.505,0.048
104.394,,,,0.012,0.011,0.292,1.006,3.534,12.25,0.01,2.189,9.985,0.012,17.573,,0.012,0.013,0.662,0.952,34.172,24.125,53.5,0.011,0.014,29.271,0.048
104.546,,,52.5,0.013,0.012,0.293,0.658,3.51,12.25,0.011,2.2,9.951,0.013,24.443,,0.013,0.014,0.606,0.621,34.27,22.887,52.5,0.013,0.014,36.285,0.048
104.699,,,53.416,0.012,0.011,0.29,0.547,3.522,12.25,0.011,2.224,9.92,0.012,26.556,,0.012,0.013,0.654,0.549,36.688,24.789,53.416,0.012,0.014,36.59,0.048
104.851,,,52.584,0.014,0.014,0.291,0.618,3.534,12.25,0.013,2.242,9.904,0.014,23.004,,0.014,0.016,0.661,0.608,39.236,24.086,52.584,0.014,0.014,36.894,0.048
105.004,,,51.75,0.012,0.012,0.292,0.616,3.534,12.25,0.011,2.251,9.928,0.012,22.901,,0.012,0.014,0.667,0.618,41.228,24.711,51.75,0.012,0.014,44.212,0.048
105.156,,,51.5,0.012,0.011,0.291,0.667,3.522,12.25,0.011,2.265,9.94,0.012,28.69,,0.012,0.014,0.621,0.655,41.49,28.514,51.5,0.012,0.014,41.163,0.048
105.308,,,51.0,0.012,0.012,0.292,0.59,3.534,12.25,0.011,2.28,9.933,0.012,34.336,,0.012,0.014,0.625,0.586,39.432,29.312,51.0,0.013,0.014,38.419,0.047
105.461,,,53.25,0.013,0.012,0.294,0.566,3.534,12.25,0.011,2.285,9.926,0.013,25.054,,0.013,0.014,0.6,0.566,40.216,31.645,53.25,0.013,0.014,38.419,0.047
105.613,,,49.75,0.012,0.012,0.295,0.525,3.534,12.25,0.011,2.284,9.939,0.012,35.398,,0.012,0.014,0.655,0.542,40.51,29.885,49.75,0.012,0.014,45.127,0.047
105.766,1627.25,1671.0,50.0,0.012,0.011,0.301,0.621,3.534,12.25,0.011,2.277,9.976,0.012,29.863,,0.012,0.014,0.651,0.623,43.418,29.417,50.0,0.012,0.014,37.2,0.047
105.918,1423.219,1592.0,50.75,0.011,0.011,0.304,0.62,3.522,12.25,0.01,2.28,9.99,0.011,23.86,,0.011,0.012,0.626,0.629,46.815,25.171,50.75,0.011,0.014,48.482,0.047
106.07,1604.737,1624.333,51.5,0.012,0.011,0.302,0.609,3.534,12.25,0.01,2.271,9.993,0.012,22.724,,0.012,0.013,0.57,0.604,47.73,24.373,51.5,0.012,0.014,54.275,0.047
106.223,1614.647,1617.667,51.5,0.012,0.011,0.298,0.518,3.534,12.25,0.01,2.254,9.987,0.012,26.636,,0.012,0.013,0.575,0.527,47.73,25.138,51.5,0.012,0.014,40.553,0.047
106.375,1619.882,1610.0,53.0,0.012,0.011,0.292,0.511,3.51,12.25,0.011,2.233,9.964,0.012,25.867,,0.012,0.014,0.658,0.518,43.025,28.921,53.0,0.012,0.014,48.481,0.047
106.528,1583.0,1578.333,51.75,0.012,0.012,0.293,0.589,3.534,12.25,0.011,2.225,9.931,0.012,33.93,,0.012,0.014,0.748,0.616,44.169,30.247,51.75,0.012,0.014,40.249,0.047
106.68,1601.667,1604.0,50.0,0.011,0.011,0.294,0.798,3.522,12.25,0.01,2.231,9.908,0.011,30.698,,0.011,0.012,0.92,0.823,41.033,30.833,50.0,0.011,0.014,43.603,0.047
106.832,1634.125,1642.0,52.25,0.012,0.012,0.292,1.828,3.51,12.25,0.011,2.242,9.917,0.012,27.772,,0.012,0.014,0.879,1.841,44.594,28.329,52.25,0.012,0.014,38.725,0.047
106.985,1615.428,1612.0,50.75,0.012,0.011,0.292,1.513,3.534,12.25,0.01,2.25,9.945,0.012,26.528,,0.012,0.013,0.796,1.584,48.514,28.626,50.75,0.012,0.014,54.275,0.047
107.137,1635.5,1639.5,49.166,0.013,0.013,0.294,0.973,3.534,12.25,0.012,2.257,9.967,0.013,31.61,,0.013,0.016,0.604,1.044,53.741,29.352,49.166,0.014,0.014,55.494,0.047
107.29,1620.143,1618.0,49.999,0.013,0.013,0.293,0.548,3.51,12.25,0.012,2.262,9.975,0.013,29.921,,0.013,0.015,0.584,0.566,51.226,28.837,49.999,0.013,0.014,52.751,0.047
107.442,1637.125,1639.5,53.0,0.013,0.012,0.294,0.513,3.522,12.25,0.011,2.262,9.963,0.013,24.76,,0.013,0.014,0.549,0.528,45.476,27.251,53.0,0.013,0.014,43.298,0.047
107.594,1638.286,1640.0,51.5,0.012,0.011,0.295,0.468,3.534,12.25,0.01,2.251,9.954,0.012,26.625,,0.012,0.013,0.546,0.469,43.45,26.388,51.5,0.011,0.014,38.114,0.047
107.747,1640.0,1645.0,52.5,0.013,0.012,0.295,0.467,3.534,12.25,0.011,2.233,9.94,0.013,27.329,,0.013,0.015,0.622,0.475,43.45,26.566,52.5,0.013,0.014,47.262,0.047
