DEPT,TENS:1,TENS:2,DT_BHC,RLA5,RLA3,RSOZ,TNPH:1,CALI,BS,RLA4,RHOZ,PEFZ,RXO,GR:1,DTSM,RT,RLA1,NPHI,TNPH:2,GR:2,GR:3,DTCO,RLA2,RLA0,GR:4,RXOZ
1721.663,3828.534,3871.334,98.251,4.904,3.943,0.146,0.293,8.36,8.5,4.214,2.408,3.175,2.379,106.289,,5.648,3.389,0.293,0.293,111.562,100.984,98.251,3.677,0.132,113.613,2.398
1721.815,3672.126,3684.0,98.25,5.028,4.055,0.137,0.301,8.368,8.5,4.302,2.41,3.191,2.476,96.577,,5.753,3.507,0.293,0.301,111.6,96.827,98.25,3.774,0.127,107.498,2.436
1721.968,3841.6,3854.333,98.25,5.109,4.124,0.125,0.307,8.38,8.5,4.354,2.41,3.19,2.504,87.622,,5.828,3.562,0.283,0.307,111.174,95.22,98.25,3.833,0.126,113.708,2.455
1722.12,4043.063,4092.334,98.334,5.205,4.194,0.126,0.294,8.408,8.5,4.432,2.421,3.178,2.545,101.532,,5.91,3.638,0.286,0.294,113.24,93.043,98.334,3.922,0.126,112.395,2.504
1722.272,3965.376,4001.001,95.751,5.199,4.176,0.13,0.293,8.424,8.5,4.429,2.426,3.169,2.554,89.935,,5.872,3.652,0.299,0.293,109.809,97.025,95.751,3.951,0.125,113.557,2.614
1722.425,3859.866,3861.334,93.5,5.166,4.14,0.138,0.301,8.464,8.5,4.387,2.422,3.161,2.598,99.705,,5.799,3.661,0.31,0.301,111.69,95.631,93.5,3.944,0.126,103.574,2.637
1722.577,3846.25,3890.0,92.0,5.271,4.208,0.142,0.308,8.464,8.5,4.465,2.415,3.166,2.722,97.105,,5.882,3.777,0.311,0.308,109.146,98.514,92.0,3.994,0.129,117.747,2.562
1722.73,3832.401,3836.0,89.75,5.024,3.989,0.145,0.316,8.356,8.5,4.231,2.42,3.173,2.649,98.293,,5.566,3.634,0.32,0.316,110.941,99.702,89.75,3.771,0.129,105.635,2.476
1722.882,3801.375,3799.334,83.5,4.95,3.908,0.145,0.316,8.32,8.5,4.15,2.445,3.199,2.575,103.987,,5.511,3.536,0.322,0.316,111.012,101.532,83.5,3.699,0.13,109.808,2.529
1723.034,3825.533,3850.5,80.5,5.463,4.307,0.156,0.298,8.312,8.5,4.565,2.493,3.254,2.809,102.428,,6.138,3.847,0.296,0.298,112.178,101.178,80.5,4.062,0.135,117.715,3.237
1723.187,3822.188,3791.666,87.165,7.445,5.865,0.164,0.271,8.312,8.5,6.219,2.525,3.318,3.672,97.153,,8.481,5.116,0.246,0.271,107.484,97.553,87.165,5.495,0.141,109.049,4.686
1723.339,3752.563,3731.999,89.5,7.622,6.017,0.164,0.236,8.38,8.5,6.37,2.523,3.34,3.731,93.342,,8.678,5.235,0.226,0.236,102.362,95.653,89.5,5.636,0.143,95.964,4.868
1723.492,3701.266,3702.333,98.25,6.05,4.791,0.144,0.24,8.36,8.5,5.059,2.477,3.293,3.041,96.11,,6.832,4.223,0.227,0.24,103.361,92.426,98.25,4.518,0.139,101.673,3.361
1723.644,3792.125,3766.0,99.166,5.014,3.931,0.13,0.249,8.24,8.5,4.181,2.438,3.205,2.533,87.466,,5.64,3.504,0.254,0.249,108.835,95.178,99.166,3.707,0.133,111.956,2.765
1723.796,3906.937,3897.0,97.5,4.967,3.89,0.114,0.264,8.288,8.5,4.145,2.413,3.116,2.514,102.642,,5.552,3.496,0.255,0.264,111.462,96.627,97.5,3.656,0.131,113.626,2.744
1723.949,3889.867,3896.0,97.5,4.797,3.789,0.096,0.259,8.356,8.5,4.03,2.406,3.065,2.463,99.88,,5.341,3.42,0.267,0.259,113.111,102.947,97.5,3.577,0.129,108.89,2.893
1724.101,3720.937,3663.999,98.416,4.904,3.88,0.075,0.268,8.38,8.5,4.121,2.397,3.065,2.446,106.134,,5.499,3.444,0.276,0.268,110.329,100.506,98.416,3.675,0.13,116.606,2.949
1724.254,3687.687,3702.333,97.5,4.707,3.742,0.094,0.273,8.368,8.5,3.965,2.405,3.105,2.306,95.356,,5.307,3.277,0.284,0.273,107.981,104.827,97.5,3.558,0.131,105.327,3.0
1724.406,3616.533,3612.999,99.084,4.796,3.838,0.115,0.273,8.336,8.5,4.033,2.41,3.155,2.269,112.893,,5.49,3.261,0.289,0.273,107.232,105.071,99.084,3.601,0.136,101.931,2.893
1724.558,3619.312,3590.001,99.084,5.064,4.08,0.125,0.285,8.272,8.5,4.26,2.415,3.172,2.383,106.805,,5.825,3.433,0.294,0.285,108.383,110.38,99.084,3.778,0.138,114.271,2.851
1724.711,3909.688,3929.667,97.5,4.881,3.944,0.105,0.3,8.288,8.5,4.123,2.408,3.16,2.339,111.816,,5.596,3.349,0.302,0.3,109.539,106.344,97.5,3.655,0.136,109.299,2.831
1724.863,4012.313,4040.667,97.5,4.74,3.81,0.097,0.311,8.296,8.5,4.017,2.402,3.124,2.277,101.005,,5.445,3.248,0.302,0.311,106.689,105.596,97.5,3.541,0.133,105.006,2.869
1725.016,3887.875,3891.0,97.5,4.541,3.64,0.102,0.307,8.32,8.5,3.881,2.397,3.088,2.211,104.667,,5.219,3.138,0.293,0.307,105.112,103.069,97.5,3.392,0.132,105.835,2.806
1725.168,3768.063,3811.0,98.334,4.363,3.461,0.112,0.301,8.308,8.5,3.745,2.397,3.052,2.132,104.015,,5.024,3.014,0.305,0.301,105.901,101.701,98.334,3.232,0.131,104.337,2.685
1725.32,3765.125,3775.999,97.584,4.248,3.391,0.105,0.309,8.32,8.5,3.683,2.399,3.023,2.081,96.522,,4.93,2.937,0.297,0.309,104.863,101.205,97.584,3.15,0.13,107.64,2.653
1725.473,3756.875,3757.333,99.999,4.461,3.551,0.104,0.304,8.308,8.5,3.866,2.405,3.004,2.153,102.917,,5.204,3.054,0.299,0.304,104.689,99.898,99.999,3.283,0.131,103.977,2.798
1725.625,3757.063,3798.667,102.625,4.547,3.63,0.106,0.301,8.32,8.5,3.934,2.412,3.01,2.168,100.295,,5.319,3.093,0.287,0.301,104.141,97.634,102.625,3.341,0.131,104.029,2.87
1725.778,3666.812,3651.001,99.75,4.846,3.896,0.121,0.291,8.38,8.5,4.185,2.42,3.041,2.232,89.63,,5.727,3.23,0.295,0.291,104.406,97.021,99.75,3.565,0.132,106.105,2.845
1725.93,3739.533,3742.999,100.666,4.778,3.86,0.131,0.297,8.392,8.5,4.117,2.413,3.067,2.172,100.761,,5.662,3.163,0.309,0.297,106.512,94.329,100.666,3.516,0.131,102.444,2.7
1726.082,3950.125,3983.001,103.0,4.88,3.934,0.132,0.306,8.308,8.5,4.202,2.397,3.068,2.206,91.657,,5.791,3.216,0.312,0.306,104.449,93.948,103.0,3.591,0.133,110.114,2.645
1726.235,3953.812,3926.0,106.5,4.773,3.849,0.134,0.314,8.224,8.5,4.117,2.376,3.03,2.172,89.068,,5.638,3.17,0.316,0.314,106.132,89.982,106.5,3.525,0.132,100.367,2.495
1726.387,3839.813,3845.332,106.0,4.394,3.53,0.13,0.319,8.187,8.5,3.779,2.344,2.971,1.995,88.642,,5.156,2.928,0.311,0.319,102.035,87.391,106.0,3.261,0.131,108.833,2.276
1726.54,3776.813,3754.667,105.413,3.811,3.059,0.114,0.311,8.187,8.5,3.281,2.319,2.931,1.8,84.175,,4.423,2.597,0.299,0.311,102.513,84.578,105.413,2.845,0.128,98.417,2.023
1726.692,3927.75,3874.0,99.251,3.727,2.976,0.095,0.299,8.175,8.5,3.194,2.306,2.936,1.775,80.456,,4.306,2.548,0.293,0.299,99.255,83.556,99.251,2.764,0.126,101.597,1.942
1726.844,3886.0,3885.333,99.0,3.912,3.118,0.084,0.298,8.175,8.5,3.345,2.325,2.979,1.876,86.03,,4.501,2.686,0.291,0.298,100.076,86.836,99.0,2.904,0.13,98.366,2.011
1726.997,3732.375,3679.0,98.499,3.899,3.109,0.093,0.309,8.175,8.5,3.324,2.357,3.039,1.848,94.021,,4.506,2.649,0.292,0.309,99.674,90.024,98.499,2.904,0.128,100.162,2.248
1727.149,3775.062,3768.668,96.749,4.398,3.504,0.111,0.305,8.236,8.5,3.739,2.388,3.093,1.997,90.248,,5.15,2.905,0.288,0.306,100.736,94.284,96.749,3.255,0.125,100.239,2.431
1727.302,3803.875,3823.335,97.25,4.831,3.871,0.124,0.295,8.296,8.5,4.116,2.41,3.121,2.228,99.05,,5.668,3.208,0.291,0.295,106.646,97.499,97.25,3.586,0.123,101.397,2.812
1727.454,3719.001,3695.666,96.669,5.224,4.189,0.116,0.29,8.368,8.5,4.448,2.415,3.114,2.435,103.741,,6.135,3.483,0.299,0.291,109.067,100.29,96.669,3.854,0.123,117.994,3.037
1727.606,3635.313,3642.667,99.0,5.079,4.079,0.094,0.294,8.5,8.5,4.33,2.409,3.094,2.426,98.778,,5.935,3.436,0.298,0.294,114.58,99.505,99.0,3.74,0.126,108.099,3.069
1727.759,3724.437,3735.333,97.5,4.882,3.885,0.09,0.295,8.5,8.5,4.159,2.403,3.084,2.391,95.179,,5.664,3.343,0.286,0.296,113.367,97.908,97.5,3.58,0.129,117.743,3.013
1727.911,3886.187,3870.333,96.666,4.991,3.934,0.106,0.294,8.512,8.5,4.251,2.397,3.085,2.475,99.406,,5.749,3.447,0.284,0.295,111.482,99.061,96.666,3.653,0.128,115.071,2.945
1728.064,3947.249,3991.667,98.25,4.984,3.922,0.115,0.288,8.512,8.5,4.242,2.395,3.081,2.478,102.141,,5.709,3.458,0.285,0.288,110.459,102.058,98.25,3.657,0.128,102.326,2.941
1728.216,3899.376,3920.0,98.25,4.956,3.911,0.121,0.289,8.428,8.5,4.219,2.403,3.085,2.494,104.106,,5.62,3.481,0.298,0.289,107.65,98.381,98.25,3.675,0.127,113.577,2.854
1728.368,3760.294,3733.0,96.75,4.861,3.843,0.128,0.303,8.368,8.5,4.117,2.418,3.115,2.469,89.028,,5.453,3.445,0.292,0.303,112.686,93.818,96.75,3.643,0.127,107.137,2.913
1728.521,3730.938,3766.667,97.5,4.866,3.869,0.138,0.302,8.352,8.5,4.117,2.42,3.161,2.467,88.52,,5.449,3.455,0.3,0.302,110.078,90.357,97.5,3.657,0.127,117.553,2.833
1728.673,3649.067,3654.0,97.5,5.012,4.012,0.129,0.309,8.368,8.5,4.235,2.415,3.205,2.521,94.647,,5.622,3.549,0.289,0.31,113.737,94.527,97.5,3.78,0.127,105.688,2.798
1728.826,3619.125,3612.001,99.25,4.992,4.02,0.126,0.3,8.38,8.5,4.229,2.416,3.223,2.513,101.942,,5.608,3.542,0.296,0.3,112.701,102.715,99.25,3.774,0.126,117.783,2.714
1728.978,3764.875,3799.334,98.5,5.011,4.033,0.126,0.305,8.392,8.5,4.247,2.414,3.223,2.507,113.697,,5.646,3.541,0.28,0.304,110.878,104.031,98.5,3.777,0.127,116.092,2.646
1729.13,3855.624,3849.001,97.5,4.961,3.991,0.14,0.281,8.404,8.5,4.214,2.409,3.207,2.508,97.894,,5.579,3.526,0.295,0.281,106.256,101.224,97.5,3.743,0.125,101.046,2.572
1729.283,3814.376,3828.0,97.5,4.918,3.953,0.139,0.291,8.38,8.5,4.179,2.398,3.182,2.465,92.841,,5.554,3.473,0.308,0.291,104.345,98.407,97.5,3.707,0.127,103.931,2.493
1729.435,3659.687,3677.667,98.334,4.864,3.895,0.134,0.302,8.344,8.5,4.129,2.403,3.171,2.441,104.74,,5.486,3.434,0.309,0.303,107.389,100.052,98.334,3.668,0.128,108.835,2.423
1729.588,3575.375,3545.334,98.25,4.918,3.941,0.13,0.304,8.344,8.5,4.17,2.411,3.173,2.463,102.713,,5.549,3.466,0.293,0.306,106.907,101.28,98.25,3.706,0.129,109.559,2.313
1729.74,3629.75,3643.0,97.5,4.993,3.994,0.134,0.292,8.332,8.5,4.231,2.412,3.174,2.479,96.34,,5.644,3.502,0.285,0.293,109.382,98.677,97.5,3.762,0.132,102.275,2.248
1729.892,3590.001,3575.501,98.25,4.91,3.939,0.135,0.284,8.32,8.5,4.169,2.41,3.159,2.446,96.945,,5.557,3.45,0.292,0.284,107.52,94.96,98.25,3.701,0.13,116.31,2.315
1730.045,3581.4,3545.001,97.584,4.991,3.999,0.134,0.293,8.368,8.5,4.24,2.403,3.14,2.473,91.792,,5.663,3.493,0.299,0.293,107.74,93.855,97.584,3.762,0.131,104.241,2.501
1730.197,3608.937,3617.0,96.666,5.144,4.132,0.149,0.299,8.416,8.5,4.376,2.413,3.16,2.53,92.785,,5.86,3.584,0.294,0.299,105.169,90.378,96.666,3.874,0.132,102.639,2.616
1730.35,3645.187,3643.333,97.5,5.179,4.165,0.161,0.295,8.416,8.5,4.415,2.419,3.206,2.565,86.374,,5.891,3.626,0.294,0.295,105.169,92.509,97.5,3.91,0.133,109.711,2.699
1730.502,3641.437,3633.668,99.25,5.051,4.046,0.146,0.294,8.464,8.5,4.302,2.426,3.247,2.547,98.563,,5.705,3.574,0.292,0.293,106.351,96.358,99.25,3.802,0.132,104.664,2.746
1730.654,3685.376,3721.667,95.875,4.819,3.858,0.117,0.298,8.452,8.5,4.109,2.418,3.254,2.452,103.913,,5.431,3.428,0.302,0.296,111.876,105.652,95.875,3.62,0.131,105.7,2.954
1730.807,3574.75,3562.999,99.166,4.859,3.876,0.107,0.317,8.464,8.5,4.134,2.414,3.229,2.448,114.584,,5.489,3.433,0.308,0.315,113.265,105.408,99.166,3.63,0.131,125.379,3.18
1730.959,3515.499,3520.0,98.25,4.872,3.896,0.103,0.319,8.416,8.5,4.155,2.416,3.203,2.47,97.482,,5.504,3.453,0.305,0.319,114.729,106.845,98.25,3.665,0.134,108.442,3.265
1731.112,3556.687,3588.499,100.0,4.949,3.943,0.097,0.312,8.496,8.5,4.221,2.424,3.162,2.492,109.056,,5.604,3.491,0.292,0.312,108.323,103.271,100.0,3.705,0.128,110.991,3.267
1731.264,3647.813,3640.5,98.334,4.86,3.886,0.083,0.307,8.56,8.5,4.159,2.43,3.109,2.443,103.222,,5.517,3.429,0.282,0.306,108.996,105.526,98.334,3.643,0.127,105.452,3.203
1731.416,3704.561,3725.001,99.999,4.908,3.926,0.089,0.294,8.584,8.5,4.199,2.422,3.061,2.456,104.114,,5.576,3.455,0.287,0.294,111.419,100.652,99.999,3.681,0.129,110.123,3.14
1731.569,3628.563,3649.0,99.166,4.943,3.964,0.111,0.287,8.584,8.5,4.234,2.411,3.05,2.471,94.492,,5.619,3.483,0.298,0.287,112.88,99.422,99.166,3.701,0.127,118.341,3.038
1731.721,3568.563,3548.0,99.25,4.748,3.826,0.132,0.293,8.584,8.5,4.076,2.4,3.082,2.364,99.634,,5.395,3.354,0.3,0.293,113.837,101.655,99.25,3.564,0.126,109.941,2.865
1731.874,3691.5,3685.999,99.166,4.561,3.698,0.129,0.303,8.596,8.5,3.929,2.399,3.117,2.231,110.868,,5.201,3.205,0.313,0.303,111.336,105.853,99.166,3.432,0.126,113.285,2.82
1732.026,3726.399,3724.666,99.0,4.585,3.733,0.104,0.321,8.616,8.5,3.964,2.403,3.128,2.25,107.094,,5.223,3.238,0.318,0.321,111.795,108.806,99.0,3.469,0.123,110.819,2.886
1732.178,3647.883,3642.667,98.25,4.69,3.814,0.069,0.333,8.705,8.5,4.056,2.402,3.101,2.29,108.754,,5.337,3.312,0.322,0.334,107.31,107.172,98.25,3.55,0.123,111.593,2.947
1732.331,3582.063,3562.334,98.25,4.592,3.735,0.06,0.33,8.777,8.5,3.986,2.4,3.071,2.248,105.59,,5.225,3.251,0.307,0.331,105.422,104.247,98.25,3.496,0.123,99.408,2.879
1732.483,3621.875,3592.501,98.5,4.496,3.647,0.067,0.311,8.849,8.5,3.9,2.397,3.059,2.195,98.365,,5.114,3.178,0.298,0.311,106.228,103.558,98.5,3.416,0.12,105.89,2.767
1732.636,3636.687,3621.667,99.75,4.476,3.641,0.084,0.312,8.849,8.5,3.893,2.397,3.066,2.208,106.412,,5.082,3.187,0.298,0.311,111.89,98.917,99.75,3.398,0.122,113.737,2.801
1732.788,3620.067,3635.001,91.5,4.501,3.675,0.079,0.313,8.873,8.5,3.918,2.398,3.077,2.224,92.062,,5.109,3.214,0.303,0.313,119.64,101.846,91.5,3.416,0.125,116.806,2.839
1732.94,3529.312,3490.334,94.5,4.489,3.663,0.069,0.307,8.873,8.5,3.915,2.399,3.085,2.203,107.125,,5.109,3.193,0.301,0.307,118.654,99.031,94.5,3.405,0.126,128.265,2.861
1733.093,3559.187,3573.999,97.5,4.701,3.846,0.057,0.303,8.873,8.5,4.11,2.401,3.094,2.297,98.068,,5.371,3.334,0.294,0.303,117.545,100.26,97.5,3.574,0.128,110.892,2.847
1733.245,3571.126,3572.5,97.5,5.045,4.116,0.058,0.299,8.825,8.5,4.413,2.402,3.096,2.403,95.564,,5.779,3.543,0.292,0.299,111.78,100.216,97.5,3.829,0.128,113.255,2.861
1733.398,3570.501,3566.333,98.25,5.001,4.093,0.061,0.3,8.777,8.5,4.367,2.403,3.081,2.341,106.997,,5.695,3.519,0.279,0.3,110.112,98.248,98.25,3.802,0.131,111.19,2.881
1733.55,3655.6,3704.667,99.25,4.728,3.878,0.06,0.29,8.769,8.5,4.122,2.401,3.041,2.192,92.339,,5.345,3.342,0.279,0.29,107.744,98.621,99.25,3.602,0.131,106.552,2.929
1733.702,3614.813,3632.0,98.5,4.662,3.853,0.054,0.283,8.765,8.5,4.058,2.401,3.007,2.187,96.402,,5.234,3.335,0.293,0.283,102.452,95.453,98.5,3.573,0.132,105.983,2.947
1733.855,3586.125,3586.667,97.5,4.497,3.741,0.058,0.301,8.765,8.5,3.917,2.406,3.004,2.11,97.489,,5.054,3.219,0.298,0.301,101.076,96.13,97.5,3.49,0.134,95.311,2.964
1734.007,3562.125,3601.999,96.749,4.644,3.862,0.075,0.312,8.777,8.5,4.044,2.41,3.048,2.182,94.402,,5.217,3.324,0.291,0.312,101.127,100.274,96.749,3.64,0.134,101.986,2.947
1734.16,3553.625,3575.0,96.584,4.799,3.985,0.094,0.306,8.741,8.5,4.182,2.412,3.108,2.267,108.724,,5.386,3.441,0.277,0.306,107.471,100.008,96.584,3.796,0.133,105.877,3.036
1734.312,3600.666,3623.666,97.5,5.045,4.18,0.11,0.293,8.753,8.5,4.388,2.417,3.155,2.418,97.083,,5.641,3.636,0.284,0.293,107.98,99.657,97.5,4.0,0.131,114.758,3.075
1734.464,3626.75,3644.668,93.791,5.074,4.216,0.115,0.289,8.777,8.5,4.415,2.418,3.177,2.492,93.203,,5.64,3.706,0.308,0.289,107.473,97.528,93.791,4.019,0.133,102.17,3.083
1734.617,3656.812,3661.499,97.25,5.042,4.186,0.118,0.302,8.737,8.5,4.382,2.412,3.182,2.507,102.038,,5.581,3.706,0.303,0.302,107.418,94.367,97.25,3.97,0.133,104.021,3.003
1734.769,3667.562,3668.001,93.25,4.922,4.083,0.116,0.287,8.737,8.5,4.278,2.428,3.198,2.489,88.01,,5.423,3.647,0.303,0.287,110.026,95.204,93.25,3.839,0.134,115.049,3.251
1734.922,3599.499,3620.0,87.574,6.169,5.078,0.128,0.285,8.632,8.5,5.36,2.455,3.2,3.01,95.716,,6.877,4.462,0.268,0.285,112.723,90.14,87.574,4.767,0.142,110.528,4.431
1735.074,3548.4,3510.5,95.25,6.483,5.372,0.118,0.257,8.668,8.5,5.662,2.481,3.173,3.171,87.751,,7.234,4.721,0.242,0.257,108.86,92.212,95.25,5.08,0.145,113.259,4.721
1735.226,3576.499,3576.0,99.25,5.491,4.571,0.103,0.245,8.825,8.5,4.804,2.46,3.116,2.776,94.178,,6.07,4.077,0.237,0.245,109.32,95.155,99.25,4.356,0.14,103.294,4.033
1735.379,3635.534,3615.667,99.25,5.033,4.166,0.096,0.258,8.656,8.5,4.39,2.429,3.075,2.52,102.28,,5.544,3.728,0.264,0.257,106.608,98.736,99.25,3.963,0.137,110.546,2.938
1735.531,3686.563,3637.0,98.25,4.511,3.748,0.101,0.282,8.488,8.5,3.94,2.405,3.069,2.373,99.7,,4.895,3.433,0.293,0.282,107.68,98.293,98.25,3.58,0.136,106.589,2.893
1735.684,3672.625,3642.501,98.25,4.382,3.655,0.093,0.3,8.476,8.5,3.833,2.405,3.086,2.334,93.061,,4.744,3.36,0.295,0.3,106.171,95.888,98.25,3.488,0.134,107.262,2.858
1735.836,3640.533,3623.333,96.834,4.491,3.769,0.089,0.304,8.548,8.5,3.936,2.417,3.123,2.313,94.739,,4.933,3.382,0.295,0.303,108.073,95.362,96.834,3.601,0.131,105.034,2.954
1735.988,3634.688,3595.5,96.5,4.705,3.963,0.093,0.314,8.688,8.5,4.131,2.432,3.161,2.326,98.075,,5.245,3.467,0.293,0.312,111.938,99.444,96.5,3.789,0.129,112.253,3.04
1736.141,3682.188,3687.334,96.916,4.852,4.098,0.095,0.314,8.957,8.5,4.27,2.435,3.161,2.33,106.117,,5.47,3.522,0.278,0.312,116.15,101.62,96.916,3.91,0.123,120.454,3.061
1736.293,3583.563,3556.999,98.25,4.913,4.178,0.08,0.289,9.173,8.5,4.335,2.42,3.107,2.313,101.018,,5.588,3.533,0.283,0.287,114.431,103.325,98.25,3.924,0.121,116.748,3.074
1736.446,3591.399,3601.666,99.25,4.862,4.165,0.076,0.291,9.017,8.5,4.308,2.401,3.04,2.366,101.847,,5.503,3.56,0.291,0.291,109.194,101.582,99.25,3.855,0.121,105.599,3.001
1736.598,3581.0,3602.667,98.25,4.633,3.935,0.074,0.305,8.985,8.5,4.118,2.397,3.027,2.331,103.884,,5.187,3.451,0.323,0.304,108.361,102.37,98.25,3.654,0.12,105.833,2.935
1736.75,3568.934,3555.333,97.5,4.532,3.812,0.071,0.334,9.009,8.5,4.031,2.406,3.056,2.281,102.014,,5.062,3.374,0.303,0.334,111.069,99.336,97.5,3.559,0.119,113.184,2.954
1736.903,3638.063,3676.0,96.75,4.617,3.866,0.072,0.311,9.097,8.5,4.113,2.42,3.086,2.327,92.743,,5.157,3.435,0.3,0.311,111.965,101.07,96.75,3.624,0.118,113.777,2.95
1737.055,3616.6,3659.667,99.0,4.814,4.017,0.065,0.314,9.161,8.5,4.285,2.423,3.075,2.4,107.818,,5.389,3.56,0.284,0.313,113.992,104.268,99.0,3.77,0.116,108.089,2.784
1737.208,3563.687,3578.333,99.25,4.896,4.082,0.061,0.302,9.246,8.5,4.351,2.426,3.06,2.477,112.378,,5.452,3.652,0.296,0.301,113.379,109.378,99.25,3.845,0.112,121.495,2.555
1737.36,3576.067,3592.334,101.0,4.96,4.143,0.053,0.317,9.498,8.5,4.396,2.424,3.06,2.544,108.644,,5.496,3.73,0.301,0.316,114.653,109.076,101.0,3.906,0.11,112.587,2.34
1737.512,3654.0,3683.0,100.25,5.014,4.186,0.052,0.314,9.691,8.5,4.427,2.421,3.075,2.628,104.848,,5.505,3.819,0.301,0.314,112.552,104.441,100.25,3.954,0.107,110.77,2.321
1737.665,3693.199,3714.334,100.0,5.203,4.342,0.059,0.305,9.691,8.5,4.574,2.416,3.085,2.821,97.997,,5.635,4.045,0.317,0.307,114.025,104.646,100.0,4.117,0.108,113.443,2.273
1737.817,3605.562,3624.999,100.0,5.144,4.28,0.068,0.328,9.546,8.5,4.497,2.411,3.086,2.791,109.457,,5.542,4.011,0.31,0.329,119.457,103.503,100.0,4.057,0.11,117.835,2.271
1737.97,3552.534,3538.0,100.084,4.742,3.938,0.083,0.319,9.562,8.5,4.135,2.407,3.09,2.615,103.66,,5.074,3.725,0.292,0.32,120.799,109.801,100.084,3.762,0.112,128.454,2.249
1738.122,3528.5,3486.0,100.75,4.725,3.906,0.095,0.291,9.683,8.5,4.105,2.403,3.11,2.589,116.758,,5.058,3.682,0.28,0.292,120.153,112.502,100.75,3.74,0.115,117.225,2.374
1738.274,3574.867,3571.0,100.75,4.891,4.028,0.104,0.285,9.073,8.5,4.235,2.399,3.161,2.666,114.011,,5.234,3.794,0.287,0.285,116.94,113.419,100.75,3.846,0.121,111.43,2.501
1738.427,3619.624,3593.499,101.75,4.775,3.923,0.116,0.29,8.801,8.5,4.124,2.4,3.218,2.608,111.151,,5.107,3.692,0.308,0.289,114.17,109.208,101.75,3.755,0.125,124.384,2.541
1738.579,3566.601,3526.0,101.75,4.794,3.917,0.126,0.315,8.717,8.5,4.113,2.402,3.241,2.487,103.485,,5.193,3.586,0.31,0.313,115.243,103.662,101.75,3.733,0.126,108.342,2.449
1738.732,3611.2,3612.666,99.249,4.773,3.895,0.122,0.322,8.596,8.5,4.094,2.408,3.217,2.414,96.257,,5.212,3.52,0.314,0.32,110.848,99.551,99.249,3.707,0.128,113.651,2.493
1738.884,3596.374,3544.0,97.25,4.949,4.045,0.118,0.315,8.548,8.5,4.261,2.41,3.19,2.473,98.971,,5.438,3.628,0.314,0.314,110.505,102.524,97.25,3.821,0.128,110.868,2.565
1739.036,3533.266,3481.0,104.246,5.052,4.134,0.113,0.316,8.608,8.5,4.359,2.418,3.196,2.463,112.561,,5.592,3.664,0.307,0.315,109.807,108.213,104.246,3.88,0.13,107.492,2.732
1739.189,3548.8,3537.0,99.166,5.023,4.128,0.116,0.31,8.664,8.5,4.352,2.421,3.217,2.43,112.871,,5.585,3.634,0.292,0.31,108.659,104.599,99.166,3.879,0.132,111.04,2.79
1739.341,3601.666,3582.0,103.25,5.064,4.151,0.121,0.289,8.753,8.5,4.394,2.427,3.213,2.405,88.112,,5.655,3.632,0.275,0.288,111.263,102.049,103.25,3.907,0.133,107.954,2.878
1739.494,3648.438,3660.499,95.25,4.963,4.087,0.111,0.273,8.729,8.5,4.321,2.423,3.168,2.375,104.347,,5.541,3.58,0.276,0.273,111.153,99.972,95.25,3.848,0.136,114.643,2.94
1739.646,3583.601,3593.668,94.915,4.923,4.073,0.11,0.273,8.668,8.5,4.295,2.424,3.119,2.37,106.973,,5.502,3.561,0.273,0.273,111.138,103.34,94.915,3.84,0.142,111.06,2.993
1739.798,3513.732,3502.501,93.916,4.999,4.132,0.101,0.273,8.536,8.5,4.352,2.426,3.111,2.357,98.422,,5.613,3.578,0.277,0.273,107.489,101.224,93.916,3.876,0.142,107.805,3.071
1739.951,3562.866,3615.333,95.751,4.676,3.873,0.11,0.277,8.488,8.5,4.088,2.424,3.138,2.205,99.207,,5.265,3.346,0.267,0.277,106.06,100.123,95.751,3.647,0.141,104.406,2.931
1740.103,3571.438,3595.666,96.75,4.785,3.947,0.103,0.276,8.488,8.5,4.172,2.424,3.159,2.172,103.482,,5.429,3.357,0.272,0.275,110.088,103.278,96.75,3.694,0.137,106.588,2.745
1740.256,3575.932,3586.501,96.501,4.749,3.924,0.094,0.284,8.68,8.5,4.143,2.422,3.141,2.135,108.543,,5.392,3.323,0.281,0.284,110.73,102.28,96.501,3.685,0.137,120.374,2.646
1740.408,3608.067,3658.334,96.666,4.616,3.835,0.081,0.289,8.873,8.5,4.047,2.419,3.098,2.138,94.731,,5.217,3.285,0.287,0.288,112.969,100.87,96.666,3.607,0.137,105.347,2.644
1740.56,3649.468,3658.667,98.25,4.64,3.877,0.07,0.292,8.981,8.5,4.082,2.411,3.07,2.197,98.874,,5.229,3.344,0.292,0.292,108.034,96.924,98.25,3.649,0.133,112.869,2.709
1740.713,3632.467,3632.0,98.25,4.624,3.86,0.06,0.303,9.005,8.5,4.069,2.405,3.071,2.231,96.806,,5.186,3.363,0.29,0.303,111.113,101.012,98.25,3.637,0.129,106.29,2.714
1740.865,3587.937,3598.0,98.25,4.594,3.836,0.053,0.312,9.065,8.5,4.039,2.406,3.101,2.219,107.477,,5.147,3.344,0.3,0.311,111.013,104.771,98.25,3.606,0.123,115.12,2.706
1741.018,3596.334,3548.0,97.5,4.731,3.962,0.06,0.315,9.137,8.5,4.163,2.411,3.151,2.343,110.114,,5.273,3.487,0.314,0.314,115.83,106.179,97.5,3.722,0.125,112.468,2.758
