,DEPT,Pred_DTC
0,652.577,121.35027535554073
1,652.729,121.25769128624376
2,652.882,121.34416358562541
3,653.034,121.25769128624376
4,653.186,121.32996576627374
5,653.339,121.35027535554073
6,653.491,121.35027535554073
7,653.644,121.5844558021501
8,653.7959999999999,121.35027535554073
9,653.948,121.3644731748924
10,654.101,120.63563078380854
11,654.253,120.89182589428617
12,654.406,121.26596018829893
13,654.558,120.97828459166597
14,654.71,121.06289861081744
15,654.863,121.46538746977588
16,655.015,121.06289861081744
17,655.168,120.97095978594142
18,655.32,121.10943679290362
19,655.472,120.99062413078745
20,655.625,120.99062413078745
21,655.7769999999999,121.22701640602422
22,655.93,120.95065067477955
23,656.082,121.10943679290362
24,656.2339999999999,121.15474192599423
25,656.387,121.22701640602422
26,656.539,121.69834702752684
27,656.692,121.22701640602422
28,656.8439999999999,121.1306248642962
29,656.9960000000001,120.25377713221641
30,657.1489999999999,120.63932172331722
31,657.301,120.99062413078745
32,657.454,120.99062413078745
33,657.6060000000001,121.16889819348312
34,657.758,121.33979541466417
35,657.9110000000001,121.36079979384273
36,658.063,121.15474192599423
37,658.216,121.24121422537588
38,658.368,121.24121422537588
39,658.52,121.22701640602422
40,658.673,121.15474192599423
41,658.825,121.22701640602422
42,658.9780000000001,121.3330159886899
43,659.13,121.62950526498265
44,659.2819999999999,121.62950526498265
45,659.435,121.22701640602422
46,659.587,121.5949802404521
47,659.74,121.28852531381274
48,659.8919999999999,121.33979541466417
49,660.044,121.22701640602422
50,660.197,121.00482195013912
51,660.3489999999999,119.57155217055373
52,660.502,119.42461708687983
53,660.654,119.53908421983736
54,660.806,120.11593224502452
55,660.959,120.99535839680645
56,661.1110000000001,120.96503270042675
57,661.2639999999999,120.89879624784913
58,661.416,120.72607736758563
59,661.568,120.23719982179269
60,661.721,119.18075963279068
61,661.873,119.29119058927579
62,662.0260000000001,120.08816810144214
63,662.178,121.11164488725026
64,662.33,120.89259459826728
65,662.4830000000001,120.99859418093295
66,662.635,120.41531986292911
67,662.788,120.73449583242741
68,662.94,120.50081237679021
69,663.092,120.49405935708901
70,663.245,120.60761879194347
71,663.3969999999999,120.88053494946838
72,663.55,120.95280942949837
73,663.702,120.73449583242741
74,663.8539999999999,120.38852024431566
75,664.007,120.37681053213912
76,664.159,120.31435099885228
77,664.312,120.2174735845162
78,664.4639999999999,120.37684508984604
79,664.6160000000001,121.55392349228224
80,664.7689999999999,121.21247252925082
81,664.921,121.0933164207827
82,665.074,120.89473276882005
83,665.2260000000001,118.55631638918389
84,665.378,118.17922428250486
85,665.5310000000001,118.67836814787148
86,665.683,119.89870499490036
87,665.836,120.61658167378684
88,665.988,121.22438208760349
89,666.14,120.22480238330249
90,666.293,120.2165197524874
91,666.445,119.54822071111046
92,666.5980000000001,119.3636130966794
93,666.75,118.76711484128334
94,666.9019999999999,120.36860287343393
95,667.055,120.93858708364209
96,667.207,121.1514346333238
97,667.36,121.02383053723494
98,667.512,120.88325746758322
99,667.664,120.38266363122358
100,667.817,119.77605616588266
101,667.9689999999999,119.41023523358297
102,668.122,119.12397278454264
103,668.2739999999999,119.36439598974336
104,668.426,119.77848619439575
105,668.579,119.6656616224028
106,668.7310000000001,118.74114333757525
107,668.8839999999999,118.10601940756737
108,669.0360000000001,117.61320679202635
109,669.188,117.69647133135717
110,669.341,117.25411292877136
111,669.493,116.89822695146182
112,669.6460000000001,116.99863456362031
113,669.798,117.5680764868002
114,669.95,118.81632542696791
115,670.1030000000001,119.13943677951383
116,670.255,118.76972565625954
117,670.408,119.10979559972412
118,670.56,118.52966327779119
119,670.712,118.43179101600205
120,670.865,118.59154041348252
121,671.0169999999999,117.038246294954
122,671.17,116.48751266841005
123,671.322,115.53707005154541
124,671.4739999999999,115.83280660996336
125,671.627,116.12055754880186
126,671.779,118.89548252725459
127,671.932,119.4577371005114
128,672.084,120.39687620243241
129,672.2360000000001,120.77310109348045
130,672.3889999999999,120.92453627683196
131,672.541,120.22168186258695
132,672.694,120.19321213718325
133,672.846,119.00247129791165
134,672.998,119.47797359603645
135,673.1510000000001,119.75947986700102
136,673.303,120.14968003490571
137,673.456,120.859205168971
138,673.6080000000001,121.15354300339476
139,673.76,121.15074526510185
140,673.913,120.27573888544158
141,674.065,120.27802422338495
142,674.2180000000001,121.03752002480094
143,674.37,120.00294944549782
144,674.5219999999999,120.22215246752873
145,674.675,119.65617774755137
146,674.827,120.68643580819126
147,674.98,121.43662144656945
148,675.132,121.41214168117324
149,675.284,121.39794386182157
150,675.437,121.87586897552453
